|            chances | eromapper_idx |        ra |       dec | best_z | best_zerr | best_z_type | lambda | lambda_e | dist (arcmin) | dist (Mpc) | dist (r200) |
| PSZ2 G262.73-40.92 |         23393 |  69.91412 | -54.72539 | 0.3937 |    0.0113 |     photo_z |   11.2 |      2.6 |         27.08 |       9.27 |        4.48 |
| PSZ2 G262.73-40.92 |       1368464 |  70.06781 | -54.67740 | 0.4585 |    0.0117 |     photo_z |    3.2 |      1.0 |         27.48 |       9.40 |        4.54 |
| PSZ2 G262.73-40.92 |       2931718 |  70.21394 | -54.63130 | 0.4447 |    0.0128 |     photo_z |    6.0 |      1.6 |         29.04 |       9.93 |        4.80 |
| PSZ2 G262.73-40.92 |        779291 |  69.55349 | -53.82749 | 0.4623 |    0.0117 |     photo_z |    3.9 |      0.9 |         29.44 |      10.07 |        4.87 |
| PSZ2 G262.73-40.92 |       3431311 |  69.26457 | -54.77755 | 0.4142 |    0.0265 |     photo_z |    3.2 |      1.1 |         29.67 |      10.15 |        4.90 |
| PSZ2 G271.18-30.95 |          7011 |  87.30557 | -62.10341 | 0.3758 |    0.0006 | spec_z_boot |   45.0 |      5.4 |          1.35 |       0.43 |        0.20 |
| PSZ2 G271.18-30.95 |         85940 |  87.47866 | -62.06852 | 0.3754 |    0.0006 | spec_z_boot |   28.1 |      6.0 |          4.38 |       1.40 |        0.64 |
| PSZ2 G271.18-30.95 |       1486441 |  87.35784 | -61.97131 | 0.4084 |    0.0199 |     photo_z |    3.3 |      1.1 |          6.76 |       2.17 |        0.99 |
| PSZ2 G271.18-30.95 |       2965477 |  87.05182 | -62.05132 | 0.4166 |    0.0278 |     photo_z |    3.1 |      1.0 |          7.93 |       2.54 |        1.17 |
| PSZ2 G271.18-30.95 |       2816705 |  87.02905 | -62.17183 | 0.3846 |    0.0199 |     photo_z |    5.7 |      1.4 |          9.88 |       3.17 |        1.45 |
| PSZ2 G271.18-30.95 |       2075044 |  87.41395 | -61.68385 | 0.3819 |    0.0190 |     photo_z |    3.9 |      1.4 |         24.08 |       7.72 |        3.54 |
| PSZ2 G271.18-30.95 |       2552049 |  88.30477 | -62.11123 | 0.3678 |    0.0206 |     photo_z |    7.8 |      1.1 |         27.54 |       8.83 |        4.05 |
| PSZ2 G271.18-30.95 |       1372408 |  88.47911 | -62.17125 | 0.3395 |    0.0166 |     photo_z |    4.8 |      1.1 |         32.78 |      10.51 |        4.82 |
| PSZ2 G271.18-30.95 |        174014 |  86.59664 | -61.63692 | 0.3444 |    0.0143 |     photo_z |    8.0 |      1.2 |         33.80 |      10.83 |        4.97 |
| PSZ2 G277.76-51.74 |       1420568 |  43.60784 | -58.89601 | 0.4361 |    0.0010 | spec_z_boot |  115.5 |      4.8 |          4.10 |       1.44 |        0.77 |
| PSZ2 G277.76-51.74 |         14682 |  43.74408 | -58.98868 | 0.4356 |    0.0089 |     photo_z |   28.6 |      4.1 |          4.82 |       1.69 |        0.90 |
| PSZ2 G277.76-51.74 |        254822 |  43.48394 | -59.02948 | 0.4324 |    0.0092 |     photo_z |   33.8 |      3.1 |          5.23 |       1.84 |        0.98 |
| PSZ2 G277.76-51.74 |        898992 |  43.35797 | -58.89677 | 0.4217 |    0.0168 |     photo_z |    3.4 |      1.1 |          8.40 |       2.95 |        1.58 |
| PSZ2 G277.76-51.74 |        202255 |  43.80855 | -59.06565 | 0.4280 |    0.0122 |     photo_z |    5.0 |      1.5 |          8.96 |       3.15 |        1.68 |
| PSZ2 G277.76-51.74 |        364640 |  43.89406 | -58.91304 | 0.4716 |    0.0109 |     photo_z |    5.5 |      1.5 |          9.73 |       3.41 |        1.82 |
| PSZ2 G277.76-51.74 |       3460985 |  43.71425 | -59.13008 | 0.4535 |    0.0091 |     photo_z |   31.2 |      2.5 |         10.61 |       3.72 |        1.99 |
| PSZ2 G277.76-51.74 |       1849154 |  43.22740 | -59.02602 | 0.4339 |    0.0146 |     photo_z |    7.6 |      1.5 |         11.98 |       4.20 |        2.25 |
| PSZ2 G277.76-51.74 |        122137 |  43.90640 | -58.84503 | 0.3986 |    0.0188 |     photo_z |    6.9 |      1.3 |         11.98 |       4.20 |        2.25 |
| PSZ2 G277.76-51.74 |       2083476 |  43.99846 | -59.01532 | 0.4345 |    0.0102 |     photo_z |   14.7 |      1.9 |         12.82 |       4.50 |        2.41 |
| PSZ2 G277.76-51.74 |       2794901 |  44.03028 | -58.92576 | 0.4183 |    0.0151 |     photo_z |    7.7 |      1.7 |         13.64 |       4.79 |        2.56 |
| PSZ2 G277.76-51.74 |       1093919 |  43.14554 | -58.83335 | 0.4385 |    0.0147 |     photo_z |    3.8 |      1.5 |         16.01 |       5.62 |        3.00 |
| PSZ2 G277.76-51.74 |         58140 |  43.47295 | -59.22918 | 0.4720 |    0.0109 |     photo_z |    4.1 |      1.5 |         16.36 |       5.74 |        3.07 |
| PSZ2 G277.76-51.74 |        620758 |  43.22116 | -58.76294 | 0.4218 |    0.0160 |     photo_z |    3.7 |      1.2 |         16.75 |       5.88 |        3.14 |
| PSZ2 G277.76-51.74 |         39469 |  43.54450 | -59.24806 | 0.4436 |    0.0094 |     photo_z |   24.0 |      2.2 |         17.12 |       6.01 |        3.21 |
| PSZ2 G277.76-51.74 |          9267 |  44.19782 | -59.05737 | 0.4383 |    0.0092 |     photo_z |   23.5 |      2.7 |         19.42 |       6.81 |        3.64 |
| PSZ2 G277.76-51.74 |        774139 |  42.99510 | -58.84543 | 0.4533 |    0.0127 |     photo_z |    4.9 |      1.9 |         19.93 |       6.99 |        3.74 |
| PSZ2 G277.76-51.74 |       2044419 |  42.98352 | -59.08869 | 0.4381 |    0.0129 |     photo_z |    4.6 |      1.3 |         20.33 |       7.13 |        3.81 |
| PSZ2 G277.76-51.74 |       1929457 |  44.25592 | -58.86384 | 0.4516 |    0.0153 |     photo_z |    3.3 |      1.0 |         21.31 |       7.48 |        4.00 |
| PSZ2 G277.76-51.74 |       1290033 |  43.69750 | -59.32720 | 0.4621 |    0.0126 |     photo_z |    3.5 |      1.1 |         22.02 |       7.72 |        4.13 |
| PSZ2 G277.76-51.74 |       2386177 |  43.98804 | -58.64832 | 0.4213 |    0.0123 |     photo_z |    9.7 |      1.8 |         22.52 |       7.90 |        4.23 |
| PSZ2 G277.76-51.74 |        507528 |  43.55600 | -58.57992 | 0.4546 |    0.0129 |     photo_z |    3.5 |      1.3 |         23.08 |       8.10 |        4.33 |
| PSZ2 G277.76-51.74 |         54542 |  44.32146 | -59.05859 | 0.4515 |    0.0098 |     photo_z |   11.9 |      2.1 |         23.12 |       8.11 |        4.34 |
| PSZ2 G277.76-51.74 |       2677420 |  42.91203 | -58.75691 | 0.4369 |    0.0132 |     photo_z |    4.1 |      1.0 |         24.59 |       8.63 |        4.61 |
| PSZ2 G277.76-51.74 |       1086517 |  44.39419 | -58.87357 | 0.4654 |    0.0107 |     photo_z |   10.5 |      5.7 |         25.32 |       8.88 |        4.75 |
| PSZ2 G277.76-51.74 |        273263 |  42.81715 | -58.80857 | 0.4578 |    0.0125 |     photo_z |    3.1 |      1.1 |         25.88 |       9.08 |        4.86 |
| PSZ2 G286.98+32.90 |             2 | 177.70902 | -28.08217 | 0.3827 |    0.0007 | spec_z_boot |   60.5 |      7.7 |          0.38 |       0.12 |        0.05 |
| PSZ2 G286.98+32.90 |       1490751 | 177.78068 | -28.11247 | 0.3828 |    0.0008 | spec_z_boot |  155.0 |      6.4 |          4.54 |       1.48 |        0.56 |
| PSZ2 G286.98+32.90 |         24624 | 177.67836 | -27.97338 | 0.3860 |    0.0019 | spec_z_boot |    4.1 |      1.5 |          6.38 |       2.08 |        0.78 |
| PSZ2 G286.98+32.90 |       2081934 | 177.67452 | -27.97286 | 0.4164 |    0.0265 | spec_z_boot |    7.4 |      1.7 |          6.45 |       2.11 |        0.79 |
| PSZ2 G286.98+32.90 |       2648735 | 177.74302 | -27.94121 | 0.4361 |    0.0170 |     photo_z |    5.7 |      1.4 |          8.39 |       2.74 |        1.03 |
| PSZ2 G286.98+32.90 |         64231 | 177.77354 | -28.21642 | 0.3805 |    0.0010 | spec_z_boot |   31.8 |      3.7 |          9.12 |       2.98 |        1.12 |
| PSZ2 G286.98+32.90 |       1078351 | 177.55405 | -27.99000 | 0.3927 |    0.0118 |     photo_z |   19.6 |      2.6 |          9.55 |       3.12 |        1.17 |
| PSZ2 G286.98+32.90 |        112914 | 177.78566 | -27.82958 | 0.3755 |    0.0187 |     photo_z |    7.6 |      2.3 |         15.45 |       5.05 |        1.89 |
| PSZ2 G286.98+32.90 |       3450678 | 177.51625 | -27.78981 | 0.3799 |    0.0120 |     photo_z |   17.3 |      3.4 |         19.93 |       6.51 |        2.44 |
| PSZ2 G286.98+32.90 |       3202788 | 178.09215 | -28.09715 | 0.3539 |    0.0204 |     photo_z |    3.3 |      1.1 |         20.53 |       6.71 |        2.51 |
| PSZ2 G286.98+32.90 |       2064012 | 177.41365 | -27.80640 | 0.3733 |    0.0200 |     photo_z |    5.0 |      1.3 |         22.41 |       7.32 |        2.74 |
| PSZ2 G286.98+32.90 |        438770 | 177.99560 | -27.79093 | 0.3467 |    0.0182 |     photo_z |    4.3 |      1.2 |         23.06 |       7.54 |        2.82 |
| PSZ2 G286.98+32.90 |        763548 | 178.19725 | -28.08374 | 0.3831 |    0.0190 |     photo_z |    3.7 |      1.2 |         26.06 |       8.52 |        3.19 |
| PSZ2 G286.98+32.90 |        380659 | 178.18349 | -27.92991 | 0.3474 |    0.0173 |     photo_z |    5.6 |      1.4 |         26.84 |       8.77 |        3.29 |
| PSZ2 G286.98+32.90 |       1938720 | 177.31618 | -27.78992 | 0.4010 |    0.0264 |     photo_z |    4.3 |      1.3 |         26.86 |       8.78 |        3.29 |
| PSZ2 G286.98+32.90 |        413469 | 177.19714 | -28.05469 | 0.3489 |    0.0162 |     photo_z |    6.4 |      1.3 |         26.92 |       8.80 |        3.30 |
| PSZ2 G286.98+32.90 |       1019037 | 178.21588 | -28.14638 | 0.3659 |    0.0240 |     photo_z |    4.4 |      1.3 |         27.36 |       8.94 |        3.35 |
| PSZ2 G286.98+32.90 |       1493398 | 177.87301 | -28.53268 | 0.3967 |    0.0242 |     photo_z |    4.5 |      1.3 |         28.75 |       9.39 |        3.52 |
| PSZ2 G286.98+32.90 |       1721450 | 177.43487 | -28.50003 | 0.3916 |    0.0207 |     photo_z |    7.6 |      1.7 |         29.12 |       9.52 |        3.56 |
| PSZ2 G286.98+32.90 |       2001635 | 178.18270 | -28.31935 | 0.3711 |    0.0210 |     photo_z |    4.7 |      1.5 |         29.15 |       9.53 |        3.57 |
| PSZ2 G286.98+32.90 |       2055182 | 178.27301 | -27.96902 | 0.3574 |    0.0209 |     photo_z |    4.2 |      1.1 |         30.77 |      10.06 |        3.77 |
| PSZ2 G286.98+32.90 |       1569294 | 177.95754 | -28.56692 | 0.3783 |    0.0141 |     photo_z |   11.8 |      3.5 |         32.28 |      10.55 |        3.95 |
| PSZ2 G286.98+32.90 |       1248990 | 178.32118 | -28.20360 | 0.4229 |    0.0235 |     photo_z |    4.2 |      1.6 |         33.47 |      10.94 |        4.10 |
| PSZ2 G286.98+32.90 |       1322333 | 178.33382 | -28.13994 | 0.3486 |    0.0192 |     photo_z |    3.3 |      1.1 |         33.49 |      10.95 |        4.10 |
| PSZ2 G286.98+32.90 |       2525684 | 177.12708 | -27.77343 | 0.3544 |    0.0306 |     photo_z |    5.7 |      1.6 |         35.64 |      11.65 |        4.36 |
| PSZ2 G286.98+32.90 |        651022 | 177.95049 | -28.63340 | 0.4242 |    0.0147 |     photo_z |    6.7 |      1.7 |         35.81 |      11.70 |        4.38 |
| PSZ2 G286.98+32.90 |       2224620 | 178.40054 | -28.31708 | 0.4310 |    0.0139 |     photo_z |    5.4 |      2.2 |         39.50 |      12.91 |        4.83 |
| PSZ2 G286.98+32.90 |        640619 | 177.36661 | -27.47024 | 0.4208 |    0.0210 |     photo_z |    5.0 |      3.1 |         40.60 |      13.27 |        4.97 |
| PSZ2 G286.98+32.90 |       1961801 | 178.46574 | -28.18971 | 0.3606 |    0.0164 |     photo_z |   10.1 |      1.8 |         40.82 |      13.34 |        5.00 |
| PSZ2 G348.90-67.37 |            25 | 351.30012 | -41.19907 | 0.3583 |    0.0016 | spec_z_boot |  106.0 |      4.0 |          0.57 |       0.18 |        0.09 |
| PSZ2 G348.90-67.37 |          1383 | 351.42767 | -41.17414 | 0.3802 |    0.0123 |     photo_z |    3.4 |      1.7 |          5.94 |       1.84 |        0.97 |
| PSZ2 G348.90-67.37 |        516449 | 351.43394 | -41.24570 | 0.3458 |    0.0126 |     photo_z |   10.1 |      1.7 |          6.28 |       1.95 |        1.02 |
| PSZ2 G348.90-67.37 |       3167634 | 351.42065 | -41.13827 | 0.3635 |    0.0096 |     photo_z |   37.0 |      3.3 |          6.72 |       2.09 |        1.09 |
| PSZ2 G348.90-67.37 |        128973 | 351.25088 | -41.31630 | 0.3694 |    0.0220 |     photo_z |    4.0 |      1.5 |          6.93 |       2.15 |        1.13 |
| PSZ2 G348.90-67.37 |       3131157 | 351.29764 | -41.02786 | 0.3705 |    0.0208 |     photo_z |    4.1 |      1.2 |         10.81 |       3.36 |        1.76 |
| PSZ2 G348.90-67.37 |        512457 | 351.56260 | -41.18273 | 0.3652 |    0.0210 |     photo_z |    4.6 |      1.3 |         11.77 |       3.65 |        1.91 |
| PSZ2 G348.90-67.37 |       1555895 | 350.99730 | -41.28964 | 0.3141 |    0.0167 |     photo_z |    3.1 |      0.8 |         14.68 |       4.56 |        2.39 |
| PSZ2 G348.90-67.37 |       2736478 | 351.59053 | -41.36539 | 0.3642 |    0.0147 |     photo_z |   10.6 |      2.3 |         16.00 |       4.97 |        2.60 |
| PSZ2 G348.90-67.37 |       1095244 | 351.55921 | -41.44934 | 0.3579 |    0.0316 |     photo_z |    3.7 |      0.9 |         18.49 |       5.74 |        3.01 |
| PSZ2 G348.90-67.37 |       2175720 | 351.71900 | -41.22563 | 0.4006 |    0.0174 |     photo_z |    4.7 |      1.3 |         18.75 |       5.82 |        3.05 |
| PSZ2 G348.90-67.37 |       2879216 | 351.69049 | -41.08771 | 0.3151 |    0.0173 |     photo_z |    3.4 |      0.8 |         18.89 |       5.87 |        3.07 |
| PSZ2 G348.90-67.37 |       1317207 | 351.67309 | -41.39821 | 0.3132 |    0.0172 |     photo_z |    3.7 |      1.2 |         20.17 |       6.26 |        3.28 |
| PSZ2 G348.90-67.37 |          4910 | 350.91138 | -41.04254 | 0.3648 |    0.0097 |     photo_z |   49.9 |      6.5 |         20.34 |       6.32 |        3.31 |
| PSZ2 G348.90-67.37 |       2532490 | 351.25541 | -41.56464 | 0.3955 |    0.0195 |     photo_z |    6.2 |      1.2 |         21.51 |       6.68 |        3.50 |
| PSZ2 G348.90-67.37 |         89880 | 350.87034 | -41.04260 | 0.3775 |    0.0133 |     photo_z |   17.2 |      6.0 |         21.98 |       6.82 |        3.57 |
| PSZ2 G348.90-67.37 |       3081685 | 351.75540 | -41.36996 | 0.3565 |    0.0198 |     photo_z |    5.1 |      1.3 |         22.54 |       7.00 |        3.67 |
| PSZ2 G348.90-67.37 |       2439473 | 350.81683 | -41.08242 | 0.3138 |    0.0150 |     photo_z |    8.5 |      1.7 |         23.27 |       7.23 |        3.78 |
| PSZ2 G348.90-67.37 |       3573788 | 351.39096 | -41.60913 | 0.3942 |    0.0202 |     photo_z |   11.3 |      5.3 |         24.38 |       7.57 |        3.96 |
| PSZ2 G348.90-67.37 |       2199506 | 351.84171 | -41.08859 | 0.3446 |    0.0188 |     photo_z |    4.6 |      1.3 |         25.32 |       7.86 |        4.12 |
| PSZ2 G348.90-67.37 |        828837 | 351.88396 | -41.19567 | 0.3853 |    0.0146 |     photo_z |    8.8 |      1.5 |         26.18 |       8.13 |        4.26 |
| PSZ2 G348.90-67.37 |        110341 | 351.67073 | -40.86740 | 0.3784 |    0.0120 |     photo_z |   18.6 |      2.2 |         26.32 |       8.17 |        4.28 |
| PSZ2 G348.90-67.37 |       3320960 | 351.78067 | -41.49745 | 0.3392 |    0.0198 |     photo_z |    4.4 |      1.4 |         27.61 |       8.57 |        4.49 |
| PSZ2 G348.90-67.37 |         97992 | 350.71588 | -41.06340 | 0.3851 |    0.0127 |     photo_z |   19.9 |      2.6 |         27.96 |       8.68 |        4.55 |
| PSZ2 G348.90-67.37 |        929023 | 351.94629 | -41.26162 | 0.3889 |    0.0142 |     photo_z |   10.3 |      2.2 |         29.15 |       9.05 |        4.74 |
| PSZ2 G348.90-67.37 |        811215 | 350.71385 | -41.40714 | 0.3763 |    0.0303 |     photo_z |    4.7 |      1.6 |         29.17 |       9.06 |        4.74 |
| PSZ2 G348.90-67.37 |       2207074 | 351.14381 | -41.68201 | 0.3773 |    0.0157 |     photo_z |   11.7 |      1.9 |         29.34 |       9.11 |        4.77 |
| PSZ2 G348.90-67.37 |       1647976 | 350.73236 | -40.97570 | 0.3809 |    0.0160 |     photo_z |    8.6 |      1.8 |         29.37 |       9.12 |        4.78 |
| PSZ2 G348.90-67.37 |       1803558 | 351.90829 | -41.41551 | 0.3944 |    0.0184 |     photo_z |    8.6 |      6.8 |         29.94 |       9.30 |        4.87 |
| PSZ2 G348.90-67.37 |       2904424 | 351.54569 | -41.67318 | 0.3798 |    0.0224 |     photo_z |    6.3 |      2.4 |         29.95 |       9.30 |        4.87 |
| PSZ2 G348.90-67.37 |       3453700 | 351.28219 | -41.71456 | 0.3823 |    0.0163 |     photo_z |    7.7 |      1.8 |         30.41 |       9.44 |        4.94 |
| PSZ2 G348.90-67.37 |         70626 | 351.39241 | -41.71407 | 0.3918 |    0.0173 |     photo_z |    8.1 |      2.1 |         30.62 |       9.51 |        4.98 |
|   RXC J0528.9-3827 |           547 |  82.22147 | -39.45823 | 0.2840 |    0.0005 | spec_z_boot |   94.7 |      7.4 |          0.77 |       0.20 |        0.10 |
|   RXC J0528.9-3827 |       2669328 |  82.23428 | -39.40285 | 0.2822 |    0.0009 | spec_z_boot |   22.6 |      7.1 |          4.13 |       1.10 |        0.53 |
|   RXC J0528.9-3827 |       2730297 |  82.36351 | -39.45330 | 0.2798 |    0.0013 | spec_z_boot |    6.4 |      1.8 |          6.69 |       1.77 |        0.86 |
|   RXC J0528.9-3827 |       1333723 |  82.17727 | -39.32376 | 0.2817 |    0.0008 | spec_z_boot |    5.7 |      2.2 |          9.06 |       2.40 |        1.16 |
|   RXC J0528.9-3827 |       3199068 |  82.56443 | -39.56160 | 0.2787 |    0.0009 | spec_z_boot |   13.6 |      2.1 |         16.81 |       4.45 |        2.15 |
|   RXC J0528.9-3827 |       1450447 |  82.64391 | -39.66846 | 0.2583 |    0.0092 |     photo_z |    7.3 |      1.7 |         22.88 |       6.06 |        2.93 |
|   RXC J0528.9-3827 |          3671 |  82.37993 | -39.09399 | 0.2876 |    0.0062 |     photo_z |   57.3 |      3.9 |         23.79 |       6.31 |        3.05 |
|   RXC J0528.9-3827 |        195484 |  82.58947 | -39.80215 | 0.2714 |    0.0082 |     photo_z |   24.4 |      7.9 |         26.17 |       6.94 |        3.35 |
|   RXC J0528.9-3827 |        962029 |  82.57037 | -39.83102 | 0.2517 |    0.0072 |     photo_z |   18.9 |      3.7 |         26.97 |       7.15 |        3.45 |
|   RXC J0528.9-3827 |       3267380 |  82.81233 | -39.61886 | 0.2921 |    0.0162 |     photo_z |    4.5 |      1.6 |         28.77 |       7.63 |        3.68 |
|   RXC J0528.9-3827 |        722118 |  81.61479 | -39.63182 | 0.2819 |    0.0138 |     photo_z |    3.2 |      1.0 |         29.65 |       7.86 |        3.80 |
|   RXC J0528.9-3827 |       1766422 |  82.26270 | -39.97486 | 0.2611 |    0.0110 |     photo_z |    5.2 |      3.2 |         30.29 |       8.03 |        3.88 |
|   RXC J0528.9-3827 |       2865298 |  82.57206 | -39.03281 | 0.2553 |    0.0125 |     photo_z |    4.1 |      1.3 |         30.94 |       8.20 |        3.96 |
|   RXC J0528.9-3827 |       1376440 |  82.47213 | -38.98088 | 0.2461 |    0.0103 |     photo_z |    4.0 |      1.4 |         31.64 |       8.39 |        4.05 |
|   RXC J0528.9-3827 |       2971552 |  81.52869 | -39.80548 | 0.2541 |    0.0080 |     photo_z |   10.5 |      1.7 |         37.76 |      10.01 |        4.83 |
|   RXC J1314.4-2515 |           376 | 198.63073 | -25.25767 | 0.2467 |    0.0007 | spec_z_boot |   12.6 |      5.6 |          0.77 |       0.18 |        0.08 |
|   RXC J1314.4-2515 |       2890450 | 198.66579 | -25.33818 | 0.2464 |    0.0008 | spec_z_boot |   45.8 |      3.5 |          5.33 |       1.27 |        0.59 |
|   RXC J1314.4-2515 |        241329 | 198.76094 | -25.22999 | 0.2435 |    0.0135 | spec_z_boot |    4.0 |      1.3 |          8.03 |       1.91 |        0.89 |
|   RXC J1314.4-2515 |       2030230 | 198.52970 | -25.08495 | 0.2383 |    0.0097 |     photo_z |    4.0 |      1.4 |         11.58 |       2.76 |        1.28 |
|   RXC J1314.4-2515 |        413405 | 198.29871 | -25.21260 | 0.2505 |    0.0100 |     photo_z |    6.3 |      1.9 |         17.52 |       4.18 |        1.93 |
|   RXC J1314.4-2515 |       1984372 | 198.26483 | -25.39095 | 0.2727 |    0.0152 |     photo_z |    4.3 |      1.1 |         20.63 |       4.92 |        2.28 |
|   RXC J1314.4-2515 |       1728523 | 198.99956 | -25.25132 | 0.2645 |    0.0134 |     photo_z |    6.9 |      2.3 |         20.76 |       4.95 |        2.29 |
|   RXC J1314.4-2515 |        195125 | 198.89409 | -24.98100 | 0.2484 |    0.0095 |     photo_z |    4.7 |      1.1 |         22.55 |       5.38 |        2.49 |
|   RXC J1314.4-2515 |       2258936 | 198.19937 | -25.14193 | 0.2453 |    0.0114 |     photo_z |    5.7 |      1.4 |         23.78 |       5.67 |        2.62 |
|   RXC J1314.4-2515 |       2085955 | 199.00244 | -25.56282 | 0.2330 |    0.0089 |     photo_z |    5.4 |      1.1 |         27.64 |       6.59 |        3.05 |
|   RXC J1314.4-2515 |       2153259 | 199.12758 | -25.46471 | 0.2384 |    0.0088 |     photo_z |    4.6 |      1.1 |         30.26 |       7.21 |        3.34 |
|   RXC J1314.4-2515 |        241992 | 198.23476 | -24.83632 | 0.2585 |    0.0116 |     photo_z |    4.0 |      1.0 |         32.88 |       7.84 |        3.63 |
|   RXC J1314.4-2515 |        116603 | 197.92803 | -25.02731 | 0.2374 |    0.0075 |     photo_z |    7.9 |      1.8 |         39.97 |       9.53 |        4.41 |
|   RXC J1314.4-2515 |       1915596 | 199.37367 | -25.42666 | 0.2365 |    0.0086 |     photo_z |    5.2 |      1.2 |         42.21 |      10.06 |        4.66 |
|   RXC J1347.5-1144 |        965012 | 206.47006 | -12.01515 | 0.4829 |    0.0100 |     photo_z |   19.1 |      2.3 |         28.61 |      10.22 |        4.87 |
|   RXC J1514.9-1523 |         73910 | 228.71459 | -15.39684 | 0.2250 |    0.0053 |     photo_z |   82.5 |      5.8 |          1.72 |       0.38 |        0.17 |
|   RXC J1514.9-1523 |          1461 | 228.74458 | -15.29526 | 0.2198 |    0.0052 |     photo_z |   75.4 |     18.5 |          5.45 |       1.21 |        0.55 |
|   RXC J1514.9-1523 |       2275222 | 228.72054 | -15.50738 | 0.2250 |    0.0056 |     photo_z |   26.5 |      2.9 |          7.39 |       1.64 |        0.75 |
|   RXC J1514.9-1523 |         75743 | 228.92299 | -15.32227 | 0.2210 |    0.0053 |     photo_z |   43.3 |      4.1 |         11.14 |       2.47 |        1.13 |
|   RXC J1514.9-1523 |         73549 | 228.55181 | -15.35361 | 0.2259 |    0.0068 |     photo_z |    4.7 |      1.1 |         11.18 |       2.48 |        1.14 |
|   RXC J1514.9-1523 |          1438 | 228.91465 | -15.16778 | 0.2220 |    0.0053 |     photo_z |   20.6 |      4.2 |         16.47 |       3.65 |        1.67 |
|   RXC J1514.9-1523 |       1019740 | 228.58237 | -15.70174 | 0.2171 |    0.0071 |     photo_z |    3.2 |      1.0 |         21.07 |       4.67 |        2.14 |
|   RXC J1514.9-1523 |       2264063 | 228.39646 | -15.53194 | 0.2174 |    0.0076 |     photo_z |    4.5 |      0.8 |         21.82 |       4.83 |        2.22 |
|   RXC J1514.9-1523 |       3240504 | 228.92029 | -15.05920 | 0.2237 |    0.0059 |     photo_z |   19.0 |      2.9 |         22.16 |       4.91 |        2.25 |
|   RXC J1514.9-1523 |       1823343 | 229.09559 | -15.17777 | 0.2205 |    0.0073 |     photo_z |    8.2 |      1.7 |         23.97 |       5.31 |        2.44 |
|   RXC J1514.9-1523 |       3486981 | 228.80357 | -15.79672 | 0.2553 |    0.0144 |     photo_z |    5.5 |      1.4 |         24.90 |       5.52 |        2.53 |
|   RXC J1514.9-1523 |       3291528 | 228.24064 | -15.42259 | 0.2077 |    0.0082 |     photo_z |    4.9 |      0.9 |         29.09 |       6.44 |        2.96 |
|   RXC J1514.9-1523 |       1857979 | 229.05596 | -14.93214 | 0.2283 |    0.0081 |     photo_z |    7.3 |      1.5 |         32.74 |       7.25 |        3.33 |
|   RXC J1514.9-1523 |       1501654 | 228.09480 | -15.28316 | 0.2373 |    0.0092 |     photo_z |    7.0 |      1.8 |         37.96 |       8.41 |        3.86 |
|   RXC J1514.9-1523 |       1660956 | 229.26301 | -14.99334 | 0.2103 |    0.0080 |     photo_z |    4.2 |      1.0 |         38.27 |       8.48 |        3.89 |
|   RXC J1514.9-1523 |        972442 | 228.08085 | -15.44447 | 0.2165 |    0.0084 |     photo_z |    3.5 |      1.3 |         38.41 |       8.51 |        3.90 |
|   RXC J1514.9-1523 |       2717734 | 228.67241 | -16.03041 | 0.2468 |    0.0086 |     photo_z |    7.4 |      1.5 |         38.87 |       8.61 |        3.95 |
|   RXC J1514.9-1523 |       1728628 | 229.25134 | -14.90686 | 0.2269 |    0.0079 |     photo_z |    3.4 |      1.2 |         41.19 |       9.12 |        4.19 |
|   RXC J1514.9-1523 |       1520455 | 229.14033 | -14.80032 | 0.2294 |    0.0082 |     photo_z |    5.6 |      1.2 |         42.04 |       9.31 |        4.27 |
|   RXC J1514.9-1523 |        445318 | 227.97146 | -15.30987 | 0.2098 |    0.0074 |     photo_z |    5.9 |      1.1 |         44.82 |       9.93 |        4.56 |
|   RXC J1514.9-1523 |       3101210 | 228.44088 | -16.09373 | 0.2553 |    0.0124 |     photo_z |    4.4 |      1.2 |         45.89 |      10.17 |        4.66 |
|   RXC J1514.9-1523 |        177027 | 228.72251 | -14.60430 | 0.2332 |    0.0080 |     photo_z |    4.6 |      1.3 |         46.92 |      10.39 |        4.77 |
|   RXC J2031.8-4037 |        382152 | 308.00406 | -40.60166 | 0.3406 |    0.0016 | spec_z_boot |  105.9 |      7.2 |          2.12 |       0.64 |        0.30 |
|   RXC J2031.8-4037 |        843039 | 307.86889 | -40.53860 | 0.3312 |    0.0161 |     photo_z |    6.5 |      2.4 |          6.60 |       1.99 |        0.93 |
|   RXC J2031.8-4037 |       2042555 | 307.96559 | -40.49004 | 0.3814 |    0.0193 |     photo_z |    6.1 |      1.4 |          7.86 |       2.37 |        1.11 |
|   RXC J2031.8-4037 |       2706462 | 307.81565 | -40.48520 | 0.3410 |    0.0126 |     photo_z |   10.9 |      2.3 |         10.62 |       3.20 |        1.50 |
|   RXC J2031.8-4037 |       1740593 | 308.22053 | -40.55600 | 0.3632 |    0.0241 |     photo_z |    4.0 |      1.3 |         12.28 |       3.70 |        1.74 |
|   RXC J2031.8-4037 |        557114 | 307.89024 | -40.40532 | 0.3621 |    0.0202 |     photo_z |    4.0 |      1.0 |         13.38 |       4.03 |        1.89 |
