|               name |        Cluster Name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |            CHANCES |  Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |  m200 | c200 | r200 |  d200 |
| PSZ2 G263.14-23.41 |               AS592 |  99.72452 | -53.98140 | 0.227 | 263.15 |  9.21 |    False |    True |                    |  AS592 |  95047 | ACT-CL J0638.7-5358 | PSZ2 G263.14-23.41 |                 |          | MCXC J0638.7-5358 | 13.17 | 4.24 | 2.14 |  9.51 |
| PSZ2 G153.00-58.26 |                A267 |  28.14512 |   0.99034 | 0.227 | 153.01 |  6.81 |    False |    True |                    |   A267 |  55475 | ACT-CL J0152.6+0100 | PSZ2 G153.00-58.26 |                 |          |                   |  9.84 | 4.14 | 1.94 |  8.61 |
| PSZ2 G212.82-84.04 |               A2895 |  19.54850 | -26.95876 | 0.228 | 212.83 |  7.66 |    False |    True |                    |  A2895 |  76905 | ACT-CL J0118.2-2658 | PSZ2 G212.82-84.04 |                 |          | MCXC J0118.1-2658 | 11.08 | 4.18 | 2.02 |  8.94 |
| PSZ2 G249.80-68.11 | ACT-CL J0220.9-3828 |  35.25240 | -38.47809 | 0.228 | 249.81 |  5.06 |    False |    True |                    |        |        | ACT-CL J0220.9-3828 | PSZ2 G249.80-68.11 |                 |          |                   |  7.32 | 4.08 | 1.76 |  7.78 |
| PSZ2 G286.39+64.06 |               A1530 | 185.70321 |   2.11578 | 0.229 | 286.39 |  5.53 |    False |    True |                    |  A1530 |  57654 |                     | PSZ2 G286.39+64.06 |                 |          |                   |  7.99 | 4.10 | 1.81 |  7.98 |
| PSZ2 G253.13+57.49 |               A1208 | 168.55488 |   4.35088 | 0.229 | 253.14 |  6.53 |    False |    True |                    |  A1208 |  52787 | ACT-CL J1114.1+0420 | PSZ2 G253.13+57.49 |                 |          |                   |  9.44 | 4.13 | 1.91 |  8.42 |
| PSZ2 G247.99-26.37 |  PSZ2 G247.99-26.37 |  90.49739 | -41.35134 | 0.230 | 248.00 |  4.63 |    False |   False |                    |        |        |                     | PSZ2 G247.99-26.37 |                 |          |                   |  6.70 | 4.07 | 1.71 |  7.49 |
| PSZ2 G175.69-85.98 |                A141 |  16.37598 | -24.65484 | 0.230 | 175.69 |  7.65 |    False |    True |                    |   A141 |  72680 | ACT-CL J0105.5-2438 | PSZ2 G175.69-85.98 |                 |          |                   | 11.07 | 4.18 | 2.02 |  8.86 |
| PSZ2 G262.01-32.98 |  PSZ2 G262.01-32.98 |  83.27321 | -54.32454 | 0.230 | 262.01 |  4.08 |    False |   False |                    |        |        |                     | PSZ2 G262.01-32.98 |                 |          |                   |  5.90 | 4.05 | 1.64 |  7.18 |
| PSZ2 G055.95-34.89 |               A2355 | 323.82600 |   1.41045 | 0.231 |  55.95 |  9.08 |    False |    True |                    |  A2355 |  59207 | ACT-CL J2135.2+0125 | PSZ2 G055.95-34.89 |                 |          |                   | 12.99 | 4.24 | 2.13 |  9.31 |
| PSZ2 G342.33-34.93 |               96552 | 305.85326 | -55.57511 | 0.232 | 342.34 |  9.01 |    False |    True |                    |        |  96552 | ACT-CL J2023.3-5535 | PSZ2 G342.33-34.93 |                 |          | MCXC J2023.4-5535 | 12.89 | 4.23 | 2.12 |  9.25 |
| PSZ2 G092.16-66.01 |               A2697 |   0.78784 |  -6.07221 | 0.232 |  92.16 |  8.04 |    False |    True |                    |  A2697 |  59697 | ACT-CL J0003.2-0605 | PSZ2 G092.16-66.01 |                 |          |                   | 11.62 | 4.20 | 2.05 |  8.94 |
| PSZ2 G222.99-65.70 |               A3041 |  40.35443 | -28.65943 | 0.232 | 223.00 |  8.34 |    False |    True |                    |  A3041 |  77178 | ACT-CL J0241.3-2838 | PSZ2 G222.99-65.70 |                 |          |                   | 11.92 | 4.20 | 2.07 |  9.01 |
| PSZ2 G219.88+22.83 |                A664 | 126.28130 |   4.45637 | 0.233 | 219.88 |  6.84 |    False |    True |                    |   A664 |  52258 | ACT-CL J0824.9+0426 | PSZ2 G219.88+22.83 |                 |          |                   |  9.89 | 4.15 | 1.94 |  8.44 |
| PSZ2 G315.56-37.04 |  PSZ2 G315.56-37.04 | 328.91193 | -75.43091 | 0.233 | 315.57 |  7.68 |    False |    True |                    |        |        |                     | PSZ2 G315.56-37.04 |                 |          |                   | 11.10 | 4.19 | 2.02 |  8.77 |
| PSZ2 G053.64-34.48 |               59226 | 322.41014 |   0.07330 | 0.235 |  53.64 |  5.85 |    False |    True |                    |        |  59226 | ACT-CL J2129.6+0005 | PSZ2 G053.64-34.48 |                 |          |                   |  8.46 | 4.11 | 1.84 |  7.96 |
| PSZ2 G340.94+35.07 |          Abell S780 | 224.89388 | -18.17281 | 0.236 | 340.94 | 10.52 |     True |   False |         Abell S780 |  AS780 |  71158 |                     | PSZ2 G340.94+35.07 |                 |          |                   | 14.76 | 4.29 | 2.22 |  9.55 |
| PSZ2 G176.25-52.57 |                A384 |  42.05598 |  -2.23740 | 0.236 | 176.26 |  8.18 |    False |    True |                    |   A384 |        | ACT-CL J0248.2-0216 | PSZ2 G176.25-52.57 |                 |          |                   | 11.69 | 4.20 | 2.05 |  8.83 |
| PSZ2 G243.34-50.92 | ACT-CL J0351.1-3937 |  57.75945 | -39.63819 | 0.237 | 243.34 |  5.55 |    False |    True |                    |        |        | ACT-CL J0351.1-3937 | PSZ2 G243.34-50.92 |                 |          |                   |  8.02 | 4.10 | 1.81 |  7.76 |
| PSZ2 G347.17-27.36 |               AS821 | 293.72297 | -50.87800 | 0.237 | 347.18 |  9.69 |    False |    True |                    |  AS821 |  93773 | ACT-CL J1934.9-5050 | PSZ2 G347.17-27.36 |                 |          |                   | 13.84 | 4.27 | 2.17 |  9.30 |
| PSZ2 G215.19-49.65 |               A3168 |  57.00110 | -21.73505 | 0.240 | 215.20 |  8.08 |    False |    True |                    |  A3168 |  73166 | ACT-CL J0347.9-2144 | PSZ2 G215.19-49.65 |                 |          |                   | 11.56 | 4.20 | 2.04 |  8.68 |
| PSZ2 G347.27-52.46 |               A3841 | 332.83122 | -48.53549 | 0.240 | 347.28 |  4.62 |    False |   False |                    |  A3841 |  93972 | ACT-CL J2211.2-4833 | PSZ2 G347.27-52.46 |                 |          |                   |  6.68 | 4.07 | 1.70 |  7.22 |
| PSZ2 G039.21-75.96 |               A2663 | 357.46532 | -24.75525 | 0.244 |  39.22 |  5.26 |    False |    True |                    |  A2663 |        |                     | PSZ2 G039.21-75.96 |                 |          |                   |  7.60 | 4.09 | 1.77 |  7.45 |
| PSZ2 G155.46-60.15 |                A268 |  28.38664 |  -1.26598 | 0.244 | 155.46 |  5.75 |    False |    True |                    |   A268 |  55505 | ACT-CL J0153.5-0118 | PSZ2 G155.46-60.15 |                 |          |                   |  8.31 | 4.11 | 1.82 |  7.67 |
| PSZ2 G309.49+37.31 |    RXC J1314.4-2515 | 198.63127 | -25.26572 | 0.244 | 309.50 |  9.06 |    False |    True |   RXC J1314.4-2515 |        |  75021 |                     | PSZ2 G309.49+37.31 |                 |          | MCXC J1314.4-2515 | 12.95 | 4.25 | 2.11 |  8.89 |
| PSZ2 G064.11-53.72 |               A2489 | 342.29576 |  -5.44675 | 0.245 |  64.12 |  6.04 |    False |    True |                    |  A2489 |  63877 | ACT-CL J2249.1-0526 | PSZ2 G064.11-53.72 |                 |          |                   |  8.73 | 4.13 | 1.85 |  7.76 |
| PSZ2 G047.71-59.47 |               A2485 | 342.12060 | -16.10844 | 0.247 |  47.72 |  6.22 |    False |    True |                    |  A2485 |        | ACT-CL J2248.5-1606 | PSZ2 G047.71-59.47 |                 |          | MCXC J2248.5-1606 |  8.99 | 4.13 | 1.87 |  7.78 |
| PSZ2 G208.80-30.67 |          Abell 0521 |  73.52095 | -10.22628 | 0.248 | 208.81 |  9.79 |    False |    True |         Abell 0521 |   A521 |  65130 | ACT-CL J0454.1-1013 | PSZ2 G208.80-30.67 |                 |          | MCXC J0454.1-1014 | 13.97 | 4.29 | 2.17 |  9.00 |
| PSZ2 G057.08-74.45 | ACT-CL J2351.1-1957 | 357.78260 | -19.98250 | 0.248 |  57.09 |  6.35 |    False |    True |                    |        |        | ACT-CL J2351.1-1957 | PSZ2 G057.08-74.45 |                 |          |  RXC J2351.0-1954 |  9.18 | 4.14 | 1.88 |  7.82 |
| PSZ2 G287.96-32.99 |              101808 |  74.84916 | -75.80179 | 0.250 | 287.97 |  8.34 |    False |    True |                    |        | 101808 |                     | PSZ2 G287.96-32.99 |                 |          |                   | 11.94 | 4.22 | 2.05 |  8.48 |
| PSZ2 G260.76-31.27 |               92085 |  86.07246 | -53.18054 | 0.250 | 260.77 |  4.18 |    False |   False |                    |        |  92085 |                     | PSZ2 G260.76-31.27 |                 |          |                   |  6.05 | 4.06 | 1.64 |  6.76 |
| PSZ2 G348.43-25.50 |               93718 | 291.24051 | -49.40846 | 0.250 | 348.43 |  7.84 |    False |    True |                    |        |  93718 |                     | PSZ2 G348.43-25.50 |                 |          |                   | 11.34 | 4.21 | 2.02 |  8.33 |
| PSZ2 G271.28-36.11 |               97361 |  76.39199 | -61.74105 | 0.250 | 271.29 |  5.14 |    False |    True |                    |        |  97361 |                     | PSZ2 G271.28-36.11 |                 |          |                   |  7.43 | 4.09 | 1.75 |  7.23 |
| PSZ2 G341.44-40.19 |               A3732 | 315.25560 | -55.71662 | 0.250 | 341.44 |  6.43 |    False |    True |                    |  A3732 |        | ACT-CL J2101.2-5541 | PSZ2 G341.44-40.19 |                 |          |                   |  9.30 | 4.15 | 1.89 |  7.80 |
| PSZ2 G240.30-50.34 |               A3184 |  58.64051 | -37.75112 | 0.251 | 240.31 |  6.96 |    False |    True |                    |  A3184 |        | ACT-CL J0354.5-3745 | PSZ2 G240.30-50.34 |                 |          |                   | 10.06 | 4.17 | 1.94 |  7.98 |
| PSZ2 G077.20-65.45 |               A2645 | 355.33440 |  -9.01862 | 0.251 |  77.20 |  5.54 |    False |    True |                    |  A2645 |  68289 | ACT-CL J2341.2-0901 | PSZ2 G077.20-65.45 |                 |          | MCXC J2341.2-0901 |  8.02 | 4.11 | 1.80 |  7.40 |
| PSZ2 G018.18-60.00 |               A3889 | 338.71215 | -30.54186 | 0.252 |  18.19 |  6.57 |    False |    True |                    |  A3889 |        | ACT-CL J2234.8-3033 | PSZ2 G018.18-60.00 |                 |          |                   |  9.50 | 4.15 | 1.90 |  7.81 |
| PSZ2 G006.05+29.43 |  PSZ2 G006.05+29.43 | 244.40612 |  -7.26247 | 0.252 |   6.05 |  7.44 |    False |    True |                    |        |        |                     | PSZ2 G006.05+29.43 |                 |          |                   | 10.76 | 4.19 | 1.98 |  8.12 |
| PSZ2 G340.36+60.58 |          Abell 1835 | 210.25292 |   2.87076 | 0.253 | 340.37 | 13.15 |     True |   False |         Abell 1835 |  A1835 |  53349 | ACT-CL J1401.0+0252 | PSZ2 G340.36+60.58 |                 |          |                   | 18.46 | 4.46 | 2.37 |  9.71 |
| PSZ2 G223.93-60.10 |               A3088 |  46.75288 | -28.68437 | 0.254 | 223.94 |  9.39 |    False |    True |                    |  A3088 |  77253 | ACT-CL J0307.0-2840 | PSZ2 G223.93-60.10 |                 |          |                   | 13.41 | 4.28 | 2.13 |  8.70 |
| PSZ2 G266.83+25.08 |          Abell 3444 | 155.97147 | -27.25218 | 0.254 | 266.83 |  9.94 |    False |    True |         Abell 3444 |  A3444 |  78664 |                     | PSZ2 G266.83+25.08 |                 |          |                   | 13.95 | 4.28 | 2.16 |  8.80 |
| PSZ2 G250.68+40.76 |               A1001 | 155.78638 |  -6.60545 | 0.254 | 250.69 |  5.51 |    False |    True |                    |  A1001 |  61854 |                     | PSZ2 G250.68+40.76 |                 |          |                   |  7.97 | 4.11 | 1.79 |  7.30 |
| PSZ2 G308.44+24.24 |               86325 | 199.27799 | -38.35577 | 0.255 | 308.45 |  8.48 |    False |    True |                    |        |  86325 |                     | PSZ2 G308.44+24.24 |                 |          |                   | 12.13 | 4.23 | 2.06 |  8.37 |
| PSZ2 G323.30+63.66 |               57842 | 201.74777 |   2.21185 | 0.259 | 323.30 |  8.67 |    False |    True |                    |        |  57842 | ACT-CL J1327.0+0212 | PSZ2 G323.30+63.66 |                 |          |                   | 12.39 | 4.25 | 2.07 |  8.33 |
| PSZ2 G337.14-25.98 |               99041 | 288.61938 | -59.47221 | 0.260 | 337.14 |  8.88 |    False |    True |                    |        |  99041 | ACT-CL J1914.6-5928 | PSZ2 G337.14-25.98 |                 |          |                   | 12.69 | 4.26 | 2.09 |  8.37 |
| PSZ2 G053.88-64.60 |               A2560 | 348.23667 | -15.98752 | 0.262 |  53.88 |  6.71 |    False |    True |                    |  A2560 |        | ACT-CL J2312.9-1600 | PSZ2 G053.88-64.60 |                 |          |                   |  9.70 | 4.17 | 1.91 |  7.61 |
| PSZ2 G037.69-46.87 | ACT-CL J2150.5-1622 | 327.61754 | -16.39916 | 0.263 |  37.69 |  6.98 |    False |    True |                    |        |        | ACT-CL J2150.5-1622 | PSZ2 G037.69-46.87 |                 |          |                   | 10.09 | 4.18 | 1.93 |  7.68 |
| PSZ2 G052.35-31.98 |               59135 | 319.73752 |   0.54388 | 0.265 |  52.36 |  6.19 |    False |    True |                    |        |  59135 |                     | PSZ2 G052.35-31.98 |                 |          |                   |  8.95 | 4.15 | 1.85 |  7.34 |
| PSZ2 G107.66-58.32 |               50690 |   4.89494 |   3.59648 | 0.267 | 107.66 |  8.39 |    False |    True |                    |        |  50690 | ACT-CL J0019.6+0336 | PSZ2 G107.66-58.32 |                 |          |                   | 11.99 | 4.24 | 2.04 |  8.04 |
| PSZ2 G345.32-59.97 |               A3937 | 343.59407 | -46.35833 | 0.270 | 345.33 |  6.87 |    False |    True |                    |  A3937 |  91084 | ACT-CL J2254.3-4620 | PSZ2 G345.32-59.97 |                 |          |                   |  9.93 | 4.18 | 1.92 |  7.48 |
| PSZ2 G089.46-58.09 |               59607 | 355.91725 |   0.30208 | 0.270 |  89.47 |  6.99 |    False |    True |                    |        |  59607 | ACT-CL J2343.7+0018 | PSZ2 G089.46-58.09 |                 |          |                   | 10.11 | 4.19 | 1.93 |  7.53 |
| PSZ2 G228.50+34.95 |               52413 | 140.56057 |   3.75289 | 0.270 | 228.50 |  7.80 |    False |    True |                    |        |  52413 | ACT-CL J0922.1+0346 | PSZ2 G228.50+34.95 |                 |          |                   | 11.17 | 4.22 | 1.99 |  7.78 |
| PSZ2 G241.76-30.88 |  PSZ2 G241.76-30.88 |  83.23167 | -37.03963 | 0.271 | 241.76 |  9.45 |    False |    True | PSZ2 G241.76-30.88 |        |  84952 | ACT-CL J0532.9-3701 | PSZ2 G241.76-30.88 |                 |          |                   | 13.48 | 4.30 | 2.12 |  8.26 |
| PSZ2 G294.68-37.01 |  PSZ2 G294.68-37.01 |  45.99101 | -77.90321 | 0.274 | 294.68 |  9.43 |    False |    True |                    |        |        |                     | PSZ2 G294.68-37.01 |                 |          | MCXC J0303.7-7752 | 13.45 | 4.30 | 2.12 |  8.17 |
| PSZ2 G254.51-27.32 |               88948 |  90.99444 | -47.23034 | 0.274 | 254.52 |  6.59 |    False |    True |                    |        |  88948 | ACT-CL J0603.9-4714 | PSZ2 G254.51-27.32 |                 |          |                   |  9.53 | 4.17 | 1.89 |  7.28 |
| PSZ2 G044.58-20.46 | ACT-CL J2025.2+0031 | 306.28121 |   0.51884 | 0.275 |  44.59 |  7.62 |    False |    True |                    |        |        | ACT-CL J2025.2+0031 | PSZ2 G044.58-20.46 |                 |          |                   | 10.92 | 4.21 | 1.97 |  7.61 |
| PSZ2 G130.21-62.60 |               55241 |  16.20291 |   0.07432 | 0.277 | 130.21 |  7.70 |    False |    True |                    |        |  55241 | ACT-CL J0104.9+0003 | PSZ2 G130.21-62.60 |                 |          |                   | 11.03 | 4.22 | 1.98 |  7.59 |
| PSZ2 G073.38-80.01 |                AS26 |   4.76352 | -20.42016 | 0.277 |  73.39 |  7.56 |    False |    True |                    |   AS26 |  72468 | ACT-CL J0019.1-2026 | PSZ2 G073.38-80.01 |                 |          |                   | 10.83 | 4.21 | 1.97 |  7.53 |
| PSZ2 G087.03-57.37 |               A2631 | 354.43188 |   0.26824 | 0.278 |  87.04 |  9.89 |    False |    True |                    |  A2631 |  59533 | ACT-CL J2337.6+0016 | PSZ2 G087.03-57.37 |                 |          |                   | 13.88 | 4.31 | 2.14 |  8.17 |
| PSZ2 G270.93-58.78 |               91463 |  38.94684 | -51.36232 | 0.278 | 270.94 |  8.03 |    False |    True |                    |        |  91463 | ACT-CL J0235.7-5120 | PSZ2 G270.93-58.78 |                 |          |                   | 11.48 | 4.24 | 2.01 |  7.67 |
| PSZ2 G019.12+31.23 |               53826 | 249.12273 |   3.14764 | 0.280 |  19.13 |  8.97 |    False |    True |                    |        |  53826 | ACT-CL J1636.4+0308 | PSZ2 G019.12+31.23 |                 |          |                   | 12.80 | 4.29 | 2.08 |  7.90 |
| PSZ2 G227.59+22.98 | ACT-CL J0839.5-0140 | 129.86034 |  -1.67893 | 0.281 | 227.59 |  6.43 |    False |    True |                    |        |        | ACT-CL J0839.5-0140 | PSZ2 G227.59+22.98 |                 |          |                   |  9.30 | 4.17 | 1.87 |  7.09 |
| PSZ2 G259.98-63.43 |  PSZ2 G259.98-63.43 |  38.07817 | -44.36122 | 0.284 | 259.99 | 10.17 |    False |    True | PSZ2 G259.98-63.43 |        |  88216 | ACT-CL J0232.2-4421 | PSZ2 G259.98-63.43 |                 |          | MCXC J0232.2-4420 | 14.28 | 4.33 | 2.15 |  8.11 |
| PSZ2 G244.37-32.15 |    RXC J0528.9-3827 |  82.20119 | -39.47749 | 0.284 | 244.38 |  9.99 |    False |    True |   RXC J0528.9-3827 |        |  85000 | ACT-CL J0528.8-3927 | PSZ2 G244.37-32.15 |                 |          | MCXC J0528.9-3927 | 14.02 | 4.32 | 2.14 |  8.06 |
| PSZ2 G341.19-36.12 |               A3685 | 308.06559 | -56.43517 | 0.284 | 341.20 |  7.75 |    False |    True |                    |  A3685 |  96561 | ACT-CL J2032.3-5627 | PSZ2 G341.19-36.12 |                 |          |                   | 11.09 | 4.23 | 1.98 |  7.45 |
| PSZ2 G281.26-46.90 |               97180 |  47.84878 | -63.90666 | 0.284 | 281.27 |  5.87 |    False |    True |                    |        |  97180 |                     | PSZ2 G281.26-46.90 |                 |          |                   |  8.50 | 4.14 | 1.81 |  6.81 |
| PSZ2 G195.39-29.08 |               55947 |  69.30034 |   0.72715 | 0.284 | 195.39 |  7.50 |    False |    True |                    |        |  55947 | ACT-CL J0437.1+0043 | PSZ2 G195.39-29.08 |                 |          |                   | 10.74 | 4.22 | 1.96 |  7.37 |
| PSZ2 G239.43+47.95 |               52661 | 155.92402 |   4.16626 | 0.285 | 239.43 |  8.80 |    False |    True |                    |        |  52661 | ACT-CL J1023.6+0411 | PSZ2 G239.43+47.95 |                 |          |                   | 12.57 | 4.28 | 2.06 |  7.74 |
| PSZ2 G279.79+39.09 |               74780 | 173.87955 | -20.34029 | 0.290 | 279.79 |  8.25 |    False |    True |                    |        |  74780 |                     | PSZ2 G279.79+39.09 |                 |          |                   | 11.80 | 4.26 | 2.01 |  7.47 |
| PSZ2 G106.87-83.23 |          Abell 2813 |  10.86618 | -20.61702 | 0.292 | 106.88 | 10.96 |     True |   False |         Abell 2813 |  A2813 |  72544 | ACT-CL J0043.3-2037 | PSZ2 G106.87-83.23 |                 |          | MCXC J0043.4-2037 | 15.39 | 4.40 | 2.20 |  8.11 |
| PSZ2 G230.73+27.70 |               57017 | 135.37264 |  -1.65820 | 0.294 | 230.74 |  6.69 |    False |    True |                    |        |  57017 | ACT-CL J0901.5-0139 | PSZ2 G230.73+27.70 |                 |          |                   |  9.68 | 4.20 | 1.88 |  6.91 |
| PSZ2 G262.27-35.38 |  PSZ2 G262.27-35.38 |  79.14697 | -54.53433 | 0.295 | 262.27 | 11.82 |     True |   False | PSZ2 G262.27-35.38 |  AS520 |  94804 | ACT-CL J0516.6-5430 | PSZ2 G262.27-35.38 |                 |          | MCXC J0516.6-5430 | 16.59 | 4.45 | 2.25 |  8.26 |
| PSZ2 G254.66-34.45 |               A3338 |  80.49158 | -48.28476 | 0.296 | 254.66 |  5.02 |    False |   False |                    |  A3338 |        | ACT-CL J0522.2-4818 | PSZ2 G254.66-34.45 |                 |          |                   |  7.26 | 4.11 | 1.71 |  6.25 |
| PSZ2 G266.04-21.25 |              Bullet | 104.63188 | -55.96172 | 0.296 | 266.04 | 17.67 |     True |   False |             Bullet |        |  95199 | ACT-CL J0658.5-5557 | PSZ2 G266.04-21.25 |                 |          | MCXC J0658.5-5556 | 24.81 | 4.83 | 2.57 |  9.41 |
| PSZ2 G073.82-54.92 |               A2537 | 347.09088 |  -2.19562 | 0.297 |  73.83 |  7.45 |    False |    True |                    |  A2537 |  59487 | ACT-CL J2308.3-0211 | PSZ2 G073.82-54.92 |                 |          |                   | 10.66 | 4.22 | 1.94 |  7.10 |
| PSZ2 G331.10+40.81 |               71021 | 214.82952 | -17.20447 | 0.299 | 331.11 |  8.08 |    False |    True |                    |        |  71021 |                     | PSZ2 G331.10+40.81 |                 |          |                   | 11.54 | 4.26 | 1.99 |  7.24 |
| PSZ2 G081.00-50.93 |               A2552 | 347.89825 |   3.62869 | 0.300 |  81.00 | 10.10 |    False |    True |                    |  A2552 |  54859 | ACT-CL J2311.5+0338 | PSZ2 G081.00-50.93 |                 |          |                   | 14.17 | 4.35 | 2.13 |  7.74 |
| PSZ2 G263.24-33.18 |               94822 |  82.95368 | -55.35893 | 0.300 | 263.24 |  5.41 |    False |    True |                    |        |  94822 |                     | PSZ2 G263.24-33.18 |                 |          |                   |  7.83 | 4.13 | 1.75 |  6.34 |
| PSZ2 G286.68+23.18 |               86128 | 173.99956 | -37.29209 | 0.300 | 286.69 |  6.80 |    False |    True |                    |        |  86128 |                     | PSZ2 G286.68+23.18 |                 |          |                   |  9.84 | 4.21 | 1.89 |  6.85 |
| PSZ2 G292.56+21.97 |               86157 | 180.29998 | -39.88369 | 0.300 | 292.57 | 10.69 |    False |    True |                    |        |  86157 |                     | PSZ2 G292.56+21.97 |                 |          |                   | 15.01 | 4.39 | 2.17 |  7.88 |
| PSZ2 G305.88-44.56 |  PSZ2 G305.88-44.56 |   5.88655 | -72.40409 | 0.300 | 305.88 |  7.67 |    False |    True |                    |        |        |                     | PSZ2 G305.88-44.56 |                 |          |                   | 10.98 | 4.24 | 1.96 |  7.10 |
| PSZ2 G271.53-56.57 |               AS295 |  41.36870 | -53.04224 | 0.300 | 271.54 |  9.14 |    False |    True |                    |  AS295 |  91486 | ACT-CL J0245.5-5302 | PSZ2 G271.53-56.57 |                 |          | PSZ1 G271.48-56.5 | 12.83 | 4.30 | 2.06 |  7.48 |
| PSZ2 G083.85-55.43 | ACT-CL J2327.7+0058 | 351.90626 |   0.94191 | 0.302 |  83.86 |  6.63 |    False |    True |                    |        |        | ACT-CL J2327.7+0058 | PSZ2 G083.85-55.43 |                 |          |                   |  9.59 | 4.20 | 1.87 |  6.75 |
| PSZ2 G327.53+25.88 |  PSZ2 G327.53+25.88 | 219.04630 | -31.93316 | 0.304 | 327.53 |  7.44 |    False |    True |                    |        |        |                     | PSZ2 G327.53+25.88 |                 |          |                   | 10.65 | 4.23 | 1.94 |  6.96 |
| PSZ2 G251.13-78.15 | ACT-CL J0136.2-3359 |  24.07704 | -34.00304 | 0.304 | 251.13 |  5.62 |    False |    True |                    |        |        | ACT-CL J0136.2-3359 | PSZ2 G251.13-78.15 |                 |          |                   |  8.13 | 4.15 | 1.77 |  6.36 |
| PSZ2 G109.99-70.28 |                 A56 |   8.48654 |  -7.85282 | 0.304 | 109.99 |  7.58 |    False |    True |                    |    A56 |  59790 | ACT-CL J0033.8-0751 | PSZ2 G109.99-70.28 |                 |          |                   | 10.85 | 4.24 | 1.95 |  6.99 |
| PSZ2 G074.08-54.68 |               59484 | 347.04601 |  -1.92133 | 0.305 |  74.09 |  7.28 |    False |    True |                    |        |  59484 | ACT-CL J2307.9-0155 | PSZ2 G074.08-54.68 |                 |          |                   | 10.42 | 4.22 | 1.92 |  6.89 |
| PSZ2 G287.54+58.63 |               62201 | 184.90696 |  -3.28409 | 0.305 | 287.54 |  5.70 |    False |    True |                    |        |  62201 | ACT-CL J1219.6-0318 | PSZ2 G287.54+58.63 |                 |          |                   |  8.24 | 4.15 | 1.78 |  6.37 |
| PSZ2 G253.21+34.25 |               66237 | 152.60279 | -12.64400 | 0.306 | 253.21 |  6.67 |    False |    True |                    |        |  66237 |                     | PSZ2 G253.21+34.25 |                 |          |                   |  9.64 | 4.20 | 1.87 |  6.69 |
| PSZ2 G008.94-81.22 |          Abell 2744 |   3.55906 | -30.38762 | 0.307 |   8.95 | 13.27 |     True |   False |         Abell 2744 |  A2744 |  76737 | ACT-CL J0014.3-3022 | PSZ2 G008.94-81.22 |                 |          | MCXC J0014.3-3023 | 18.70 | 4.58 | 2.33 |  8.33 |
| PSZ2 G286.28-38.36 |              101752 |  59.80473 | -72.09710 | 0.307 | 286.28 |  8.01 |    False |    True |                    |        | 101752 |                     | PSZ2 G286.28-38.36 |                 |          |                   | 11.45 | 4.26 | 1.98 |  7.07 |
| PSZ2 G278.58+39.16 |          Abell 1300 | 172.98557 | -19.91442 | 0.308 | 278.58 | 12.10 |     True |   False |         Abell 1300 |  A1300 |  74775 |                     | PSZ2 G278.58+39.16 |                 |          |                   | 16.99 | 4.49 | 2.26 |  8.05 |
| PSZ2 G205.05-62.95 |          Abell 3048 |  41.60763 | -20.52687 | 0.310 | 205.05 | 10.30 |    False |    True |         Abell 3048 |  A3048 |  73036 | ACT-CL J0246.4-2033 | PSZ2 G205.05-62.95 |                 |          |                   | 14.46 | 4.38 | 2.14 |  7.58 |
| PSZ2 G008.31-64.74 |              AS1077 | 344.67823 | -34.78825 | 0.312 |   8.32 | 10.45 |    False |    True |                    | AS1077 |        | ACT-CL J2258.8-3447 | PSZ2 G008.31-64.74 |                 |          |                   | 14.67 | 4.39 | 2.15 |  7.58 |
| PSZ2 G270.63-35.67 |  PSZ2 G270.63-35.67 |  77.48085 | -61.28753 | 0.313 | 270.63 |  7.21 |    False |    True |                    |        |        |                     | PSZ2 G270.63-35.67 |                 |          |                   | 10.32 | 4.23 | 1.91 |  6.72 |
| PSZ2 G317.52+59.94 |  PSZ2 G317.52+59.94 | 200.11320 |  -2.09961 | 0.316 | 317.53 |  6.86 |    False |    True |                    |        |        |                     | PSZ2 G317.52+59.94 |                 |          |                   |  9.82 | 4.21 | 1.88 |  6.57 |
| PSZ2 G069.66-79.26 | ACT-CL J0014.7-2024 |   3.69232 | -20.41487 | 0.317 |  69.67 |  7.98 |    False |    True |                    |        |        | ACT-CL J0014.7-2024 | PSZ2 G069.66-79.26 |                 |          |                   | 11.40 | 4.27 | 1.97 |  6.88 |
| PSZ2 G018.54-25.69 | ACT-CL J2003.5-2323 | 300.86557 | -23.39151 | 0.317 |  18.54 | 12.13 |     True |   False |                    |        |        | ACT-CL J2003.5-2323 | PSZ2 G018.54-25.69 |                 |          |                   | 17.10 | 4.52 | 2.26 |  7.87 |
| PSZ2 G333.89-43.60 |               99159 | 324.45711 | -60.12007 | 0.318 | 333.90 |  8.98 |    False |    True |                    |        |  99159 |                     | PSZ2 G333.89-43.60 |                 |          |                   | 12.61 | 4.31 | 2.04 |  7.10 |
| PSZ2 G244.74-28.59 | ACT-CL J0546.9-3904 |  86.79434 | -39.06452 | 0.319 | 244.75 |  6.68 |    False |    True |                    |        |        | ACT-CL J0546.9-3904 | PSZ2 G244.74-28.59 |                 |          |                   |  9.55 | 4.20 | 1.86 |  6.45 |
