|               name |        Cluster Name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |            CHANCES |  Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |  m200 | c200 | r200 |  d200 |
| PSZ2 G046.26-70.47 |               A2606 | 352.44707 | -21.16990 | 0.143 |  46.27 |  4.07 |    False |    True |                    |  A2606 |        |                     | PSZ2 G046.26-70.47 |                 |          |                   |  5.89 | 4.04 | 1.69 | 10.82 |
| PSZ2 G312.63-66.40 |               A2777 |   6.80290 | -50.26857 | 0.145 | 312.63 |  4.78 |    False |    True |                    |  A2777 |  91211 | ACT-CL J0027.3-5014 | PSZ2 G312.63-66.40 |                 |          | MCXC J0027.3-5015 |  6.91 | 4.05 | 1.78 | 11.30 |
| PSZ2 G028.77-33.56 |               A2328 | 312.06145 | -17.80897 | 0.147 |  28.78 |  6.09 |    False |    True |                    |  A2328 |        |                     | PSZ2 G028.77-33.56 |                 |          |                   |  8.81 | 4.07 | 1.93 | 12.05 |
| PSZ2 G236.92-26.65 |               A3364 |  86.90073 | -31.87297 | 0.148 | 236.93 |  6.60 |    False |    True |                    |  A3364 |  81557 | ACT-CL J0547.6-3152 | PSZ2 G236.92-26.65 |                 |          |                   |  9.54 | 4.08 | 1.98 | 12.31 |
| PSZ2 G008.47-56.34 |               A3854 | 334.44364 | -35.71557 | 0.149 |   8.47 |  6.46 |    False |    True |                    |  A3854 |  83922 | ACT-CL J2217.7-3543 | PSZ2 G008.47-56.34 |                 |          |                   |  9.35 | 4.08 | 1.96 | 12.21 |
| PSZ2 G015.75-28.66 |  PSZ2 G015.75-28.66 | 303.07718 | -26.70543 | 0.149 |  15.75 |  4.40 |    False |    True |                    |        |        |                     | PSZ2 G015.75-28.66 |                 |          |                   |  6.36 | 4.04 | 1.73 | 10.71 |
| PSZ2 G359.07-32.12 |               A3668 | 303.01890 | -41.48688 | 0.150 | 359.07 |  6.37 |    False |    True |                    |  A3668 |  87290 | ACT-CL J2011.9-4129 | PSZ2 G359.07-32.12 |                 |          |                   |  9.21 | 4.08 | 1.95 | 12.08 |
| PSZ2 G250.43-41.42 |               A3284 |  70.24581 | -45.07032 | 0.150 | 250.44 |  3.56 |    False |   False |                    |  A3284 |  88539 |                     | PSZ2 G250.43-41.42 |                 |          |                   |  5.15 | 4.05 | 1.61 |  9.92 |
| PSZ2 G249.91-39.86 |               A3292 |  72.44709 | -44.68982 | 0.150 | 249.92 |  4.87 |    False |    True |                    |  A3292 |  88534 | ACT-CL J0449.9-4440 | PSZ2 G249.91-39.86 |                 |          | MCXC J0449.9-4440 |  7.04 | 4.05 | 1.79 | 11.01 |
| PSZ2 G232.84+38.13 |                A847 | 145.11100 |   2.47193 | 0.151 | 232.85 |  4.63 |    False |    True |                    |   A847 |  57043 |                     | PSZ2 G232.84+38.13 |                 |          |                   |  6.70 | 4.05 | 1.76 | 10.78 |
| PSZ2 G053.63-41.84 |               A2389 | 328.54492 |  -4.00194 | 0.151 |  53.63 |  4.39 |    False |    True |                    |  A2389 |  63745 |                     | PSZ2 G053.63-41.84 |                 |          |                   |  6.35 | 4.04 | 1.72 | 10.59 |
| PSZ2 G003.93-59.41 |               A3888 | 338.60809 | -37.74132 | 0.151 |   3.93 |  9.71 |     True |   False |                    |  A3888 |        | ACT-CL J2234.4-3744 | PSZ2 G003.93-59.41 |                 |    A3888 |                   | 14.04 | 4.19 | 2.25 | 13.78 |
| PSZ2 G004.04+42.23 |               58293 | 233.27334 |  -0.67542 | 0.151 |   4.05 |  4.85 |    False |    True |                    |        |  58293 |                     | PSZ2 G004.04+42.23 |                 |          |                   |  7.01 | 4.05 | 1.78 | 10.92 |
| PSZ2 G254.90+33.92 |               66249 | 153.41402 | -13.84736 | 0.152 | 254.90 |  4.29 |    False |    True |                    |        |  66249 |                     | PSZ2 G254.90+33.92 |                 |          |                   |  6.21 | 4.04 | 1.71 | 10.46 |
| PSZ2 G247.19-23.31 |               AS579 |  94.13412 | -39.83285 | 0.152 | 247.19 |  5.50 |    False |    True |                    |  AS579 |  85242 | ACT-CL J0616.5-3947 | PSZ2 G247.19-23.31 |                 |          |                   |  7.96 | 4.06 | 1.86 | 11.34 |
| PSZ2 G003.91-42.03 |               A3740 | 316.46751 | -38.75316 | 0.152 |   3.91 |  6.36 |    False |    True |                    |  A3740 |        |                     | PSZ2 G003.91-42.03 |                 |          |                   |  9.20 | 4.08 | 1.95 | 11.90 |
| PSZ2 G241.79+50.30 |               A1047 | 158.73378 |   4.38237 | 0.152 | 241.80 |  4.05 |    False |   False |                    |  A1047 |  52716 | ACT-CL J1034.8+0424 | PSZ2 G241.79+50.30 |                 |          |                   |  5.85 | 4.04 | 1.68 | 10.21 |
| PSZ2 G256.24+34.83 |                A976 | 154.88686 | -13.92839 | 0.153 | 256.25 |  5.52 |    False |    True |                    |   A976 |  66251 |                     | PSZ2 G256.24+34.83 |                 |          |                   |  7.98 | 4.06 | 1.86 | 11.30 |
| PSZ2 G329.53-54.73 |               A3950 | 345.10350 | -56.27688 | 0.153 | 329.54 |  4.33 |    False |    True |                    |  A3950 |  96813 | ACT-CL J2300.0-5617 | PSZ2 G329.53-54.73 |                 |          |                   |  6.26 | 4.04 | 1.72 | 10.42 |
| PSZ2 G181.71-68.65 |                A305 |  31.64900 | -14.88002 | 0.153 | 181.71 |  5.35 |    False |    True |                    |   A305 |  68763 |                     | PSZ2 G181.71-68.65 |                 |          |                   |  7.74 | 4.06 | 1.84 | 11.18 |
| PSZ2 G002.82+39.23 |               A2104 | 235.01518 |  -3.28514 | 0.153 |   2.83 |  7.74 |    False |    True |                    |  A2104 |        | ACT-CL J1540.1-0318 | PSZ2 G002.82+39.23 |                 |          |                   | 11.19 | 4.12 | 2.08 | 12.61 |
| PSZ2 G244.71+32.50 |                A868 | 146.38223 |  -8.64106 | 0.154 | 244.71 |  7.05 |    False |    True |                    |   A868 |  66012 |                     | PSZ2 G244.71+32.50 |                 |          |                   | 10.20 | 4.10 | 2.02 | 12.21 |
| PSZ2 G262.95+45.74 |               61948 | 165.89668 |  -8.58646 | 0.154 | 262.96 |  4.48 |    False |    True |                    |        |  61948 |                     | PSZ2 G262.95+45.74 |                 |          |                   |  6.48 | 4.05 | 1.73 | 10.47 |
| PSZ2 G214.61-22.70 |                A545 |  83.10173 | -11.54308 | 0.154 | 214.61 |  7.28 |    False |    True |                    |   A545 |        |                     | PSZ2 G214.61-22.70 |                 |          | MCXC J0532.3-1131 | 10.52 | 4.11 | 2.04 | 12.30 |
| PSZ2 G009.45-56.93 |               A3866 | 335.13356 | -35.13760 | 0.154 |   9.46 |  5.42 |    False |    True |                    |  A3866 |        | ACT-CL J2220.5-3509 | PSZ2 G009.45-56.93 |                 |          |                   |  7.84 | 4.06 | 1.85 | 11.13 |
| PSZ2 G280.17+47.83 |               A1391 | 177.44691 | -12.29657 | 0.156 | 280.18 |  8.17 |    False |    True |                    |  A1391 |  66531 |                     | PSZ2 G280.17+47.83 |                 |          |                   | 11.81 | 4.14 | 2.12 | 12.67 |
| PSZ2 G233.25-30.01 |               77764 |  82.08003 | -29.71756 | 0.158 | 233.25 |  4.52 |    False |    True |                    |        |  77764 | ACT-CL J0528.2-2942 | PSZ2 G233.25-30.01 |                 |          |                   |  6.54 | 4.05 | 1.74 | 10.26 |
| PSZ2 G209.17-80.38 |                A214 |  23.55604 | -26.09296 | 0.160 | 209.17 |  4.27 |    False |    True |                    |   A214 |        | ACT-CL J0134.4-2606 | PSZ2 G209.17-80.38 |                 |          |                   |  6.18 | 4.04 | 1.70 |  9.98 |
| PSZ2 G308.85-50.61 |               A2746 |   3.56817 | -66.08023 | 0.160 | 308.85 |  4.09 |    False |   False |                    |  A2746 |  99447 |                     | PSZ2 G308.85-50.61 |                 |          | MCXC J0014.3-6604 |  5.91 | 4.04 | 1.68 |  9.82 |
| PSZ2 G018.32-28.50 | ACT-CL J2014.8-2430 | 303.70035 | -24.51051 | 0.161 |  18.32 |  6.87 |    False |    True |                    |        |        | ACT-CL J2014.8-2430 | PSZ2 G018.32-28.50 |                 |          |                   |  9.93 | 4.10 | 1.99 | 11.60 |
| PSZ2 G247.97+33.52 |                A901 | 148.98719 | -10.02959 | 0.163 | 247.98 |  4.34 |    False |    True |                    |   A901 |  66116 |                     | PSZ2 G247.97+33.52 |                 |          |                   |  6.28 | 4.05 | 1.71 |  9.83 |
| PSZ2 G260.52-54.50 |               A3113 |  49.36292 | -48.83140 | 0.164 | 260.52 |  4.01 |    False |   False |                    |  A3113 |        | ACT-CL J0317.8-4849 | PSZ2 G260.52-54.50 |                 |          |                   |  5.80 | 4.05 | 1.67 |  9.53 |
| PSZ2 G263.68-22.55 |          Abell 3404 | 101.36936 | -54.22940 | 0.164 | 263.68 | 10.74 |     True |   False |         Abell 3404 |  A3404 |  95056 | ACT-CL J0645.4-5413 | PSZ2 G263.68-22.55 |                 |          | MCXC J0645.4-5413 | 15.37 | 4.23 | 2.30 | 13.18 |
| PSZ2 G024.44+22.76 | ACT-CL J1715.1+0309 | 258.83517 |   3.17182 | 0.165 |  24.44 |  6.08 |    False |    True |                    |        |        | ACT-CL J1715.1+0309 | PSZ2 G024.44+22.76 |                 |          |                   |  8.79 | 4.08 | 1.91 | 10.92 |
| PSZ2 G000.40-41.86 |               A3739 | 316.08448 | -41.35417 | 0.165 |   0.40 |  7.15 |    False |    True |                    |  A3739 |  87428 | ACT-CL J2104.3-4120 | PSZ2 G000.40-41.86 |                 |          |                   | 10.33 | 4.11 | 2.02 | 11.50 |
| PSZ2 G249.38+33.26 |                A907 | 149.60178 | -11.06901 | 0.167 | 249.38 |  7.29 |    False |    True |                    |   A907 |  66133 |                     | PSZ2 G249.38+33.26 |                 |          |                   | 10.55 | 4.12 | 2.03 | 11.47 |
| PSZ2 G225.56-27.27 |                A543 |  82.65066 | -22.45935 | 0.171 | 225.57 |  4.78 |    False |    True |                    |   A543 |  73516 | ACT-CL J0530.6-2227 | PSZ2 G225.56-27.27 |                 |          |                   |  6.92 | 4.05 | 1.76 |  9.78 |
| PSZ2 G005.91-28.26 |               A3654 | 299.80687 | -34.89178 | 0.173 |   5.91 |  5.78 |    False |    True |                    |  A3654 |        |                     | PSZ2 G005.91-28.26 |                 |          |                   |  8.36 | 4.08 | 1.88 | 10.30 |
| PSZ2 G245.47-53.62 |               A3140 |  54.06088 | -40.62374 | 0.173 | 245.48 |  5.96 |    False |    True |                    |  A3140 |        | ACT-CL J0336.2-4037 | PSZ2 G245.47-53.62 |                 |          |                   |  8.62 | 4.08 | 1.89 | 10.40 |
| PSZ2 G188.57-68.86 |               A2985 |  32.95654 | -17.03482 | 0.174 | 188.58 |  4.51 |    False |    True |                    |  A2985 |  68800 | ACT-CL J0211.8-1701 | PSZ2 G188.57-68.86 |                 |          |                   |  6.52 | 4.05 | 1.73 |  9.42 |
| PSZ2 G249.87-21.65 |               A3396 |  97.19544 | -41.71190 | 0.176 | 249.87 |  5.18 |    False |    True |                    |  A3396 |  85281 | ACT-CL J0628.8-4143 | PSZ2 G249.87-21.65 |                 |          |                   |  7.50 | 4.06 | 1.81 |  9.78 |
| PSZ2 G039.85-39.96 |               A2345 | 321.75144 | -12.16167 | 0.176 |  39.85 |  7.98 |    False |    True |                    |  A2345 |  67938 | ACT-CL J2127.0-1210 | PSZ2 G039.85-39.96 |                 |          |                   | 11.54 | 4.15 | 2.09 | 11.29 |
| PSZ2 G358.98-67.26 |               A3984 | 348.92656 | -37.77910 | 0.179 | 358.99 |  7.05 |    False |    True |                    |  A3984 |  87733 | ACT-CL J2315.7-3747 | PSZ2 G358.98-67.26 |                 |          |                   | 10.19 | 4.12 | 2.00 | 10.69 |
| PSZ2 G173.90-51.89 |                A381 |  41.51149 |  -0.74336 | 0.179 | 173.91 |  5.04 |    False |    True |                    |   A381 |  55606 | ACT-CL J0245.8-0042 | PSZ2 G173.90-51.89 |                 |          |                   |  7.29 | 4.06 | 1.79 |  9.53 |
| PSZ2 G328.58-25.25 |              101226 | 284.01773 | -66.94046 | 0.180 | 328.59 |  5.16 |    False |    True |                    |        | 101226 |                     | PSZ2 G328.58-25.25 |                 |          |                   |  7.46 | 4.06 | 1.80 |  9.59 |
| PSZ2 G301.11+60.05 |               A1612 | 191.95286 |  -2.80029 | 0.180 | 301.12 |  5.96 |    False |    True |                    |  A1612 |  57790 |                     | PSZ2 G301.11+60.05 |                 |          |                   |  8.62 | 4.08 | 1.89 | 10.06 |
| PSZ2 G262.83+25.77 |                A955 | 153.25770 | -24.50361 | 0.180 | 262.83 |  5.03 |    False |    True |                    |   A955 |  74549 |                     | PSZ2 G262.83+25.77 |                 |          |                   |  7.28 | 4.06 | 1.79 |  9.49 |
| PSZ2 G291.34-55.31 |               97021 |  26.31629 | -60.58803 | 0.181 | 291.35 |  4.97 |    False |    True |                    |        |  97021 |                     | PSZ2 G291.34-55.31 |                 |          | MCXC J0145.2-6033 |  7.19 | 4.06 | 1.78 |  9.43 |
| PSZ2 G313.33+61.13 |          Abell 1689 | 197.86033 |  -1.33635 | 0.183 | 313.33 | 11.83 |     True |   False |         Abell 1689 |  A1689 |  57879 | ACT-CL J1311.5-0119 | PSZ2 G313.33+61.13 |                 |    A1689 |                   | 16.61 | 4.28 | 2.35 | 12.31 |
| PSZ2 G174.40-57.33 |                A362 |  37.93007 |  -4.86115 | 0.184 | 174.41 |  5.34 |    False |    True |                    |   A362 |  60155 | ACT-CL J0231.7-0453 | PSZ2 G174.40-57.33 |                 |          |                   |  7.73 | 4.07 | 1.82 |  9.49 |
| PSZ2 G303.03-68.49 |               A2830 |  12.80435 | -48.63671 | 0.187 | 303.03 |  4.34 |    False |   False |                    |  A2830 |  91247 | ACT-CL J0051.1-4834 | PSZ2 G303.03-68.49 |                 |          | MCXC J0051.1-4833 |  6.27 | 4.05 | 1.70 |  8.73 |
| PSZ2 G212.25-53.20 |               73103 |  52.77565 | -21.02760 | 0.188 | 212.25 |  5.86 |    False |    True |                    |        |  73103 | ACT-CL J0331.1-2100 | PSZ2 G212.25-53.20 |                 |          |                   |  8.47 | 4.08 | 1.87 |  9.62 |
| PSZ2 G022.12-38.81 | ACT-CL J2102.1-2431 | 315.55111 | -24.57287 | 0.188 |  22.12 |  5.03 |    False |    True |                    |        |        | ACT-CL J2102.1-2431 | PSZ2 G022.12-38.81 |                 |          |                   |  7.28 | 4.06 | 1.78 |  9.14 |
| PSZ2 G312.94+55.38 |               A1698 | 198.56840 |  -7.04120 | 0.189 | 312.94 |  5.17 |    False |    True |                    |  A1698 |  62425 |                     | PSZ2 G312.94+55.38 |                 |          |                   |  7.48 | 4.07 | 1.80 |  9.18 |
| PSZ2 G075.11-58.83 |               A2578 | 350.23442 |  -4.64444 | 0.189 |  75.11 |  4.51 |    False |    True |                    |  A2578 |  64006 | ACT-CL J2320.8-0434 | PSZ2 G075.11-58.83 |                 |          |                   |  6.52 | 4.05 | 1.72 |  8.77 |
| PSZ2 G223.04-20.27 |                A551 |  88.67915 | -17.73825 | 0.190 | 223.05 |  5.30 |    False |    True |                    |   A551 |  69545 |                     | PSZ2 G223.04-20.27 |                 |          |                   |  7.67 | 4.07 | 1.81 |  9.22 |
| PSZ2 G260.85-62.19 |               A3036 |  39.27204 | -45.35554 | 0.190 | 260.86 |  5.07 |    False |    True |                    |  A3036 |  88234 | ACT-CL J0236.6-4516 | PSZ2 G260.85-62.19 |                 |          |                   |  7.33 | 4.06 | 1.78 |  9.08 |
| PSZ2 G269.03+44.22 |               A1211 | 168.72467 | -12.20323 | 0.191 | 269.04 |  5.68 |    False |    True |                    |  A1211 |  66445 |                     | PSZ2 G269.03+44.22 |                 |          |                   |  8.22 | 4.08 | 1.85 |  9.38 |
| PSZ2 G253.48-33.72 |               A3343 |  81.46259 | -47.26231 | 0.191 | 253.49 |  6.30 |    False |    True |                    |  A3343 |  88679 | ACT-CL J0525.8-4715 | PSZ2 G253.48-33.72 |                 |          | MCXC J0525.8-4715 |  9.11 | 4.10 | 1.92 |  9.71 |
| PSZ2 G233.05+23.67 |               61501 | 133.08726 |  -5.58344 | 0.192 | 233.05 |  5.01 |    False |    True |                    |        |  61501 |                     | PSZ2 G233.05+23.67 |                 |          |                   |  7.25 | 4.06 | 1.78 |  8.97 |
| PSZ2 G313.55+41.93 |               A1732 | 201.26656 | -20.24106 | 0.193 | 313.56 |  5.45 |    False |    True |                    |  A1732 |        |                     | PSZ2 G313.55+41.93 |                 |          |                   |  7.89 | 4.08 | 1.83 |  9.20 |
| PSZ2 G288.27+39.97 |               A1451 | 180.82543 | -21.52479 | 0.199 | 288.27 |  9.66 |     True |   False |                    |  A1451 |  74869 |                     | PSZ2 G288.27+39.97 |                 |          |                   | 13.83 | 4.23 | 2.20 | 10.78 |
| PSZ2 G234.06-30.74 |               A3342 |  81.49206 | -30.58751 | 0.199 | 234.06 |  5.81 |    False |    True |                    |  A3342 |  77779 | ACT-CL J0525.8-3035 | PSZ2 G234.06-30.74 |                 |          |                   |  8.40 | 4.09 | 1.86 |  9.12 |
| PSZ2 G250.89-36.24 |               A3322 |  77.59810 | -45.32916 | 0.200 | 250.90 |  7.74 |    False |    True |                    |  A3322 |  88650 | ACT-CL J0510.3-4519 | PSZ2 G250.89-36.24 |                 |          | MCXC J0510.2-4519 | 11.19 | 4.16 | 2.05 | 10.01 |
| PSZ2 G358.34-47.31 |               A3783 | 323.48568 | -42.66643 | 0.200 | 358.34 |  5.67 |    False |    True |                    |  A3783 |  90911 | ACT-CL J2134.0-4238 | PSZ2 G358.34-47.31 |                 |          |                   |  8.21 | 4.09 | 1.85 |  9.02 |
| PSZ2 G274.73-32.20 |  PSZ2 G274.73-32.20 |  84.30367 | -65.05840 | 0.200 | 274.74 |  4.53 |    False |   False |                    |        |        |                     | PSZ2 G274.73-32.20 |                 |          |                   |  6.56 | 4.06 | 1.71 |  8.37 |
| PSZ2 G224.53-30.27 |               AS519 |  79.26717 | -22.61290 | 0.200 | 224.54 |  5.01 |    False |    True |                    |  AS519 |  73520 | ACT-CL J0516.9-2237 | PSZ2 G224.53-30.27 |                 |          |                   |  7.25 | 4.07 | 1.77 |  8.65 |
| PSZ2 G026.73-38.94 |               A2336 | 316.84284 | -21.18401 | 0.202 |  26.73 |  7.30 |    False |    True |                    |  A2336 |        | ACT-CL J2107.4-2110 | PSZ2 G026.73-38.94 |                 |          |                   | 10.55 | 4.14 | 2.01 |  9.73 |
| PSZ2 G326.71+50.30 |               A1807 | 208.00817 |  -9.74826 | 0.202 | 326.71 |  5.45 |    False |    True |                    |  A1807 |  66817 |                     | PSZ2 G326.71+50.30 |                 |          |                   |  7.89 | 4.08 | 1.82 |  8.83 |
| PSZ2 G257.32-22.19 |               A3399 |  99.32565 | -48.48400 | 0.203 | 257.33 |  7.16 |    False |    True |                    |  A3399 |  92119 | ACT-CL J0637.3-4829 | PSZ2 G257.32-22.19 |                 |          | MCXC J0637.3-4828 | 10.35 | 4.14 | 1.99 |  9.64 |
| PSZ2 G006.76+30.45 |          Abell 2163 | 243.95488 |  -6.15236 | 0.203 |   6.77 | 21.74 |     True |   False |         Abell 2163 |  A2163 |  62929 |                     | PSZ2 G006.76+30.45 |                 |    A2163 |                   | 30.52 | 4.84 | 2.86 | 13.81 |
| PSZ2 G195.75-24.32 |          Abell 0520 |  73.52666 |   2.96225 | 0.203 | 195.76 | 10.52 |     True |   False |         Abell 0520 |   A520 |  51504 | ACT-CL J0454.1+0255 | PSZ2 G195.75-24.32 |                 |          |                   | 15.03 | 4.27 | 2.26 | 10.90 |
| PSZ2 G225.48+29.41 |                A732 | 134.47530 |   3.17442 | 0.203 | 225.49 |  6.20 |    False |    True |                    |   A732 |  52344 | ACT-CL J0857.8+0310 | PSZ2 G225.48+29.41 |                 |          |                   |  8.97 | 4.10 | 1.90 |  9.18 |
| PSZ2 G159.91-73.50 |          Abell 0209 |  22.98088 | -13.61399 | 0.206 | 159.92 | 11.42 |     True |   False |         Abell 0209 |   A209 |  64532 | ACT-CL J0131.8-1336 | PSZ2 G159.91-73.50 |                 |          | MCXC J0131.8-1336 | 16.03 | 4.29 | 2.30 | 11.00 |
| PSZ2 G262.23+34.48 |               70405 | 158.59145 | -17.34417 | 0.210 | 262.24 |  5.07 |    False |    True |                    |        |  70405 |                     | PSZ2 G262.23+34.48 |                 |          |                   |  7.34 | 4.07 | 1.77 |  8.34 |
| PSZ2 G286.62-31.24 |  PSZ2 G286.62-31.24 |  82.84024 | -75.19310 | 0.210 | 286.62 |  7.67 |    False |    True |                    |        |        |                     | PSZ2 G286.62-31.24 |                 |          |                   | 11.09 | 4.17 | 2.03 |  9.57 |
| PSZ2 G162.49-71.98 |                A223 |  24.50997 | -12.79744 | 0.211 | 162.49 |  6.26 |    False |    True |                    |   A223 |  64520 |                     | PSZ2 G162.49-71.98 |                 |          |                   |  9.06 | 4.11 | 1.90 |  8.92 |
| PSZ2 G227.63-52.28 |               A3157 |  55.91697 | -29.92770 | 0.211 | 227.64 |  4.93 |    False |    True |                    |  A3157 |        |                     | PSZ2 G227.63-52.28 |                 |          |                   |  7.13 | 4.07 | 1.75 |  8.23 |
| PSZ2 G322.63-49.15 |               99356 | 343.53061 | -63.24521 | 0.211 | 322.63 |  6.27 |    False |    True |                    |        |  99356 |                     | PSZ2 G322.63-49.15 |                 |          |                   |  9.07 | 4.11 | 1.90 |  8.91 |
| PSZ2 G285.87-74.93 |               84277 |  18.69567 | -41.41344 | 0.213 | 285.87 |  6.06 |    False |    True |                    |        |  84277 | ACT-CL J0114.7-4123 | PSZ2 G285.87-74.93 |                 |          |                   |  8.77 | 4.11 | 1.88 |  8.75 |
| PSZ2 G223.16-68.81 |               77089 |  36.80960 | -28.83774 | 0.214 | 223.17 |  5.58 |    False |    True |                    |        |  77089 | ACT-CL J0227.1-2851 | PSZ2 G223.16-68.81 |                 |          |                   |  8.08 | 4.09 | 1.83 |  8.48 |
| PSZ2 G355.07+46.20 |               58190 | 226.02267 |  -2.79844 | 0.215 | 355.07 |  8.99 |    False |    True |                    |        |  58190 | ACT-CL J1504.1-0248 | PSZ2 G355.07+46.20 |                 |          |                   | 12.88 | 4.22 | 2.13 |  9.85 |
| PSZ2 G318.14-29.57 |  PSZ2 G318.14-29.57 | 296.77571 | -76.40337 | 0.217 | 318.14 |  7.94 |    False |    True |                    |        |        |                     | PSZ2 G318.14-29.57 |                 |          |                   | 11.48 | 4.18 | 2.05 |  9.42 |
| PSZ2 G330.53-40.56 |               AS937 | 320.52431 | -63.59589 | 0.217 | 330.54 |  4.99 |    False |    True |                    |  AS937 |  99198 |                     | PSZ2 G330.53-40.56 |                 |          |                   |  7.22 | 4.07 | 1.76 |  8.07 |
| PSZ2 G295.19-56.99 |               AS157 |  21.20583 | -59.63250 | 0.217 | 295.19 |  5.19 |    False |    True |                    |  AS157 |  96952 | ACT-CL J0124.7-5937 | PSZ2 G295.19-56.99 |                 |          |                   |  7.51 | 4.08 | 1.78 |  8.18 |
| PSZ2 G240.61-60.40 |               A3084 |  46.01923 | -36.91938 | 0.219 | 240.62 |  5.75 |    False |    True |                    |  A3084 |        | ACT-CL J0304.0-3656 | PSZ2 G240.61-60.40 |                 |          |                   |  8.32 | 4.10 | 1.84 |  8.39 |
| PSZ2 G311.91-78.80 |               A2812 |  10.65110 | -38.16416 | 0.219 | 311.91 |  4.92 |    False |    True |                    |  A2812 |  84162 | ACT-CL J0042.4-3809 | PSZ2 G311.91-78.80 |                 |          |                   |  7.11 | 4.07 | 1.75 |  7.96 |
| PSZ2 G355.07+55.32 |               A1942 | 219.61402 |   3.68090 | 0.219 | 355.07 |  5.77 |    False |    True |                    |  A1942 |  53527 |                     | PSZ2 G355.07+55.32 |                 |          |                   |  8.35 | 4.10 | 1.84 |  8.39 |
| PSZ2 G208.60-26.00 |  PSZ2 G208.60-26.00 |  77.68686 |  -8.02020 | 0.220 | 208.60 | 10.45 |     True |   False | PSZ2 G208.60-26.00 |        |  60710 | ACT-CL J0510.7-0801 | PSZ2 G208.60-26.00 |                 |          | MCXC J0510.7-0801 | 14.91 | 4.29 | 2.24 | 10.18 |
| PSZ2 G256.53-65.70 |               A3017 |  36.46238 | -41.92138 | 0.220 | 256.53 |  8.20 |    False |    True |                    |  A3017 |  84568 | ACT-CL J0225.8-4154 | PSZ2 G256.53-65.70 |                 |          | MCXC J0225.9-4154 | 11.86 | 4.20 | 2.07 |  9.43 |
| PSZ2 G318.62+58.55 |               A1729 | 200.98189 |  -3.31892 | 0.220 | 318.62 |  5.96 |    False |    True |                    |  A1729 |  62393 | ACT-CL J1324.2-0319 | PSZ2 G318.62+58.55 |                 |          |                   |  8.62 | 4.11 | 1.86 |  8.47 |
| PSZ2 G350.12+45.29 |               A1994 | 224.11256 |  -5.81764 | 0.220 | 350.13 |  7.17 |    False |    True |                    |  A1994 |  62687 |                     | PSZ2 G350.12+45.29 |                 |          |                   | 10.37 | 4.15 | 1.98 |  9.00 |
| PSZ2 G347.58-35.35 |               AS871 | 306.45449 | -51.27715 | 0.220 | 347.59 |  5.84 |    False |    True |                    |  AS871 |  93831 | ACT-CL J2025.9-5117 | PSZ2 G347.58-35.35 |                 |          |                   |  8.44 | 4.10 | 1.85 |  8.40 |
| PSZ2 G200.95-28.16 | ACT-CL J0450.3-0256 |  72.58349 |  -3.00734 | 0.220 | 200.96 |  7.15 |    False |    True |                    |        |        | ACT-CL J0450.3-0256 | PSZ2 G200.95-28.16 |                 |          |  PLCK G200.9-28.2 | 10.34 | 4.15 | 1.98 |  8.99 |
| PSZ2 G303.54+36.49 |               A1633 | 193.41076 | -26.36936 | 0.221 | 303.55 |  5.68 |    False |    True |                    |  A1633 |  79014 |                     | PSZ2 G303.54+36.49 |                 |          |                   |  8.21 | 4.10 | 1.83 |  8.29 |
| PSZ2 G306.02+34.47 |  PSZ2 G306.02+34.47 | 195.75176 | -28.32998 | 0.221 | 306.02 |  6.74 |    False |    True |                    |        |        |                     | PSZ2 G306.02+34.47 |                 |          |                   |  9.75 | 4.14 | 1.94 |  8.77 |
| PSZ2 G014.09+38.38 |               53709 | 240.85614 |   3.32237 | 0.222 |  14.10 |  6.37 |    False |    True |                    |        |  53709 | ACT-CL J1603.3+0317 | PSZ2 G014.09+38.38 |                 |          |                   |  9.22 | 4.12 | 1.90 |  8.58 |
| PSZ2 G346.61+35.06 |    RXC J1514.9-1523 | 228.75242 | -15.35660 | 0.223 | 346.62 | 11.95 |     True |   False |   RXC J1514.9-1523 |        |  71139 |                     | PSZ2 G346.61+35.06 |                 |          |                   | 16.78 | 4.35 | 2.32 | 10.46 |
| PSZ2 G059.81-39.09 |               A2397 | 329.03827 |   1.42100 | 0.224 |  59.82 |  6.73 |    False |    True |                    |  A2397 |  59289 | ACT-CL J2156.1+0123 | PSZ2 G059.81-39.09 |                 |          |                   |  9.74 | 4.14 | 1.94 |  8.68 |
| PSZ2 G011.06-63.84 |               A3934 | 343.38622 | -33.73886 | 0.224 |  11.07 |  5.49 |    False |    True |                    |  A3934 |        | ACT-CL J2253.5-3343 | PSZ2 G011.06-63.84 |                 |          |                   |  7.94 | 4.09 | 1.81 |  8.11 |
| PSZ2 G220.11+22.91 |               52264 | 126.44772 |   4.30362 | 0.225 | 220.11 |  6.58 |    False |    True |                    |        |  52264 | ACT-CL J0825.9+0414 | PSZ2 G220.11+22.91 |                 |          |                   |  9.51 | 4.13 | 1.92 |  8.58 |
| PSZ2 G033.97-76.61 |               A2667 | 357.92736 | -26.09530 | 0.226 |  33.97 | 10.19 |     True |   False |                    |  A2667 |        | ACT-CL J2351.6-2604 | PSZ2 G033.97-76.61 |                 |          | MCXC J2351.6-2605 | 14.55 | 4.28 | 2.21 |  9.83 |
