|   name |               Cluster Name |         ra |       dec |     z |  gal_l |   mass | complete | lowmass |                    CHANCES |                   Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|  60155 |                 ABELL 0362 |   37.93988 |  -4.86047 | 0.186 | 174.42 |  83.42 |    False |    True |                            |              ABELL 0362 |  60155 | ACT-CL J0231.7-0453 | PSZ2 G174.40-57.33 |                 |          |                   |
| 101487 |                 ABELL 4002 |   -8.72781 | -65.32259 | 0.187 | 316.60 |  43.05 |    False |   False |                            |              ABELL 4002 | 101487 |                     |                    |                 |          |                   |
|  91247 |                 ABELL 2830 |   12.79732 | -48.56291 | 0.187 | 303.04 |  57.58 |    False |    True |                            |              ABELL 2830 |  91247 | ACT-CL J0051.1-4834 | PSZ2 G303.03-68.49 |                 |          | MCXC J0051.1-4833 |
|  64308 |                 ABELL 0146 |   16.83328 | -11.28726 | 0.187 | 136.97 |  44.52 |    False |   False |                            |              ABELL 0146 |  64308 |                     |                    |                 |          |                   |
|  78801 |                 ABELL 3479 |  169.74841 | -27.43445 | 0.188 | 278.93 |  46.76 |    False |   False |                            |              ABELL 3479 |  78801 |                     | PSZ2 G278.92+31.06 |                 |          |                   |
|  66077 |                      66077 |  146.23975 | -13.78390 | 0.188 | 249.11 |  44.50 |    False |   False |                            |                         |  66077 |                     | PSZ2 G249.14+28.98 |                 |          |                   |
|  51495 |                      51495 |   69.75035 |   3.79805 | 0.188 | 192.73 |  53.05 |    False |   False |                            |                         |  51495 |                     |                    |                 |          |                   |
|  64006 |                 ABELL 2578 |   -9.78028 |  -4.56640 | 0.189 |  75.19 |  48.30 |    False |   False |                            |              ABELL 2578 |  64006 | ACT-CL J2320.8-0434 | PSZ2 G075.11-58.83 |                 |          |                   |
|  61473 |                      61473 |  131.68694 |  -3.73202 | 0.189 | 230.53 |  55.82 |    False |   False |                            |                         |  61473 |                     |                    |                 |          |                   |
|  60202 |                 ABELL 0383 |   42.01371 |  -3.52931 | 0.189 | 177.76 |  61.59 |    False |    True |                            |              ABELL 0383 |  60202 | ACT-CL J0248.0-0331 |                    |                 |          |                   |
|  84514 |                ABELL S0271 |   37.53465 | -38.90020 | 0.190 | 248.97 |  54.54 |    False |   False |                            |             ABELL S0271 |  84514 |                     |                    |                 |          |                   |
|  55138 |                      55138 |    8.57420 |   0.85538 | 0.190 | 113.86 |  49.61 |    False |   False |                            |                         |  55138 |                     |                    |                 |          |                   |
|  68308 |                 ABELL 2652 |   -4.11671 | -10.39881 | 0.191 |  75.99 |  47.26 |    False |   False |                            |              ABELL 2652 |  68308 |                     |                    |                 |          |                   |
|  61501 |                      61501 |  133.03271 |  -5.57884 | 0.191 | 233.02 |  72.19 |    False |    True |                            |                         |  61501 |                     | PSZ2 G233.05+23.67 |                 |          |                   |
|  62360 |                      62360 | -166.77182 |  -6.28907 | 0.191 | 303.60 |  47.48 |    False |   False |                            |                         |  62360 |                     |                    |                 |          |                   |
|  73633 |                      73633 |   88.68844 | -22.87410 | 0.191 | 228.15 |  42.05 |    False |   False |                            |                         |  73633 |                     |                    |                 |          |                   |
|  88679 |                 ABELL 3343 |   81.45518 | -47.24432 | 0.191 | 253.47 |  71.24 |    False |    True |                            |              ABELL 3343 |  88679 | ACT-CL J0525.8-4715 | PSZ2 G253.48-33.72 |                 |          | MCXC J0525.8-4715 |
|  73450 |                 ABELL 3300 |   74.97752 | -24.66948 | 0.191 | 225.41 |  73.46 |    False |    True |                            |              ABELL 3300 |  73450 |                     |                    |                 |          |                   |
|  88234 |                 ABELL 3036 |   39.20100 | -45.36066 | 0.192 | 260.92 |  62.66 |    False |    True |                            |              ABELL 3036 |  88234 | ACT-CL J0236.6-4516 | PSZ2 G260.85-62.19 |                 |          |                   |
|  62425 |                 ABELL 1698 | -161.46159 |  -6.99468 | 0.192 | 312.90 |  83.57 |    False |    True |                            |              ABELL 1698 |  62425 |                     | PSZ2 G312.94+55.38 |                 |          |                   |
|  62074 |                 ABELL 1320 |  173.95726 |  -5.81658 | 0.192 | 271.11 |  49.08 |    False |   False |                            |              ABELL 1320 |  62074 |                     |                    |                 |          |                   |
|  74869 |                  Abell1451 | -179.18072 | -21.52377 | 0.193 | 288.26 | 173.16 |     True |   False |                  Abell1451 |              ABELL 1451 |  74869 |                     | PSZ2 G288.27+39.97 |                 |          |                   |
|  58046 |                      58046 | -150.99917 |  -2.41048 | 0.193 | 333.25 |  51.17 |    False |   False |                            |                         |  58046 |                     |                    |                 |          |                   |
|  52422 |                      52422 |  135.39110 |   3.00506 | 0.194 | 226.18 |  60.83 |    False |    True |                            |                         |  52422 | ACT-CL J0901.5+0301 |                    |                 |          |                   |
|  52347 |                      52347 |  134.83467 |   3.19994 | 0.194 | 225.67 |  42.61 |    False |   False |                            |                         |  52347 | ACT-CL J0859.4+0308 |                    |                 |          |                   |
|  86432 |                      86432 | -146.21055 | -39.44623 | 0.194 | 320.07 |  49.67 |    False |   False |                            |                         |  86432 |                     |                    |                 |          |                   |
|  78765 |          CoD -29 08887 X48 |  167.79408 | -30.15427 | 0.194 | 278.44 |  58.66 |    False |    True |                            |       CoD -29 08887 X48 |  78765 |                     |                    |                 |          |                   |
|  73103 |                      73103 |   52.77306 | -21.00434 | 0.195 | 212.21 |  46.47 |    False |   False |                            |                         |  73103 | ACT-CL J0331.1-2100 | PSZ2 G212.25-53.20 |                 |          |                   |
|  55766 |                 ABELL 0451 |   55.51870 |  -2.42623 | 0.195 | 189.22 |  55.04 |    False |   False |                            |              ABELL 0451 |  55766 |                     |                    |                 |          |                   |
|  55515 |                 ABELL 0291 |   30.45131 |  -2.18849 | 0.195 | 159.96 |  64.41 |    False |    True |                            |              ABELL 0291 |  55515 | ACT-CL J0201.6-0211 |                    |                 |          |                   |
|  90764 |                 ABELL 3673 |  -54.79943 | -46.79525 | 0.196 | 353.00 |  54.04 |    False |   False |                            |              ABELL 3673 |  90764 | ACT-CL J2020.7-4646 |                    |                 |          |                   |
|  66445 |                 ABELL 1211 |  168.68676 | -12.18905 | 0.196 | 268.98 | 118.92 |     True |   False |                            |              ABELL 1211 |  66445 |                     | PSZ2 G269.03+44.22 |                 |          |                   |
|  67910 |                 ABELL 2376 |  -33.52578 |  -9.46954 | 0.196 |  45.85 |  47.10 |    False |   False |                            |              ABELL 2376 |  67910 |                     |                    |                 |          |                   |
|  66372 |                 ABELL 1211 |  168.69067 | -12.22648 | 0.196 | 269.01 | 129.93 |     True |   False |                            |              ABELL 1211 |  66372 |                     | PSZ2 G269.03+44.22 |                 |          |                   |
|  73153 |                 ABELL 0456 |   56.33327 | -20.75313 | 0.196 | 213.46 |  55.84 |    False |   False |                            |              ABELL 0456 |  73153 | ACT-CL J0345.3-2044 |                    |                 |          |                   |
|  72667 |                 ABELL 2832 |   12.99706 | -23.59307 | 0.196 | 124.98 |  43.48 |    False |   False |                            |              ABELL 2832 |  72667 |                     |                    |                 |          |                   |
|  86238 |                      86238 | -167.37176 | -37.04826 | 0.196 | 302.73 |  53.35 |    False |   False |                            |                         |  86238 |                     |                    |                 |          |                   |
|  77779 |                 ABELL 3342 |   81.48771 | -30.58159 | 0.196 | 234.06 |  69.20 |    False |    True |                            |              ABELL 3342 |  77779 | ACT-CL J0525.8-3035 | PSZ2 G234.06-30.74 |                 |          |                   |
|  82657 |                 ABELL 3527 | -167.52894 | -36.73886 | 0.197 | 302.59 |  57.10 |    False |   False |                            |              ABELL 3527 |  82657 |                     |                    |                 |          |                   |
|  56923 |                 ABELL 0711 |  132.60391 |   0.23997 | 0.197 | 227.31 |  56.91 |    False |   False |                            |              ABELL 0711 |  56923 |                     |                    |                 |          |                   |
|  55210 |                      55210 |   16.39947 |   2.49820 | 0.197 | 130.06 |  50.45 |    False |   False |                            |                         |  55210 |                     |                    |                 |          |                   |
|  68353 |                      68353 |   -3.06974 | -13.72744 | 0.197 |  71.78 |  47.13 |    False |   False |                            |                         |  68353 |                     |                    |                 |          |                   |
|  55226 |                      55226 |   15.96753 |   1.31176 | 0.197 | 129.43 |  47.51 |    False |   False |                            |                         |  55226 |                     |                    |                 |          |                   |
|  74588 |                      74588 |  156.35807 | -21.85497 | 0.198 | 263.51 |  47.02 |    False |   False |                            |                         |  74588 |                     |                    |                 |          |                   |
|  66850 |                      66850 | -151.63400 | -12.07610 | 0.198 | 325.93 |  55.32 |    False |   False |                            |                         |  66850 |                     |                    |                 |          |                   |
|  84258 |                 ABELL 2857 |   15.51658 | -39.94617 | 0.199 | 293.85 |  54.78 |    False |   False |                            |              ABELL 2857 |  84258 |                     |                    |                 |          |                   |
|  72672 |                      72672 |   12.99240 | -24.07956 | 0.199 | 125.21 |  44.30 |    False |   False |                            |                         |  72672 |                     |                    |                 |          |                   |
|  78490 |                      78490 |  147.92010 | -27.68473 | 0.199 | 261.12 |  59.64 |    False |    True |                            |                         |  78490 |                     |                    |                 |          |                   |
|  60359 |                 ABELL 0432 |   51.03392 |  -5.79979 | 0.199 | 189.48 |  45.77 |    False |   False |                            |              ABELL 0432 |  60359 |                     |                    |                 |          |                   |
|  70405 |                      70405 |  158.65163 | -17.34153 | 0.199 | 262.29 |  57.48 |    False |   False |                            |                         |  70405 |                     | PSZ2 G262.23+34.48 |                 |          |                   |
|  81760 |                      81760 |   96.22403 | -36.04174 | 0.199 | 243.85 |  47.65 |    False |   False |                            |                         |  81760 |                     |                    |                 |          |                   |
|  99096 |                ABELL S0880 |  -51.54619 | -59.63407 | 0.200 | 337.23 |  56.72 |    False |   False |                            |             ABELL S0880 |  99096 | ACT-CL J2034.1-5936 |                    |                 |          |                   |
|  62929 |                  Abell2163 | -116.04503 |  -6.14337 | 0.200 |   6.78 | 238.67 |     True |   False |                  Abell2163 |              ABELL 2163 |  62929 |                     | PSZ2 G006.76+30.45 |                 |    A2163 |                   |
|  64671 |                 ABELL 0355 |   37.05558 | -11.95229 | 0.200 | 183.90 |  43.11 |    False |   False |                            |              ABELL 0355 |  64671 | ACT-CL J0228.2-1156 |                    |                 |          |                   |
|  51504 |         PSZ2 G195.75-24.32 |   73.54125 |   2.92697 | 0.200 | 195.80 | 150.20 |     True |   False |         PSZ2 G195.75-24.32 |              ABELL 0520 |  51504 | ACT-CL J0454.1+0255 | PSZ2 G195.75-24.32 |                 |          |                   |
|  92119 |                 ABELL 3399 |   99.33394 | -48.48742 | 0.201 | 257.33 |  84.26 |    False |    True |                            |              ABELL 3399 |  92119 | ACT-CL J0637.3-4829 | PSZ2 G257.32-22.19 |                 |          | MCXC J0637.3-4828 |
|  51490 |                      51490 |   68.38008 |   4.06186 | 0.201 | 191.64 |  95.01 |    False |    True |                            |                         |  51490 |                     | PSZ2 G191.63-28.01 |                 |          |                   |
|  52663 |           ZwCl 1021.0+0426 |  156.33948 |   4.04495 | 0.202 | 239.95 |  42.57 |    False |   False |           ZwCl 1021.0+0426 |                         |  52663 |                     |                    |                 |          |                   |
|  70995 |                      70995 | -146.01243 | -14.77872 | 0.202 | 331.57 |  53.84 |    False |   False |                            |                         |  70995 |                     |                    |                 |          |                   |
|  96952 |                ABELL S0157 |   21.15603 | -59.63504 | 0.202 | 295.24 |  61.27 |    False |    True |                            |             ABELL S0157 |  96952 | ACT-CL J0124.7-5937 | PSZ2 G295.19-56.99 |                 |          |                   |
|  52344 |                 ABELL 0732 |  134.46039 |   3.21314 | 0.203 | 225.44 |  80.93 |    False |    True |                            |              ABELL 0732 |  52344 | ACT-CL J0857.8+0310 | PSZ2 G225.48+29.41 |                 |          |                   |
|  82673 |                      82673 | -164.68068 | -32.95391 | 0.203 | 305.31 |  49.70 |    False |   False |                            |                         |  82673 |                     |                    |                 |          |                   |
|  76531 |                 ABELL 2534 |  -13.07171 | -22.72484 | 0.203 |  37.81 |  47.58 |    False |   False |                            |              ABELL 2534 |  76531 |                     |                    |                 |          |                   |
|  66817 |                 ABELL 1807 | -151.94980 |  -9.76187 | 0.203 | 326.77 |  79.04 |    False |    True |                            |              ABELL 1807 |  66817 |                     | PSZ2 G326.71+50.30 |                 |          |                   |
|  57280 |                 ABELL 0944 |  152.78026 |  -2.05360 | 0.203 | 243.53 |  83.10 |    False |    True |                            |              ABELL 0944 |  57280 | ACT-CL J1011.3-0203 |                    |                 |          |                   |
|  85063 |                 ABELL 3357 |   84.01996 | -36.87445 | 0.204 | 241.73 |  53.09 |    False |   False |                            |              ABELL 3357 |  85063 |                     |                    |                 |          |                   |
|  84026 |                ABELL S1109 |  -10.42058 | -36.30086 | 0.204 |   2.20 |  76.54 |    False |    True |                            |             ABELL S1109 |  84026 | ACT-CL J2318.4-3618 | PSZ2 G002.08-68.28 |                 |          |                   |
|  88650 |                 ABELL 3322 |   77.56578 | -45.31792 | 0.205 | 250.88 |  84.01 |    False |    True |                            |              ABELL 3322 |  88650 | ACT-CL J0510.3-4519 | PSZ2 G250.89-36.24 |                 |          | MCXC J0510.2-4519 |
|  72936 |                 ABELL 0289 |   30.21424 | -24.63914 | 0.205 | 207.76 |  49.63 |    False |   False |                            |              ABELL 0289 |  72936 |                     |                    |                 |          |                   |
|  91044 |                 ABELL 3902 |  -19.52034 | -42.60125 | 0.205 | 353.95 |  47.63 |    False |   False |                            |              ABELL 3902 |  91044 | ACT-CL J2241.9-4235 |                    |                 |          |                   |
|  59725 |                      59725 |    1.80544 |  -7.91302 | 0.206 |  92.30 |  56.57 |    False |   False |                            |                         |  59725 |                     |                    |                 |          |                   |
|  72942 |                 ABELL 0302 |   31.37193 | -24.77977 | 0.206 | 209.05 |  67.35 |    False |    True |                            |              ABELL 0302 |  72942 | ACT-CL J0205.4-2446 |                    |                 |          |                   |
|  68929 |                 ABELL 0394 |   43.40660 | -14.67720 | 0.207 | 195.50 |  48.73 |    False |   False |                            |              ABELL 0394 |  68929 |                     |                    |                 |          |                   |
| 101808 |                     101808 |   74.89935 | -75.78164 | 0.207 | 287.94 |  99.34 |    False |    True |                            |                         | 101808 |                     | PSZ2 G287.96-32.99 |                 |          |                   |
|  76884 |                 ABELL 0206 |   22.11324 | -25.66744 | 0.207 | 205.02 |  46.49 |    False |   False |                            |              ABELL 0206 |  76884 |                     |                    |                 |          |                   |
|  60489 |                 ABELL 0488 |   66.14259 |  -5.32180 | 0.207 | 199.62 |  47.29 |    False |   False |                            |              ABELL 0488 |  60489 |                     |                    |                 |          |                   |
|  67797 |                      67797 |  -46.22335 | -11.75256 | 0.208 |  36.21 |  51.52 |    False |   False |                            |                         |  67797 |                     |                    |                 |          |                   |
|  66606 |                 ABELL 1488 | -176.88533 | -11.82758 | 0.208 | 288.02 |  81.22 |    False |    True |                            |              ABELL 1488 |  66606 |                     |                    |                 |          |                   |
|  86357 |                      86357 | -162.77493 | -41.71293 | 0.208 | 306.42 |  77.01 |    False |    True |                            |                         |  86357 |                     |                    |                 |          |                   |
|  72828 |                 ABELL 0238 |   25.20808 | -23.06671 | 0.208 | 195.68 |  52.30 |    False |   False |                            |              ABELL 0238 |  72828 |                     |                    |                 |          |                   |
|  94972 |                      94972 |   87.90140 | -56.73275 | 0.208 | 264.98 |  54.72 |    False |   False |                            |                         |  94972 | ACT-CL J0551.7-5644 |                    |                 |          |                   |
|  64532 |                 Abell 0209 |   22.97380 | -13.60720 | 0.209 | 159.88 | 168.39 |     True |   False |                 Abell 0209 |              ABELL 0209 |  64532 | ACT-CL J0131.8-1336 | PSZ2 G159.91-73.50 |                 |          | MCXC J0131.8-1336 |
|  58190 |           RXC J1504.1-0248 | -133.96573 |  -2.79872 | 0.209 | 355.08 |  64.47 |    False |    True |           RXC J1504.1-0248 |                         |  58190 | ACT-CL J1504.1-0248 | PSZ2 G355.07+46.20 |                 |          |                   |
|  91331 |                 ABELL 2893 |   19.28858 | -50.86330 | 0.209 | 293.02 |  61.21 |    False |    True |                            |              ABELL 2893 |  91331 | ACT-CL J0116.6-5046 | PSZ2 G293.01-65.78 |                 |          |                   |
|  94329 |                 ABELL 2897 |   19.54212 | -56.63234 | 0.210 | 295.55 |  52.04 |    False |   False |                            |              ABELL 2897 |  94329 | ACT-CL J0118.1-5637 |                    |                 |          |                   |
|  77331 |                 ABELL 3218 |   61.89445 | -26.95495 | 0.211 | 224.43 |  48.35 |    False |   False |                            |              ABELL 3218 |  77331 | ACT-CL J0407.5-2657 |                    |                 |          |                   |
|  72028 |                 ABELL 2354 |  -36.06722 | -14.96141 | 0.211 |  37.62 |  59.82 |    False |   False |                            |              ABELL 2354 |  72028 |                     |                    |                 |          |                   |
|  91907 |                 ABELL 3311 |   75.99238 | -49.48541 | 0.211 | 256.05 |  51.64 |    False |   False |                            |              ABELL 3311 |  91907 | ACT-CL J0503.9-4929 |                    |                 |          |                   |
|  55067 |                      55067 |    5.04474 |   0.09049 | 0.211 | 106.23 |  56.86 |    False |   False |                            |                         |  55067 |                     |                    |                 |          |                   |
|  70520 |                 ABELL 1256 |  171.30809 | -16.30159 | 0.211 | 274.71 |  74.45 |    False |    True |                            |              ABELL 1256 |  70520 |                     |                    |                 |          |                   |
|  99356 |                      99356 |  -16.49455 | -63.24755 | 0.211 | 322.65 |  65.01 |    False |    True |                            |                         |  99356 |                     | PSZ2 G322.63-49.15 |                 |          |                   |
|  64520 |                 ABELL 0223 |   24.48850 | -12.79573 | 0.212 | 162.44 |  84.27 |    False |    True |                            |              ABELL 0223 |  64520 |                     | PSZ2 G162.49-71.98 |                 |          |                   |
|  62862 |                      62862 | -122.26717 |  -5.07035 | 0.212 |   3.25 |  60.87 |    False |    True |                            |                         |  62862 |                     |                    |                 |          |                   |
|  74397 |                      74397 |  146.28285 | -20.60715 | 0.212 | 254.68 |  56.02 |    False |   False |                            |                         |  74397 |                     |                    |                 |          |                   |
|  62687 |                 ABELL 1994 | -135.91980 |  -5.82958 | 0.213 | 350.08 |  75.07 |    False |    True |                            |              ABELL 1994 |  62687 |                     | PSZ2 G350.12+45.29 |                 |          |                   |
|  72951 |                 ABELL 0325 |   33.28137 | -25.28184 | 0.214 | 211.79 |  59.38 |    False |   False |                            |              ABELL 0325 |  72951 |                     |                    |                 |          |                   |
|  77089 |                      77089 |   36.78759 | -28.86122 | 0.214 | 223.23 |  69.63 |    False |    True |                            |                         |  77089 | ACT-CL J0227.1-2851 | PSZ2 G223.16-68.81 |                 |          |                   |
|  64521 |                 ABELL 0222 |   24.36859 | -12.99350 | 0.215 | 162.50 | 103.17 |    False |    True |                            |              ABELL 0222 |  64521 | ACT-CL J0137.5-1259 |                    |                 |          |                   |
|  86128 |                      86128 |  174.01596 | -37.29804 | 0.215 | 286.70 |  48.04 |    False |   False |                            |                         |  86128 |                     | PSZ2 G286.68+23.18 |                 |          |                   |
|  62431 |                      62431 | -161.33653 |  -7.96268 | 0.215 | 312.85 |  49.67 |    False |   False |                            |                         |  62431 |                     |                    |                 |          |                   |
|  57354 |                      57354 |  160.47481 |  -2.61429 | 0.216 | 251.41 |  59.47 |    False |   False |                            |                         |  57354 | ACT-CL J1041.8-0237 |                    |                 |          |                   |
|  94400 |                ABELL S0208 |   29.24453 | -58.33892 | 0.217 | 287.26 |  50.77 |    False |   False |                            |             ABELL S0208 |  94400 | ACT-CL J0157.2-5820 |                    |                 |          |                   |
|  82800 |                      82800 | -150.97841 | -34.35112 | 0.218 | 317.83 |  75.35 |    False |    True |                            |                         |  82800 |                     | PSZ2 G317.79+26.63 |                 |          |                   |
|  70548 |                 ABELL 1160 |  166.30193 | -18.92721 | 0.218 | 270.84 |  72.42 |    False |    True |                            |              ABELL 1160 |  70548 |                     | PSZ2 G270.88+37.23 |                 |          |                   |
|  59289 |                 ABELL 2397 |  -30.95049 |   1.39385 | 0.218 |  59.80 | 120.20 |    False |    True |                            |              ABELL 2397 |  59289 | ACT-CL J2156.1+0123 | PSZ2 G059.81-39.09 |                 |          |                   |
|  61542 |                 ABELL 0778 |  139.47127 |  -8.37612 | 0.219 | 239.59 |  50.74 |    False |   False |                            |              ABELL 0778 |  61542 |                     |                    |                 |          |                   |
|  60710 |         PSZ2 G208.60-26.00 |   77.67895 |  -8.01093 | 0.219 | 208.59 |  87.72 |    False |    True |         PSZ2 G208.60-26.00 |                         |  60710 | ACT-CL J0510.7-0801 | PSZ2 G208.60-26.00 |                 |          | MCXC J0510.7-0801 |
|  76905 |                 ABELL 2895 |   19.54596 | -26.97340 | 0.219 | 212.97 |  82.00 |    False |    True |                            |              ABELL 2895 |  76905 | ACT-CL J0118.2-2658 | PSZ2 G212.82-84.04 |                 |          | MCXC J0118.1-2658 |
|  53709 |                      53709 | -119.17764 |   3.28015 | 0.219 |  14.03 |  52.27 |    False |   False |                            |                         |  53709 | ACT-CL J1603.3+0317 | PSZ2 G014.09+38.38 |                 |          |                   |
|  90703 |                      90703 |  -63.75550 | -46.27935 | 0.220 | 352.63 |  59.16 |    False |   False |                            |                         |  90703 |                     |                    |                 |          |                   |
|  52428 |                      52428 |  146.22966 |   2.77846 | 0.220 | 233.30 |  57.77 |    False |   False |                            |                         |  52428 |                     |                    |                 |          |                   |
|  52520 |                      52520 |  146.24723 |   2.77941 | 0.220 | 233.32 |  53.73 |    False |   False |                            |                         |  52520 |                     |                    |                 |          |                   |
|  84568 |                 ABELL 3017 |   36.48507 | -41.91176 | 0.220 | 256.49 |  83.82 |    False |    True |                            |              ABELL 3017 |  84568 | ACT-CL J0225.8-4154 | PSZ2 G256.53-65.70 |                 |          | MCXC J0225.9-4154 |
|  77483 |                      77483 |   67.44137 | -30.86980 | 0.220 | 231.12 |  61.30 |    False |   False |                            |                         |  77483 | ACT-CL J0429.8-3051 |                    |                 |          |                   |
|  65044 |                 ABELL 0513 |   71.92127 |  -9.81339 | 0.221 | 207.57 |  54.53 |    False |   False |                            |              ABELL 0513 |  65044 |                     |                    |                 |          |                   |
|  59296 |                 ABELL 2392 |  -31.38776 |   0.64969 | 0.221 |  58.69 |  72.79 |    False |    True |                            |              ABELL 2392 |  59296 |                     |                    |                 |          |                   |
|  79014 |                 ABELL 1633 | -166.51083 | -26.36094 | 0.221 | 303.63 |  69.60 |    False |    True |                            |              ABELL 1633 |  79014 |                     | PSZ2 G303.54+36.49 |                 |          |                   |
|  53279 |                 ABELL 1743 | -158.14857 |   3.63135 | 0.221 | 324.57 |  79.30 |    False |    True |                            |              ABELL 1743 |  53279 | ACT-CL J1327.3+0337 |                    |                 |          |                   |
|  68780 |                      68780 |   31.96647 | -15.63956 | 0.222 | 183.90 |  75.44 |    False |    True |                            |                         |  68780 |                     | PSZ2 G183.92-68.82 |                 |          |                   |
|  99198 |                ABELL S0937 |  -39.51745 | -63.58477 | 0.222 | 330.56 |  65.65 |    False |    True |                            |             ABELL S0937 |  99198 |                     | PSZ2 G330.53-40.56 |                 |          |                   |
|  80524 |                 ABELL 4041 |   -2.93027 | -28.82992 | 0.223 |  22.30 |  55.88 |    False |   False |                            |              ABELL 4041 |  80524 | ACT-CL J2348.2-2853 |                    |                 |          |                   |
|  55910 |                 ABELL 0477 |   63.05788 |  -1.86282 | 0.223 | 194.04 | 107.64 |    False |    True |                            |              ABELL 0477 |  55910 |                     |                    |                 |          |                   |
|  60557 |                      60557 |   70.87652 |  -4.13386 | 0.224 | 201.13 |  55.73 |    False |   False |                            |                         |  60557 |                     |                    |                 |          |                   |
|  68263 |                      68263 |   -5.57994 | -13.38354 | 0.225 |  67.85 |  51.96 |    False |   False |                            |                         |  68263 |                     |                    |                 |          |                   |
|  71139 |           RXC J1514.9-1523 | -131.26523 | -15.38499 | 0.225 | 346.58 | 129.06 |     True |   False |           RXC J1514.9-1523 |                         |  71139 |                     | PSZ2 G346.61+35.06 |                 |          |                   |
|  70547 |                 ABELL 3470 |  167.90561 | -18.82680 | 0.225 | 272.45 |  50.86 |    False |   False |                            |              ABELL 3470 |  70547 |                     |                    |                 |          |                   |
|  56080 |                      56080 |   76.30469 |  -2.29005 | 0.225 | 202.28 |  74.74 |    False |    True |                            |                         |  56080 |                     |                    |                 |          |                   |
|  96500 |                      96500 |  -60.13833 | -55.81326 | 0.225 | 342.03 |  68.45 |    False |    True |                            |                         |  96500 | ACT-CL J1959.2-5548 |                    |                 |          |                   |
|  55897 |                      55897 |   66.37503 |  -0.74863 | 0.226 | 195.04 |  69.03 |    False |    True |                            |                         |  55897 | ACT-CL J0425.5-0046 |                    |                 |          |                   |
|  95238 |                      95238 |  103.32999 | -57.75111 | 0.226 | 267.67 |  71.37 |    False |    True |                            |                         |  95238 | ACT-CL J0653.3-5745 |                    |                 |          |                   |
|  95047 |         PSZ2 G263.14-23.41 |   99.69586 | -53.97641 | 0.226 | 263.14 |  97.04 |    False |    True |         PSZ2 G263.14-23.41 |             ABELL S0592 |  95047 | ACT-CL J0638.7-5358 | PSZ2 G263.14-23.41 |                 |          | MCXC J0638.7-5358 |
|  62423 |                      62423 | -163.21836 |  -6.51763 | 0.226 | 309.94 |  51.98 |    False |   False |                            |                         |  62423 |                     |                    |                 |          |                   |
|  74420 |                 ABELL 3419 |  142.13426 | -22.73525 | 0.226 | 253.45 |  47.89 |    False |   False |                            |              ABELL 3419 |  74420 |                     |                    |                 |          |                   |
|  52264 |                      52264 |  126.48484 |   4.25716 | 0.226 | 220.18 |  60.06 |    False |   False |                            |                         |  52264 | ACT-CL J0825.9+0414 | PSZ2 G220.11+22.91 |                 |          |                   |
|  84162 |                 ABELL 2812 |   10.60422 | -38.15261 | 0.226 | 312.11 |  52.10 |    False |   False |                            |              ABELL 2812 |  84162 | ACT-CL J0042.4-3809 | PSZ2 G311.91-78.80 |                 |          |                   |
|  53527 |                 ABELL 1942 | -140.39800 |   3.64089 | 0.227 | 355.01 |  80.40 |    False |    True |                            |              ABELL 1942 |  53527 |                     | PSZ2 G355.07+55.32 |                 |          |                   |
|  52258 |                 ABELL 0664 |  126.21851 |   4.48532 | 0.227 | 219.82 |  55.61 |    False |   False |                            |              ABELL 0664 |  52258 | ACT-CL J0824.9+0426 | PSZ2 G219.88+22.83 |                 |          |                   |
|  68342 |                      68342 |   -0.38407 | -13.12063 | 0.227 |  78.83 |  51.55 |    False |   False |                            |                         |  68342 | ACT-CL J2358.5-1307 |                    |                 |          |                   |
|  62366 |                      62366 | -163.22452 |  -6.53321 | 0.227 | 309.92 |  50.42 |    False |   False |                            |                         |  62366 |                     |                    |                 |          |                   |
|  91806 |                 ABELL 3280 |   69.62669 | -49.10413 | 0.227 | 255.85 |  63.83 |    False |    True |                            |              ABELL 3280 |  91806 |                     |                    |                 |          |                   |
|  77148 |                 ABELL 0368 |   39.36615 | -26.50988 | 0.228 | 217.53 | 100.50 |    False |    True |                            |              ABELL 0368 |  77148 | ACT-CL J0237.4-2630 |                    |                 |          |                   |
|  59207 |                 ABELL 2355 |  -36.16572 |   1.40098 | 0.229 |  55.95 | 112.65 |    False |    True |                            |              ABELL 2355 |  59207 | ACT-CL J2135.2+0125 | PSZ2 G055.95-34.89 |                 |          |                   |
|  82896 |                      82896 | -138.72168 | -34.16301 | 0.229 | 328.27 |  76.46 |    False |    True |                            |                         |  82896 |                     |                    |                 |          |                   |
|  55394 |                 ABELL 0267 |   28.19992 |   1.01789 | 0.229 | 153.08 |  84.29 |    False |    True |                            |              ABELL 0267 |  55394 | ACT-CL J0152.6+0100 | PSZ2 G153.00-58.26 |                 |          |                   |
|  65034 |                 ABELL 0517 |   72.63943 |  -9.23142 | 0.229 | 207.32 |  53.49 |    False |   False |                            |              ABELL 0517 |  65034 | ACT-CL J0451.1-0917 |                    |                 |          |                   |
|  55475 |                 ABELL 0267 |   28.17933 |   1.01161 | 0.229 | 153.05 |  89.93 |    False |    True |                            |              ABELL 0267 |  55475 | ACT-CL J0152.6+0100 | PSZ2 G153.00-58.26 |                 |          |                   |
