|   name |               Cluster Name |         ra |       dec |     z |  gal_l |   mass | complete | lowmass |                    CHANCES |                   Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|  72226 |                 ABELL 2496 |  -17.26797 | -16.40533 | 0.123 |  47.70 |  66.90 |    False |    True |                            |              ABELL 2496 |  72226 | ACT-CL J2250.9-1624 | PSZ2 G047.73-60.15 |                 |          |                   |
|  94430 |                 ABELL 3067 |   43.64826 | -54.08512 | 0.123 | 271.49 |  33.17 |    False |   False |                            |              ABELL 3067 |  94430 |                     |                    |                 |          |                   |
|  57314 |                 ABELL 1078 |  160.87567 |   0.59318 | 0.123 | 248.41 |  30.25 |    False |   False |                            |              ABELL 1078 |  57314 |                     |                    |                 |          |                   |
|  60644 |                      60644 |   75.82119 |  -3.47605 | 0.124 | 203.17 |  30.76 |    False |   False |                            |                         |  60644 |                     |                    |                 |          |                   |
|  75158 |                 ABELL 1791 | -152.77082 | -25.43151 | 0.124 | 318.94 |  45.04 |    False |    True |                            |              ABELL 1791 |  75158 |                     |                    |                 |          |                   |
|  91401 |                 ABELL 2941 |   26.27427 | -53.02354 | 0.124 | 285.49 |  81.92 |    False |    True |                            |              ABELL 2941 |  91401 | ACT-CL J0144.9-5301 | PSZ2 G285.52-62.23 |           A2941 |          | MCXC J0145.0-5300 |
|  56036 |                      56036 |   75.42836 |   1.16294 | 0.124 | 198.52 |  47.77 |    False |    True |                            |                         |  56036 | ACT-CL J0501.4+0110 | PSZ2 G198.47-23.69 |                 |          |                   |
|  91088 |                 ABELL 3925 |  -17.04184 | -46.59979 | 0.124 | 345.34 |  47.84 |    False |    True |                            |              ABELL 3925 |  91088 |                     |                    |                 |          |                   |
|  92188 |                 ABELL 3385 |   94.44201 | -52.03368 | 0.124 | 260.28 |  54.16 |    False |    True |                            |              ABELL 3385 |  92188 |                     |                    |                 |          |                   |
|  76914 |                 ABELL 2926 |   23.46775 | -27.52227 | 0.125 | 217.76 |  38.57 |    False |   False |                            |              ABELL 2926 |  76914 |                     |                    |                 |          |                   |
|  82820 |                      82820 | -155.61026 | -36.00608 | 0.125 | 313.29 |  38.29 |    False |   False |                            |                         |  82820 |                     |                    |                 |          |                   |
|  90662 |                ABELL S0827 |  -63.36925 | -42.94674 | 0.125 | 356.39 |  37.55 |    False |   False |                            |             ABELL S0827 |  90662 |                     |                    |                 |          |                   |
|  75132 |                 ABELL 1757 | -156.58302 | -23.28471 | 0.126 | 315.36 |  72.16 |    False |    True |                            |              ABELL 1757 |  75132 |                     | PSZ2 G315.36+38.54 |                 |          |                   |
|  74625 |                      74625 |  155.17954 | -24.91467 | 0.126 | 264.64 |  31.87 |    False |   False |                            |                         |  74625 |                     |                    |                 |          |                   |
|  57548 |                 ABELL 1373 |  176.39830 |  -2.38556 | 0.126 | 272.08 |  64.88 |    False |    True |                            |              ABELL 1373 |  57548 |                     |                    |                 |          |                   |
| 102933 |                 ABELL 3931 |  -16.55911 | -71.51331 | 0.126 | 315.17 |  39.00 |    False |   False |                            |              ABELL 3931 | 102933 |                     |                    |                 |          |                   |
|  62255 |                 ABELL 1448 | -179.26523 |  -6.82599 | 0.127 | 282.11 |  93.69 |     True |   False |                            |              ABELL 1448 |  62255 |                     | PSZ2 G282.12+54.04 |                 |          |                   |
|  91133 |                 ABELL 3970 |  -13.58377 | -45.21692 | 0.127 | 345.29 |  47.00 |    False |    True |                            |              ABELL 3970 |  91133 |                     |                    |                 |          |                   |
|  66539 |                      66539 |  179.30845 | -12.84007 | 0.128 | 283.00 |  32.62 |    False |   False |                            |                         |  66539 |                     |                    |                 |          |                   |
|  60099 |                 ABELL 0274 |   28.75776 |  -6.23968 | 0.128 | 161.69 |  31.11 |    False |   False |                            |              ABELL 0274 |  60099 | ACT-CL J0155.0-0615 |                    |                 |          |                   |
|  63721 |                 ABELL 2363 |  -34.72197 |  -8.29028 | 0.128 |  46.48 |  37.24 |    False |   False |                            |              ABELL 2363 |  63721 |                     |                    |                 |          |                   |
|  96754 |                 ABELL 3875 |  -23.47161 | -57.23297 | 0.128 | 333.19 |  56.26 |    False |    True |                            |              ABELL 3875 |  96754 |                     |                    |                 |          |                   |
| 101748 |                 ABELL 3136 |   53.04359 | -71.83325 | 0.128 | 287.66 |  78.43 |    False |    True |                            |              ABELL 3136 | 101748 |                     |                    |                 |          |                   |
|  57297 |                 ABELL 1038 |  158.23930 |   2.16912 | 0.128 | 243.94 |  34.25 |    False |   False |                            |              ABELL 1038 |  57297 |                     |                    |                 |          |                   |
|  93981 |                      93981 |  -28.49281 | -49.71856 | 0.128 | 345.96 |  31.46 |    False |   False |                            |                         |  93981 |                     |                    |                 |          |                   |
|  63606 |                 ABELL 2343 |  -39.40535 |  -5.46137 | 0.129 |  46.71 |  47.66 |    False |    True |                            |              ABELL 2343 |  63606 |                     |                    |                 |          |                   |
|  74733 |                 ABELL 1161 |  166.40009 | -22.14799 | 0.130 | 272.89 |  30.70 |    False |   False |                            |              ABELL 1161 |  74733 |                     |                    |                 |          |                   |
|  66253 |                      66253 |  155.70045 | -14.07052 | 0.130 | 257.09 |  40.19 |    False |   False |                            |                         |  66253 |                     |                    |                 |          |                   |
|  63790 |                      63790 |  -33.19385 |  -7.87119 | 0.130 |  47.97 |  30.30 |    False |   False |                            |                         |  63790 |                     |                    |                 |          |                   |
|  84430 |                 ABELL 2969 |   30.91208 | -41.09480 | 0.130 | 260.81 |  44.41 |    False |   False |                            |              ABELL 2969 |  84430 |                     |                    |                 |          |                   |
|  78560 |                 ABELL 3442 |  154.77265 | -26.12988 | 0.130 | 265.14 |  46.79 |    False |    True |                            |              ABELL 3442 |  78560 |                     |                    |                 |          |                   |
|  75079 |                 ABELL 3541 | -164.06728 | -24.25675 | 0.130 | 306.51 |  78.43 |    False |    True |                            |              ABELL 3541 |  75079 |                     | PSZ2 G306.50+38.50 |                 |          |                   |
|  82444 |                 ABELL 3481 |  170.33145 | -32.17000 | 0.130 | 281.60 |  41.88 |    False |   False |                            |              ABELL 3481 |  82444 |                     |                    |                 |          |                   |
|  62548 |                 ABELL 1839 | -149.34948 |  -4.85291 | 0.131 | 333.87 |  33.81 |    False |   False |                            |              ABELL 1839 |  62548 |                     |                    |                 |          |                   |
|  86086 |                      86086 |  168.56053 | -38.18727 | 0.131 | 282.69 |  46.84 |    False |    True |                            |                         |  86086 |                     | PSZ2 G282.67+20.83 |                 |          |                   |
|  61937 |                 ABELL 1079 |  160.87206 |  -7.37574 | 0.132 | 256.39 |  38.00 |    False |   False |                            |              ABELL 1079 |  61937 |                     |                    |                 |          |                   |
|  61933 |                 ABELL 1084 |  161.13982 |  -7.06937 | 0.132 | 256.39 |  41.47 |    False |   False |                            |              ABELL 1084 |  61933 |                     | PSZ2 G256.38+44.04 |                 |          |                   |
|  75048 |                 ABELL 1699 | -161.25034 | -22.10142 | 0.133 | 310.11 |  37.23 |    False |   False |                            |              ABELL 1699 |  75048 |                     |                    |                 |          |                   |
|  53269 |                      53269 | -159.08103 |   4.72984 | 0.134 | 323.29 |  35.53 |    False |   False |                            |                         |  53269 | ACT-CL J1323.6+0446 |                    |                 |          |                   |
|  83570 |                      83570 |  -52.28288 | -35.53333 | 0.134 |   6.86 |  72.05 |    False |    True |                            |                         |  83570 |                     | PSZ2 G006.82-34.71 |                 |          |                   |
|  52985 |                 ABELL 1437 | -179.90478 |   3.34399 | 0.134 | 273.57 |  94.60 |     True |   False |                            |              ABELL 1437 |  52985 |                     | PSZ2 G273.59+63.27 |                 |          |                   |
|  67961 |                      67961 |  -33.43842 |  -8.69454 | 0.134 |  46.83 |  33.23 |    False |   False |                            |                         |  67961 |                     |                    |                 |          |                   |
|  75043 |                 ABELL 3538 | -164.77751 | -21.59540 | 0.135 | 305.85 |  31.69 |    False |   False |                            |              ABELL 3538 |  75043 |                     |                    |                 |          |                   |
|  73482 |                      73482 |   78.69788 | -19.88920 | 0.135 | 221.37 |  54.42 |    False |    True |                            |                         |  73482 |                     |                    |                 |          |                   |
|  59120 |                      59120 |  -40.02779 |   1.35068 | 0.136 |  53.30 |  51.44 |    False |    True |                            |                         |  59120 |                     |                    |                 |          |                   |
|  60470 |                 ABELL 0479 |   63.58850 |  -3.44704 | 0.136 | 196.04 |  32.67 |    False |   False |                            |              ABELL 0479 |  60470 |                     |                    |                 |          |                   |
|  57608 |                 ABELL 1392 |  177.59884 |  -0.60023 | 0.136 | 272.57 |  32.19 |    False |   False |                            |              ABELL 1392 |  57608 |                     |                    |                 |          |                   |
|  53053 |                 ABELL 1456 | -179.05985 |   4.25924 | 0.136 | 274.40 |  39.55 |    False |   False |                            |              ABELL 1456 |  53053 |                     |                    |                 |          |                   |
|  99614 |                 ABELL 3080 |   45.07429 | -66.07766 | 0.138 | 284.72 |  44.95 |    False |   False |                            |              ABELL 3080 |  99614 |                     |                    |                 |          |                   |
|  66069 |                      66069 |  141.67160 | -13.21145 | 0.138 | 245.34 |  37.67 |    False |   False |                            |                         |  66069 |                     |                    |                 |          |                   |
|  87617 |                 ABELL 3856 |  -25.33459 | -38.88861 | 0.138 |   2.76 |  67.52 |    False |    True |                            |              ABELL 3856 |  87617 | ACT-CL J2218.6-3853 | PSZ2 G002.77-56.16 |                 |          |                   |
|  58098 |                 ABELL 1938 | -140.59506 |  -0.29868 | 0.138 | 350.22 |  42.20 |    False |   False |                            |              ABELL 1938 |  58098 |                     |                    |                 |          |                   |
|  77367 |                 ABELL 3165 |   56.74913 | -29.01081 | 0.138 | 226.31 |  31.58 |    False |   False |                            |              ABELL 3165 |  77367 |                     |                    |                 |          |                   |
|  57764 |                 ABELL 1577 | -170.51078 |  -0.27231 | 0.138 | 295.64 |  37.61 |    False |   False |                            |              ABELL 1577 |  57764 |                     |                    |                 |          |                   |
|  70373 |                      70373 |  155.60638 | -14.49197 | 0.139 | 257.34 |  32.04 |    False |   False |                            |                         |  70373 |                     |                    |                 |          |                   |
|  64852 |                 ABELL 0448 |   54.62627 | -11.16138 | 0.139 | 199.06 |  58.39 |    False |    True |                            |              ABELL 0448 |  64852 |                     |                    |                 |          |                   |
|  55745 |                      55745 |   53.58691 |  -1.18928 | 0.139 | 186.31 |  29.96 |    False |   False |                            |                         |  55745 |                     |                    |                 |          |                   |
|  96545 |                 ABELL 3718 |  -46.04147 | -54.91680 | 0.139 | 342.63 |  47.90 |    False |    True |                            |              ABELL 3718 |  96545 | ACT-CL J2055.9-5456 | PSZ2 G342.62-39.60 |                 |          |                   |
|  93847 |                 ABELL 3675 |  -54.52282 | -52.95686 | 0.140 | 345.53 |  59.74 |    False |    True |                            |              ABELL 3675 |  93847 |                     |                    |                 |          |                   |
|  60076 |                 ABELL 0329 |   33.66333 |  -4.54832 | 0.140 | 167.91 |  52.85 |    False |    True |                            |              ABELL 0329 |  60076 | ACT-CL J0214.7-0432 | PSZ2 G167.98-59.95 |                 |          |                   |
|  58013 |                 ABELL 1882 | -146.24339 |  -0.45126 | 0.140 | 342.41 |  86.61 |    False |    True |                            |              ABELL 1882 |  58013 |                     |                    |                 |          |                   |
|  76972 |                 ABELL 0264 |   27.99465 | -25.80677 | 0.140 | 210.78 |  45.66 |    False |   False |                            |              ABELL 0264 |  76972 |                     |                    |                 |          |                   |
|  55753 |                      55753 |   53.29537 |  -1.68377 | 0.141 | 186.61 |  43.34 |    False |   False |                            |                         |  55753 |                     |                    |                 |          |                   |
|  74668 |                 ABELL 1146 |  165.29584 | -22.72450 | 0.141 | 272.16 | 120.96 |     True |   False |                            |              ABELL 1146 |  74668 |                     | PSZ2 G272.16+33.47 |                 |          |                   |
|  60134 |                      60134 |   36.41311 |  -3.19093 | 0.141 | 170.26 |  40.78 |    False |   False |                            |                         |  60134 |                     |                    |                 |          |                   |
|  66065 |                 ABELL 0863 |  145.97555 | -12.65583 | 0.141 | 247.95 |  37.59 |    False |   False |                            |              ABELL 0863 |  66065 |                     |                    |                 |          |                   |
|  74907 |                 ABELL 3514 | -174.28028 | -25.49859 | 0.141 | 294.86 |  47.43 |    False |   False |                            |              ABELL 3514 |  74907 |                     |                    |                 |          |                   |
|  81642 |                 ABELL 3378 |   91.46317 | -35.30007 | 0.141 | 241.78 |  67.31 |    False |    True |                            |              ABELL 3378 |  81642 | ACT-CL J0605.7-3518 | PSZ2 G241.79-24.01 |                 |          |                   |
|  78932 |                 ABELL 3502 | -178.93032 | -28.23343 | 0.141 | 290.47 |  38.43 |    False |   False |                            |              ABELL 3502 |  78932 |                     |                    |                 |          |                   |
|  82743 |                      82743 | -159.59588 | -34.62807 | 0.141 | 309.95 |  33.32 |    False |   False |                            |                         |  82743 |                     |                    |                 |          |                   |
|  90929 |                      90929 |  -35.18719 | -43.93716 | 0.141 | 356.31 |  32.10 |    False |   False |                            |                         |  90929 |                     |                    |                 |          |                   |
|  77499 |                      77499 |   73.63665 | -25.97324 | 0.142 | 226.52 |  32.44 |    False |   False |                            |                         |  77499 |                     |                    |                 |          |                   |
|  62538 |                 ABELL 1858 | -148.00992 |  -4.31956 | 0.142 | 336.28 |  43.27 |    False |   False |                            |              ABELL 1858 |  62538 |                     |                    |                 |          |                   |
|  76675 |                 ABELL 0022 |    5.16851 | -25.72439 | 0.142 |  42.72 |  75.55 |    False |    True |                            |              ABELL 0022 |  76675 | ACT-CL J0020.6-2543 | PSZ2 G042.81-82.97 |                 |          | MCXC J0020.7-2542 |
|  81340 |                 ABELL 3253 |   66.32948 | -36.20787 | 0.143 | 238.25 |  37.78 |    False |   False |                            |              ABELL 3253 |  81340 |                     |                    |                 |          |                   |
|  60700 |                      60700 |   73.40113 |  -7.33328 | 0.143 | 205.75 |  36.40 |    False |   False |                            |                         |  60700 |                     |                    |                 |          |                   |
|  55229 |                      55229 |   15.67885 |   1.12816 | 0.144 | 128.87 |  35.82 |    False |   False |                            |                         |  55229 | ACT-CL J0102.7+0108 |                    |                 |          |                   |
|  70289 |                      70289 |  152.33936 | -14.79210 | 0.144 | 254.77 |  33.78 |    False |   False |                            |                         |  70289 |                     |                    |                 |          |                   |
|  91836 |                 ABELL 3303 |   75.23582 | -51.26409 | 0.144 | 258.32 |  39.70 |    False |   False |                            |              ABELL 3303 |  91836 | ACT-CL J0500.9-5116 |                    |                 |          |                   |
|  90851 |                 ABELL 3736 |  -44.13038 | -43.33046 | 0.144 | 357.75 |  45.94 |    False |   False |                            |              ABELL 3736 |  90851 | ACT-CL J2103.4-4321 | PSZ2 G357.75-41.77 |                 |          |                   |
|  75004 |                 ABELL 1604 | -169.03023 | -23.15250 | 0.144 | 300.67 |  46.35 |    False |   False |                            |              ABELL 1604 |  75004 |                     |                    |                 |          |                   |
|  70782 |                 ABELL 1603 | -169.07960 | -15.57100 | 0.144 | 300.18 |  48.67 |    False |    True |                            |              ABELL 1603 |  70782 |                     |                    |                 |          |                   |
|  95076 |                      95076 |   99.55414 | -54.93462 | 0.145 | 264.13 |  35.37 |    False |   False |                            |                         |  95076 |                     |                    |                 |          |                   |
|  58300 |                 ABELL 2094 | -125.85908 |  -2.04692 | 0.145 |   3.35 |  55.64 |    False |    True |                            |              ABELL 2094 |  58300 |                     |                    |                 |          |                   |
|  74486 |                      74486 |  149.69536 | -20.83770 | 0.145 | 257.39 |  32.57 |    False |   False |                            |                         |  74486 |                     |                    |                 |          |                   |
|  91211 |                 ABELL 2777 |    6.84166 | -50.24851 | 0.145 | 312.58 |  34.98 |    False |   False |                            |              ABELL 2777 |  91211 | ACT-CL J0027.3-5014 | PSZ2 G312.63-66.40 |                 |          | MCXC J0027.3-5015 |
| 101295 |                ABELL S0856 |  -57.06852 | -65.31635 | 0.145 | 330.75 |  43.10 |    False |   False |                            |             ABELL S0856 | 101295 |                     |                    |                 |          |                   |
|  84260 |             ESO 296- G 001 |   17.05291 | -40.34615 | 0.145 | 289.29 |  48.91 |    False |    True |                            |          ESO 296- G 001 |  84260 |                     |                    |                 |          | MCXC J0108.5-4020 |
|  60688 |                      60688 |   75.98661 |  -6.29160 | 0.146 | 206.03 |  47.07 |    False |   False |                            |                         |  60688 |                     |                    |                 |          |                   |
|  92152 |                 ABELL 3402 |  100.38097 | -49.75606 | 0.146 | 258.86 |  36.78 |    False |   False |                            |              ABELL 3402 |  92152 |                     |                    |                 |          |                   |
|  60041 |                 ABELL 0217 |   24.15073 |  -8.08372 | 0.147 | 154.33 |  38.57 |    False |   False |                            |              ABELL 0217 |  60041 |                     |                    |                 |          |                   |
|  74558 |                 ABELL 0966 |  154.05977 | -25.42165 | 0.147 | 264.10 |  47.25 |    False |   False |                            |              ABELL 0966 |  74558 |                     |                    |                 |          |                   |
|  64072 |                 ABELL 2664 |   -2.45484 |  -3.65897 | 0.147 |  88.33 |  42.84 |    False |   False |                            |              ABELL 2664 |  64072 |                     |                    |                 |          |                   |
|  58022 |                      58022 | -151.40682 |  -1.03161 | 0.147 | 333.73 |  51.12 |    False |    True |                            |                         |  58022 |                     |                    |                 |          |                   |
|  69128 |                 ABELL 0472 |   60.93480 | -17.16217 | 0.147 | 210.64 |  56.49 |    False |    True |                            |              ABELL 0472 |  69128 |                     | PSZ2 G210.57-44.61 |                 |          |                   |
|  51077 |                 ABELL 0313 |   32.52010 |   2.89664 | 0.148 | 158.27 |  46.06 |    False |   False |                            |              ABELL 0313 |  51077 | ACT-CL J0210.1+0254 |                    |                 |          |                   |
|  58301 |                 ABELL 2103 | -125.02279 |  -2.18764 | 0.148 |   3.90 |  37.01 |    False |   False |                            |              ABELL 2103 |  58301 |                     |                    |                 |          |                   |
|  65108 |                 ABELL 0536 |   76.93816 |  -9.25667 | 0.148 | 209.48 |  36.63 |    False |   False |                            |              ABELL 0536 |  65108 | ACT-CL J0507.6-0915 |                    |                 |          |                   |
|  81372 |                 ABELL 3313 |   76.28395 | -32.33437 | 0.148 | 234.82 |  40.12 |    False |   False |                            |              ABELL 3313 |  81372 | ACT-CL J0505.1-3219 |                    |                 |          |                   |
|  62767 |                      62767 | -133.03924 |  -7.65226 | 0.148 | 351.37 |  44.73 |    False |   False |                            |                         |  62767 |                     |                    |                 |          |                   |
|  84144 |                 ABELL 2763 |    5.02514 | -41.97252 | 0.149 | 324.27 |  58.84 |    False |    True |                            |              ABELL 2763 |  84144 |                     |                    |                 |          |                   |
|  78885 |                 ABELL 3495 |  179.70072 | -28.94766 | 0.149 | 289.27 |  33.73 |    False |   False |                            |              ABELL 3495 |  78885 |                     |                    |                 |          |                   |
|  66070 |                 ABELL 0816 |  142.76957 | -13.34656 | 0.150 | 246.22 |  40.23 |    False |   False |                            |              ABELL 0816 |  66070 |                     |                    |                 |          |                   |
|  96482 |                      96482 |  -56.90453 | -54.00643 | 0.150 | 344.24 |  45.88 |    False |   False |                            |                         |  96482 |                     |                    |                 |          |                   |
|  64299 |                 ABELL 0129 |   15.24150 |  -9.94347 | 0.150 | 130.83 |  50.24 |    False |    True |                            |              ABELL 0129 |  64299 |                     |                    |                 |          |                   |
|  83922 |                 ABELL 3854 |  -25.56274 | -35.72941 | 0.150 |   8.45 | 106.82 |     True |   False |                            |              ABELL 3854 |  83922 | ACT-CL J2217.7-3543 | PSZ2 G008.47-56.34 |                 |          |                   |
|  85242 |                ABELL S0579 |   94.13476 | -39.79528 | 0.150 | 247.15 |  67.71 |    False |    True |                            |             ABELL S0579 |  85242 | ACT-CL J0616.5-3947 | PSZ2 G247.19-23.31 |                 |          |                   |
|  61724 |                 ABELL 0880 |  147.43371 |  -4.15150 | 0.150 | 241.30 |  53.12 |    False |    True |                            |              ABELL 0880 |  61724 |                     |                    |                 |          |                   |
|  66287 |                      66287 |  163.28946 | -10.98629 | 0.150 | 262.02 |  38.31 |    False |   False |                            |                         |  66287 |                     |                    |                 |          |                   |
|  70128 |                 ABELL 0813 |  142.61399 | -14.57075 | 0.151 | 247.16 |  60.46 |    False |    True |                            |              ABELL 0813 |  70128 |                     | PSZ2 G247.14+25.88 |                 |          |                   |
|  56029 |                      56029 |   75.26923 |   1.65484 | 0.151 | 197.97 |  49.81 |    False |    True |                            |                         |  56029 |                     |                    |                 |          |                   |
|  80851 |                 ABELL 2943 |   27.08873 | -31.92407 | 0.151 | 237.52 |  72.57 |    False |    True |                            |              ABELL 2943 |  80851 | ACT-CL J0148.2-3155 |                    |                 |          |                   |
|  60378 |                      60378 |   51.43410 |  -7.55191 | 0.151 | 192.00 |  43.15 |    False |   False |                            |                         |  60378 |                     |                    |                 |          |                   |
|  81557 |                 ABELL 3364 |   86.90191 | -31.87454 | 0.151 | 236.93 | 108.01 |     True |   False |                            |              ABELL 3364 |  81557 | ACT-CL J0547.6-3152 | PSZ2 G236.92-26.65 |                 |          |                   |
|  56045 |                 ABELL 0519 |   73.44617 |   0.68246 | 0.152 | 197.86 |  44.14 |    False |   False |                            |              ABELL 0519 |  56045 |                     |                    |                 |          |                   |
|  88534 |                 ABELL 3292 |   72.47790 | -44.67630 | 0.152 | 249.90 |  58.95 |    False |    True |                            |              ABELL 3292 |  88534 | ACT-CL J0449.9-4440 | PSZ2 G249.91-39.86 |                 |          | MCXC J0449.9-4440 |
|  66251 |                 ABELL 0976 |  154.87865 | -13.91517 | 0.153 | 256.23 |  63.62 |    False |    True |                            |              ABELL 0976 |  66251 |                     | PSZ2 G256.24+34.83 |                 |          |                   |
|  96813 |                 ABELL 3950 |  -14.99350 | -56.28615 | 0.153 | 329.59 |  48.67 |    False |   False |                            |              ABELL 3950 |  96813 | ACT-CL J2300.0-5617 | PSZ2 G329.53-54.73 |                 |          |                   |
|  57043 |                 ABELL 0847 |  145.12001 |   2.47127 | 0.153 | 232.85 |  52.22 |    False |    True |                            |              ABELL 0847 |  57043 |                     | PSZ2 G232.84+38.13 |                 |          |                   |
|  66249 |                      66249 |  153.40769 | -13.83972 | 0.153 | 254.89 |  56.91 |    False |    True |                            |                         |  66249 |                     | PSZ2 G254.90+33.92 |                 |          |                   |
|  70775 |                 ABELL 1645 | -165.70208 | -14.92246 | 0.153 | 305.01 |  39.59 |    False |   False |                            |              ABELL 1645 |  70775 |                     |                    |                 |          |                   |
|  96835 |                 ABELL 3939 |  -16.41022 | -58.08702 | 0.153 | 328.30 |  34.91 |    False |   False |                            |              ABELL 3939 |  96835 |                     |                    |                 |          |                   |
|  66531 |                 ABELL 1391 |  177.45559 | -12.31312 | 0.153 | 280.20 |  75.04 |    False |    True |                            |              ABELL 1391 |  66531 |                     | PSZ2 G280.17+47.83 |                 |          |                   |
|  80889 |                 ABELL 2952 |   28.59403 | -35.65316 | 0.153 | 249.28 |  43.59 |    False |   False |                            |              ABELL 2952 |  80889 |                     |                    |                 |          |                   |
|  97721 |                 ABELL 3398 |   98.82049 | -62.59286 | 0.154 | 272.30 |  38.05 |    False |   False |                            |              ABELL 3398 |  97721 |                     |                    |                 |          |                   |
|  55929 |                 ABELL 0508 |   71.48318 |   1.96558 | 0.154 | 195.51 |  52.37 |    False |    True |                            |              ABELL 0508 |  55929 |                     |                    |                 |          |                   |
|  77764 |                      77764 |   82.06810 | -29.71248 | 0.154 | 233.24 |  64.11 |    False |    True |                            |                         |  77764 | ACT-CL J0528.2-2942 | PSZ2 G233.25-30.01 |                 |          |                   |
|  88550 |                      88550 |   68.99731 | -45.68772 | 0.154 | 251.31 |  38.92 |    False |   False |                            |                         |  88550 |                     |                    |                 |          |                   |
|  51506 |                      51506 |   77.90258 |   2.90954 | 0.154 | 198.24 |  59.01 |    False |    True |                            |                         |  51506 |                     |                    |                 |          |                   |
|  63745 |                 ABELL 2389 |  -31.45328 |  -4.00249 | 0.154 |  53.63 |  70.16 |    False |    True |                            |              ABELL 2389 |  63745 |                     | PSZ2 G053.63-41.84 |                 |          |                   |
|  58293 |                      58293 | -126.76027 |  -0.75455 | 0.155 |   3.93 |  67.58 |    False |    True |                            |                         |  58293 |                     | PSZ2 G004.04+42.23 |                 |          |                   |
|  88539 |                 ABELL 3284 |   70.29006 | -45.08041 | 0.155 | 250.45 |  52.36 |    False |    True |                            |              ABELL 3284 |  88539 |                     | PSZ2 G250.43-41.42 |                 |          |                   |
|  55634 |                 ABELL 0409 |   45.84591 |   1.92262 | 0.155 | 175.79 |  36.05 |    False |   False |                            |              ABELL 0409 |  55634 | ACT-CL J0303.3+0155 |                    |                 |          |                   |
|  97297 |                 ABELL 3231 |   62.99539 | -64.60421 | 0.155 | 277.06 |  44.46 |    False |   False |                            |              ABELL 3231 |  97297 |                     |                    |                 |          |                   |
|  87290 |                 ABELL 3668 |  -56.98306 | -41.47961 | 0.155 | 359.08 | 111.18 |     True |   False |                            |              ABELL 3668 |  87290 | ACT-CL J2011.9-4129 | PSZ2 G359.07-32.12 |                 |          |                   |
|  99660 |                 ABELL 3219 |   61.48974 | -65.58712 | 0.155 | 278.60 |  39.80 |    False |   False |                            |              ABELL 3219 |  99660 |                     |                    |                 |          |                   |
|  52716 |                 ABELL 1047 |  158.72134 |   4.40356 | 0.155 | 241.76 |  37.15 |    False |   False |                            |              ABELL 1047 |  52716 | ACT-CL J1034.8+0424 | PSZ2 G241.79+50.30 |                 |          |                   |
|  61948 |                      61948 |  165.89508 |  -8.59972 | 0.156 | 262.96 |  39.64 |    False |   False |                            |                         |  61948 |                     | PSZ2 G262.95+45.74 |                 |          |                   |
|  65039 |                 ABELL 0506 |   70.80457 |  -9.63541 | 0.156 | 206.81 |  69.29 |    False |    True |                            |              ABELL 0506 |  65039 |                     |                    |                 |          |                   |
|  70780 |                      70780 | -166.30900 | -15.44953 | 0.156 | 304.12 |  40.05 |    False |   False |                            |                         |  70780 |                     |                    |                 |          |                   |
|  69545 |                 ABELL 0551 |   88.68636 | -17.77821 | 0.158 | 223.09 |  63.04 |    False |    True |                            |              ABELL 0551 |  69545 |                     | PSZ2 G223.04-20.27 |                 |          |                   |
|  66045 |                      66045 |  145.18696 | -11.33010 | 0.158 | 246.22 |  45.60 |    False |   False |                            |                         |  66045 |                     |                    |                 |          |                   |
|  79283 |                 ABELL 3606 | -140.91203 | -28.35639 | 0.158 | 329.36 |  60.14 |    False |    True |                            |              ABELL 3606 |  79283 |                     | PSZ2 G329.29+29.18 |                 |          |                   |
|  97286 |                 ABELL 3230 |   62.81105 | -63.69816 | 0.158 | 276.01 |  73.73 |    False |    True |                            |              ABELL 3230 |  97286 |                     | PSZ2 G276.09-41.53 |                 |          |                   |
|  75320 |                      75320 | -139.71481 | -25.10077 | 0.158 | 332.21 |  45.11 |    False |   False |                            |                         |  75320 |                     |                    |                 |          |                   |
|  99654 |                 ABELL 3216 |   61.01371 | -65.20494 | 0.159 | 278.27 |  90.83 |    False |    True |                            |              ABELL 3216 |  99654 |                     | PSZ2 G278.33-41.53 |                 |          |                   |
|  94262 |                      94262 |   15.81001 | -55.99158 | 0.159 | 299.52 |  36.74 |    False |   False |                            |                         |  94262 |                     |                    |                 |          |                   |
|  88059 |                 ABELL 2937 |   25.87490 | -46.23841 | 0.159 | 278.03 |  61.71 |    False |    True |                            |              ABELL 2937 |  88059 |                     |                    |                 |          |                   |
|  57769 |                      57769 | -173.31363 |  -0.63076 | 0.159 | 289.86 |  36.31 |    False |   False |                            |                         |  57769 |                     |                    |                 |          |                   |
|  64250 |                 ABELL 0045 |    7.47991 | -12.31775 | 0.160 | 103.08 |  53.44 |    False |    True |                            |              ABELL 0045 |  64250 | ACT-CL J0029.8-1219 |                    |                 |          |                   |
|  72668 |                 ABELL 0140 |   16.14871 | -23.97821 | 0.160 | 166.94 |  69.70 |    False |    True |                            |              ABELL 0140 |  72668 |                     |                    |                 |          |                   |
|  66012 |                 ABELL 0868 |  146.35515 |  -8.65900 | 0.161 | 244.71 |  80.95 |    False |    True |                            |              ABELL 0868 |  66012 |                     | PSZ2 G244.71+32.50 |                 |          |                   |
