|   name |         ra |       dec |     z |  gal_l |   mass | complete | lowmass |        S-PLUS | CHANCES |                   Abell |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT | WINGS |
|  90729 |  -53.85153 | -43.34094 | 0.254 | 357.25 |  58.57 |    False |   False |               |         |                         |                     |                    |                 |          |                   |       |
|  93831 |  -53.50478 | -51.29087 | 0.230 | 347.57 |  83.63 |    False |    True |               |         |             ABELL S0871 | ACT-CL J2025.9-5117 | PSZ2 G347.58-35.35 |                 |          |                   |       |
|  83570 |  -52.28288 | -35.53333 | 0.134 |   6.86 |  72.05 |    False |    True |               |         |                         |                     | PSZ2 G006.82-34.71 |                 |          |                   |       |
|  87341 |  -52.03234 | -40.61485 | 0.341 |   0.75 |  95.90 |    False |    True |               |         |                         | ACT-CL J2031.8-4037 | PSZ2 G000.77-35.69 |                 |          |                   |       |
|  96561 |  -51.96679 | -56.44179 | 0.284 | 341.19 |  70.53 |    False |   False |               |         |              ABELL 3685 | ACT-CL J2032.3-5627 | PSZ2 G341.19-36.12 |                 |          |                   |       |
|  99096 |  -51.54619 | -59.63407 | 0.200 | 337.23 |  56.72 |    False |   False |               |         |             ABELL S0880 | ACT-CL J2034.1-5936 |                    |                 |          |                   |       |
|  83605 |  -51.31308 | -34.05917 | 0.095 |   8.81 |  35.58 |    False |   False |               |         |              ABELL 3694 |                     | PSZ2 G008.80-35.18 |                 |          |                   |       |
|  90780 |  -51.08494 | -42.83649 | 0.183 | 358.11 |  47.81 |    False |   False |               |         |                         | ACT-CL J2035.6-4249 |                    |                 |          |                   |       |
|  83621 |  -49.52937 | -35.19610 | 0.088 |   7.76 |  50.07 |    False |    True |               |         |              ABELL 3705 | ACT-CL J2041.5-3508 | PSZ2 G007.76-36.83 |                 |          |                   |       |
|  99119 |  -47.91625 | -61.52189 | 0.108 | 334.54 |  39.03 |    False |   False |               |         |                         |                     |                    |                 |          |                   |       |
|  59018 |  -47.31732 |   1.40799 | 0.333 |  48.92 |  83.40 |    False |    True | STRIPE82_0106 |         |                         | ACT-CL J2050.7+0122 | PSZ2 G048.91-25.55 |                 |          |                   |       |
|  59012 |  -47.21681 |   2.26318 | 0.323 |  49.79 |  79.67 |    False |    True |               |         |                         | ACT-CL J2051.1+0215 | PSZ2 G049.80-25.16 |                 |          |                   |       |
|  59069 |  -47.00332 |  -1.53137 | 0.390 |  46.28 |  88.10 |    False |    True | STRIPE82_0105 |         |                         | ACT-CL J2051.9-0131 |                    |                 |          |                   |       |
|  76212 |  -46.48413 | -22.76934 | 0.263 |  23.62 |  61.45 |    False |   False |               |         |                         |                     |                    |                 |          |                   |       |
|  67797 |  -46.22335 | -11.75256 | 0.208 |  36.21 |  51.52 |    False |   False |               |         |                         |                     |                    |                 |          |                   |       |
|  59027 |  -46.13934 |   1.10255 | 0.407 |  49.31 |  82.46 |    False |    True | STRIPE82_0106 |         |                         | ACT-CL J2055.4+0105 |                    |                 |          |                   |       |
|  96545 |  -46.04147 | -54.91680 | 0.139 | 342.63 |  47.90 |    False |   False |  SPLUS-s43s33 |         |              ABELL 3718 | ACT-CL J2055.9-5456 | PSZ2 G342.62-39.60 |                 |          |                   |       |
|  54454 |  -45.50157 |   4.53307 | 0.284 |  52.92 |  69.52 |    False |   False |               |         |                         |                     |                    |                 |          |                   |       |
|  63555 |  -45.45994 |  -7.75930 | 0.081 |  40.84 |  42.31 |    False |    True |               |         |              ABELL 2331 |                     |                    |                 |          |                   |       |
|  59019 |  -45.29372 |   1.38813 | 0.328 |  50.08 | 106.13 |    False |    True | STRIPE82_0108 |         |                         | ACT-CL J2058.9+0122 | PSZ2 G050.06-27.32 |                 |          |                   |       |
|  59025 |  -45.03376 |   1.23698 | 0.164 |  50.09 |  44.00 |    False |   False | STRIPE82_0108 |         |                         |                     |                    |                 |          |                   |       |
|  90851 |  -44.13038 | -43.33046 | 0.144 | 357.75 |  45.94 |    False |   False |  SPLUS-s33s43 |         |              ABELL 3736 | ACT-CL J2103.4-4321 | PSZ2 G357.75-41.77 |                 |          |                   |       |
|  87428 |  -43.92254 | -41.34747 | 0.171 |   0.41 |  72.28 |    False |    True |  SPLUS-s32s43 |         |              ABELL 3739 | ACT-CL J2104.3-4120 | PSZ2 G000.40-41.86 |                 |          |                   |       |
|  90864 |  -42.17976 | -44.41068 | 0.168 | 356.24 |  55.79 |    False |   False |  SPLUS-s34s43 |         |                         |                     | PSZ2 G356.21-43.11 |                 |          |                   |       |
|  87406 |  -41.82118 | -39.78718 | 0.083 |   2.59 |  25.91 |    False |   False |  SPLUS-s31s45 |         |                         |                     |                    |                 |          |                   |       |
|  59147 |  -41.33962 |  -0.85464 | 0.230 |  50.29 |  47.39 |    False |   False | STRIPE82_0113 |         |                         |                     |                    |                 |          |                   |       |
|  59135 |  -40.28638 |   0.56080 | 0.274 |  52.36 |  96.69 |    False |    True | STRIPE82_0116 |         |                         |                     | PSZ2 G052.35-31.98 |                 |          |                   |       |
|  59120 |  -40.02779 |   1.35068 | 0.136 |  53.30 |  51.44 |    False |   False | STRIPE82_0116 |         |                         |                     |                    |                 |          |                   |       |
|  87493 |  -39.90327 | -40.29500 | 0.264 |   1.91 |  55.17 |    False |   False |  SPLUS-s31s46 |         |                         | ACT-CL J2120.5-4016 |                    |                 |          |                   |       |
|  99198 |  -39.51745 | -63.58477 | 0.222 | 330.56 |  65.65 |    False |   False |               |         |             ABELL S0937 |                     | PSZ2 G330.53-40.56 |                 |          |                   |       |
|  67873 |  -39.50284 | -12.69182 | 0.183 |  38.56 |  72.76 |    False |    True |               |         |              ABELL 2342 |                     |                    |                 |          |                   |       |
|  63606 |  -39.40535 |  -5.46137 | 0.129 |  46.71 |  47.66 |    False |   False |               |         |              ABELL 2343 |                     |                    |                 |          |                   |       |
|  63703 |  -38.69683 |  -6.96336 | 0.118 |  45.51 |  47.07 |    False |   False |               |         |                         |                     | PSZ2 G045.50-37.21 | RXCJ2125.2-0657 |          |                   |       |
|  67938 |  -38.24927 | -12.15829 | 0.178 |  39.86 | 129.47 |     True |   False |               |         |              ABELL 2345 | ACT-CL J2127.0-1210 | PSZ2 G039.85-39.96 |                 |          |                   |       |
|  59206 |  -37.89009 |   1.58097 | 0.382 |  54.94 | 137.44 |    False |    True | STRIPE82_0118 |         |                         | ACT-CL J2128.4+0136 | PSZ2 G054.95-33.39 |                 |          |                   |       |
|  59226 |  -37.58949 |   0.09469 | 0.234 |  53.66 |  67.08 |    False |   False | STRIPE82_0118 |         |                         | ACT-CL J2129.6+0005 | PSZ2 G053.64-34.48 |                 |          |                   |       |
|  93933 |  -37.54017 | -50.78658 | 0.076 | 346.85 |  24.96 |    False |   False |  SPLUS-s39s40 |         |              ABELL 3771 |                     | PSZ2 G346.86-45.38 |                 |          |                   |       |
|  54601 |  -37.52991 |   3.12956 | 0.089 |  56.71 |  30.10 |    False |   False |               |         |                         |                     |                    |                 |          |                   |       |
|  87494 |  -37.22174 | -40.31841 | 0.444 |   1.83 |  93.62 |    False |    True |  SPLUS-s31s48 |         |                         | ACT-CL J2131.0-4019 |                    |                 |          |                   |       |
|  90852 |  -37.09611 | -43.31399 | 0.114 | 357.45 |  40.16 |    False |   False |  SPLUS-s33s47 |         |              ABELL 3775 |                     |                    |                 |          |                   |       |
|  63687 |  -36.98633 |  -5.91123 | 0.086 |  47.73 |  34.47 |    False |   False |               |         |              ABELL 2350 |                     |                    |                 |          |                   |       |
|  96590 |  -36.46780 | -53.63760 | 0.077 | 342.69 |  35.94 |    False |   False |  SPLUS-s41s39 |         |              ABELL 3785 |                     |                    |                 |          |                   |       |
|  59236 |  -36.18882 |  -1.04286 | 0.327 |  53.45 |  92.11 |    False |    True | STRIPE82_0119 |         |                         | ACT-CL J2135.1-0103 | PSZ2 G053.44-36.25 |                 |          |                   |       |
|  59207 |  -36.16572 |   1.40098 | 0.229 |  55.95 | 112.65 |    False |    True | STRIPE82_0120 |         |              ABELL 2355 | ACT-CL J2135.2+0125 | PSZ2 G055.95-34.89 |                 |          |                   |       |
|  72028 |  -36.06722 | -14.96141 | 0.211 |  37.62 |  59.82 |    False |   False |               |         |              ABELL 2354 |                     |                    |                 |          |                   |       |
|  59225 |  -36.06622 |   0.14279 | 0.119 |  54.75 |  36.37 |    False |   False | STRIPE82_0122 |         |              ABELL 2356 |                     |                    |                 |          |                   |       |
|  67920 |  -35.80733 | -10.30522 | 0.418 |  43.44 | 124.47 |    False |    True |  SPLUS-s09s01 |         |                         | ACT-CL J2136.6-1018 | PSZ2 G043.44-41.27 |                 |          |                   |       |
|  59243 |  -35.79560 |  -1.40840 | 0.241 |  53.34 |  60.37 |    False |   False |  SPLUS-s02s01 |         |                         |                     |                    |                 |          |                   |       |
|  99159 |  -35.53301 | -60.13305 | 0.319 | 333.88 | 117.47 |    False |    True |  SPLUS-s46s33 |         |                         |                     | PSZ2 G333.89-43.60 |                 |          |                   |       |
|  90913 |  -35.49155 | -42.85397 | 0.186 | 357.96 |  40.29 |    False |   False |  SPLUS-s33s48 |         |              ABELL 3791 |                     |                    |                 |          |                   |       |
|  90929 |  -35.18719 | -43.93716 | 0.141 | 356.31 |  32.10 |    False |   False |  SPLUS-s34s47 |         |                         |                     |                    |                 |          |                   |       |
|  93940 |  -35.11906 | -51.22853 | 0.076 | 345.71 |  25.31 |    False |   False |  SPLUS-s40s40 |         |              ABELL 3796 |                     |                    |                 |          |                   |       |
|  63721 |  -34.72197 |  -8.29028 | 0.128 |  46.48 |  37.24 |    False |   False |  SPLUS-s07s02 |         |              ABELL 2363 |                     |                    |                 |          |                   |       |
|  63682 |  -34.43716 |  -5.59919 | 0.119 |  49.74 |  33.31 |    False |   False |  SPLUS-s05s02 |         |                         |                     |                    |                 |          |                   |       |
|  59325 |  -33.58474 |  -1.70500 | 0.355 |  54.59 |  68.94 |    False |   False |  SPLUS-s02s02 |         |                         | ACT-CL J2145.6-0143 |                    |                 |          |                   |       |
|  67910 |  -33.52578 |  -9.46954 | 0.196 |  45.85 |  47.10 |    False |   False |  SPLUS-s08s03 |         |              ABELL 2376 |                     |                    |                 |          |                   |       |
|  67918 |  -33.52206 | -10.10197 | 0.081 |  45.09 |  95.00 |     True |   False |  SPLUS-s08s03 |         |              ABELL 2377 | ACT-CL J2145.9-1006 | PSZ2 G045.10-43.18 |           A2377 |          |                   |       |
|  90953 |  -33.51974 | -46.01624 | 0.167 | 352.93 |  48.93 |    False |   False |  SPLUS-s36s46 |         |              ABELL 3802 |                     |                    |                 |          |                   |       |
|  67961 |  -33.43842 |  -8.69454 | 0.134 |  46.83 |  33.23 |    False |   False |  SPLUS-s07s03 |         |                         |                     |                    |                 |          |                   |       |
|  67979 |  -33.24625 | -10.32779 | 0.089 |  44.99 |  23.97 |    False |   False |  SPLUS-s09s03 |         |                         |                     |                    |                 |          |                   |       |
|  63790 |  -33.19385 |  -7.87119 | 0.130 |  47.97 |  30.30 |    False |   False |  SPLUS-s07s03 |         |                         |                     |                    |                 |          |                   |       |
|  63789 |  -32.32855 |  -7.90302 | 0.122 |  48.51 |  29.72 |    False |   False |  SPLUS-s07s03 |         |                         |                     |                    |                 |          |                   |       |
|  63787 |  -32.24452 |  -7.59597 | 0.288 |  48.93 |  56.71 |    False |   False |  SPLUS-s07s03 |         |                         | ACT-CL J2151.0-0736 |                    |                 |          |                   |       |
|  72087 |  -31.92199 | -19.60003 | 0.096 |  33.48 |  90.24 |     True |   False |  SPLUS-s16s31 |         |              ABELL 2384 |                     | PSZ2 G033.46-48.43 |           A2384 |          |                   |       |
|  68000 |  -31.79458 | -12.43699 | 0.086 |  43.26 |  25.39 |    False |   False |  SPLUS-s10s04 |         |                         |                     |                    |                 |          |                   |       |
|  67959 |  -31.48762 |  -8.64212 | 0.074 |  48.20 |  29.57 |    False |   False |  SPLUS-s07s04 |         |                         |                     |                    |                 |          |                   |       |
|  96682 |  -31.45409 | -57.86219 | 0.081 | 335.58 |  41.42 |    False |    True |  SPLUS-s45s36 |         |              ABELL 3822 | ACT-CL J2154.0-5751 | PSZ2 G335.58-46.44 |           A3822 |    A3822 |                   |       |
|  63745 |  -31.45328 |  -4.00249 | 0.154 |  53.63 |  70.16 |    False |    True |  SPLUS-s04s04 |         |              ABELL 2389 |                     | PSZ2 G053.63-41.84 |                 |          |                   |       |
|  59296 |  -31.38776 |   0.64969 | 0.221 |  58.69 |  72.79 |    False |    True | STRIPE82_0128 |         |              ABELL 2392 |                     |                    |                 |          |                   |       |
|  67967 |  -31.24861 |  -9.60679 | 0.083 |  47.18 |  24.24 |    False |   False |  SPLUS-s08s04 |         |                         |                     |                    |                 |          |                   |       |
|  59289 |  -30.95049 |   1.39385 | 0.218 |  59.80 | 120.20 |    False |    True | STRIPE82_0128 |         |              ABELL 2397 | ACT-CL J2156.1+0123 | PSZ2 G059.81-39.09 |                 |          |                   |       |
|  68004 |  -30.80771 | -12.65605 | 0.177 |  43.59 |  59.76 |    False |   False |  SPLUS-s10s05 |         |                         |                     |                    |                 |          |                   |       |
|  99242 |  -30.41393 | -60.42974 | 0.084 | 331.93 |  77.00 |    False |    True |               |         |              ABELL 3825 |                     | PSZ2 G331.96-45.74 |           A3825 |          |                   |       |
|  67969 |  -30.37293 |  -9.80206 | 0.081 |  47.54 |  30.44 |    False |   False |  SPLUS-s08s05 |         |              ABELL 2402 |                     |                    |                 |          |                   |       |
|  63740 |  -30.33996 |  -3.84371 | 0.389 |  54.65 |  83.17 |    False |    True |  SPLUS-s04s05 |         |                         | ACT-CL J2158.5-0351 |                    |                 |          |                   |       |
|  67970 |  -29.46746 |  -9.84231 | 0.075 |  48.11 |  50.10 |    False |    True |  SPLUS-s08s06 |         |              ABELL 2410 |                     | PSZ2 G048.08-46.63 |                 |          |                   |       |
|  72090 |  -29.29165 | -14.44049 | 0.071 |  42.15 |  20.31 |    False |   False |  SPLUS-s12s05 |         |                         |                     |                    |                 |          |                   |       |
|  93981 |  -28.49281 | -49.71856 | 0.128 | 345.96 |  31.46 |    False |   False |  SPLUS-s38s46 |         |                         |                     |                    |                 |          |                   |       |
|  94009 |  -27.65805 | -51.81914 | 0.117 | 342.54 |  41.36 |    False |   False |  SPLUS-s40s43 |         |              ABELL 3836 | ACT-CL J2209.3-5147 | PSZ2 G342.51-50.97 |           A3836 |          |                   |       |
|  68066 |  -27.41249 | -12.16972 | 0.084 |  46.50 |  92.11 |     True |   False |  SPLUS-s10s07 |         |              ABELL 2420 | ACT-CL J2210.3-1209 | PSZ2 G046.47-49.44 |           A2420 |          |                   |       |
|  93972 |  -27.17129 | -48.57539 | 0.259 | 347.22 |  69.96 |    False |   False |  SPLUS-s38s47 |         |              ABELL 3841 | ACT-CL J2211.2-4833 | PSZ2 G347.27-52.46 |                 |          |                   |       |
|  63810 |  -27.06565 |  -3.83256 | 0.397 |  57.25 | 134.20 |    False |    True |  SPLUS-s04s07 |         |                         | ACT-CL J2211.7-0349 | PSZ2 G057.25-45.34 |                 |          |                   |       |
|  59386 |  -27.01335 |  -2.43160 | 0.093 |  58.89 |  35.46 |    False |   False |  SPLUS-s03s07 |         |                         |                     |                    |                 |          |                   |       |
|  68049 |  -26.36423 | -10.37134 | 0.099 |  49.69 |  79.79 |    False |    True |  SPLUS-s09s08 |         |              ABELL 2426 | ACT-CL J2214.5-1022 | PSZ2 G049.69-49.46 |           A2426 |          |                   |       |
|  68041 |  -25.92824 |  -9.33353 | 0.084 |  51.39 |  42.64 |    False |    True |  SPLUS-s08s08 |         |              ABELL 2428 |                     |                    |           A2428 |          |                   |       |
|  83922 |  -25.56274 | -35.72941 | 0.150 |   8.45 | 106.82 |    False |    True |  SPLUS-s28s59 |         |              ABELL 3854 | ACT-CL J2217.7-3543 | PSZ2 G008.47-56.34 |                 |          |                   |       |
| 101367 |  -25.49600 | -65.18619 | 0.094 | 324.53 |  44.44 |    False |    True |               |         |                         |                     | PSZ2 G324.54-44.97 |         RBS1847 |          |                   |       |
|  63807 |  -25.44249 |  -3.81852 | 0.093 |  58.64 |  81.51 |    False |    True |  SPLUS-s04s08 |         |                         | ACT-CL J2218.6-0345 |                    | RXCJ2218.2-0350 |          |                   |       |
|  87617 |  -25.33459 | -38.88861 | 0.138 |   2.76 |  67.52 |    False |    True |  SPLUS-s30s56 |         |              ABELL 3856 | ACT-CL J2218.6-3853 | PSZ2 G002.77-56.16 |                 |          |                   |       |
|  63806 |  -25.32268 |  -3.78781 | 0.094 |  58.78 |  78.64 |    False |    True |  SPLUS-s04s08 |         |                         | ACT-CL J2218.6-0345 |                    | RXCJ2218.2-0350 |          |                   |       |
|  59343 |  -25.29659 |  -2.96189 | 0.092 |  59.76 |  52.63 |    False |    True |  SPLUS-s03s08 |         |                         |                     | PSZ2 G059.72-46.21 |                 |          |                   |       |
|  63805 |  -25.28352 |  -3.59370 | 0.092 |  59.04 |  53.64 |    False |    True |  SPLUS-s04s08 |         |                         |                     |                    |                 |          |                   |       |
|  68047 |  -25.19995 | -10.29127 | 0.086 |  50.69 |  21.39 |    False |   False |  SPLUS-s09s09 |         |                         |                     |                    |                 |          |                   |       |
|  91014 |  -25.00429 | -45.96271 | 0.091 | 350.53 |  42.92 |    False |    True |  SPLUS-s35s51 |         |              ABELL 3862 |                     |                    |                 |          |                   |       |
|  94020 |  -24.95693 | -52.48249 | 0.107 | 340.44 |  30.03 |    False |   False |  SPLUS-s41s44 |         |              ABELL 3864 |                     | PSZ2 G340.46-52.20 |                 |          |                   |       |
|  94062 |  -24.67942 | -50.27067 | 0.180 | 343.59 |  45.85 |    False |   False |  SPLUS-s39s46 |         |              ABELL 3868 |                     |                    |                 |          |                   |       |
|  94096 |  -24.20092 | -52.46704 | 0.275 | 340.11 |  61.42 |    False |   False |  SPLUS-s40s45 |         |              ABELL 3872 | ACT-CL J2223.4-5228 |                    |                 |          |                   |       |
|  59380 |  -24.03714 |  -1.62955 | 0.090 |  62.41 |  71.66 |    False |    True |  SPLUS-s02s09 |         |              ABELL 2440 |                     | PSZ2 G062.44-46.43 |           A2440 |          |                   |       |
|  96724 |  -23.88350 | -55.25345 | 0.079 | 336.03 |  39.56 |    False |    True |  SPLUS-s43s42 |         |                         |                     | PSZ2 G336.01-51.27 |                 |          |                   |       |
|  99289 |  -23.66223 | -64.25914 | 0.095 | 324.85 |  45.25 |    False |    True |               |         |             ABELL S1022 |                     |                    |                 |          |                   |       |
|  63834 |  -23.54016 |  -6.59395 | 0.089 |  56.93 |  48.07 |    False |    True |  SPLUS-s06s10 |         |              ABELL 2442 |                     |                    |                 |          |                   |       |
|  90975 |  -23.48161 | -47.73487 | 0.113 | 347.01 |  33.82 |    False |   False |  SPLUS-s37s49 |         |              ABELL 3876 |                     |                    |                 |          |                   |       |
|  96754 |  -23.47161 | -57.23297 | 0.128 | 333.19 |  56.26 |    False |    True |  SPLUS-s44s40 |         |              ABELL 3875 |                     |                    |                 |          |                   |       |
|  63825 |  -23.24438 |  -5.52432 | 0.289 |  58.53 |  91.72 |    False |    True |  SPLUS-s05s10 |         |                         | ACT-CL J2227.0-0530 |                    |                 |          |                   |       |
|  94045 |  -23.12211 | -48.88304 | 0.098 | 345.01 |  66.00 |    False |    True |  SPLUS-s38s49 |         |              ABELL 3877 |                     |                    |                 |          |                   |       |
|  72246 |  -22.56058 | -18.56248 | 0.451 |  40.08 |  81.88 |    False |    True |  SPLUS-s15s38 |         |                         |                     |                    |                 |          |                   |       |
|  54774 |  -22.00014 |   3.86715 | 0.297 |  70.16 |  59.62 |    False |   False |               |         |                         | ACT-CL J2231.9+0350 |                    |                 |          |                   |       |
|  76477 |  -21.92908 | -21.35857 | 0.271 |  35.59 |  61.19 |    False |   False |  SPLUS-s17s38 |         |                         |                     |                    |                 |          |                   |       |
|  99311 |  -20.38683 | -59.94105 | 0.121 | 328.30 |  38.14 |    False |   False |  SPLUS-s46s39 |         |              ABELL 3891 |                     |                    |                 |          |                   |       |
|  91044 |  -19.52034 | -42.60125 | 0.205 | 353.95 |  47.63 |    False |   False |  SPLUS-s33s56 |         |              ABELL 3902 | ACT-CL J2241.9-4235 |                    |                 |          |                   |       |
|  68101 |  -19.15983 |  -9.59658 | 0.431 |  56.94 | 236.09 |     True |   False |  SPLUS-s08s13 |         |                         | ACT-CL J2243.3-0935 | PSZ2 G056.93-55.08 |                 |          |                   |       |
|  91063 |  -17.81990 | -44.52967 | 0.350 | 349.48 | 101.39 |    False |    True |  SPLUS-s34s56 |         |             ABELL S1063 | ACT-CL J2248.8-4431 | PSZ2 G349.46-59.95 |                 |          | MCXC J2248.7-4431 |       |
|  63877 |  -17.70379 |  -5.45393 | 0.248 |  64.11 |  61.21 |    False |   False |  SPLUS-s05s14 |         |              ABELL 2489 | ACT-CL J2249.1-0526 | PSZ2 G064.11-53.72 |                 |          |                   |       |
|  99375 |  -17.53180 | -64.42377 | 0.094 | 321.97 |  42.89 |    False |    True |               |         |              ABELL 3921 |                     | PSZ2 G321.98-47.96 |           A3921 |    A3921 |                   |       |
|  91083 |  -17.38425 | -46.28367 | 0.121 | 346.11 |  38.34 |    False |   False |  SPLUS-s36s54 |         |             ABELL S1066 |                     |                    |                 |          |                   |       |
|  72226 |  -17.26797 | -16.40533 | 0.123 |  47.70 |  66.90 |    False |    True |  SPLUS-s13s43 |         |              ABELL 2496 | ACT-CL J2250.9-1624 | PSZ2 G047.73-60.15 |                 |          |                   |       |
|  91088 |  -17.04184 | -46.59979 | 0.124 | 345.34 |  47.84 |    False |   False |  SPLUS-s36s54 |         |              ABELL 3925 |                     |                    |                 |          |                   |       |
| 102933 |  -16.55911 | -71.51331 | 0.126 | 315.17 |  39.00 |    False |   False |               |         |              ABELL 3931 |                     |                    |                 |          |                   |       |
|  99356 |  -16.49455 | -63.24755 | 0.211 | 322.65 |  65.01 |    False |   False |               |         |                         |                     | PSZ2 G322.63-49.15 |                 |          |                   |       |
|  91084 |  -16.42153 | -46.32635 | 0.276 | 345.39 | 123.84 |    False |    True |  SPLUS-s36s55 |         |              ABELL 3937 | ACT-CL J2254.3-4620 | PSZ2 G345.32-59.97 |                 |          |                   |       |
|  96835 |  -16.41022 | -58.08702 | 0.153 | 328.30 |  34.91 |    False |   False |  SPLUS-s45s42 |         |              ABELL 3939 |                     |                    |                 |          |                   |       |
|  96813 |  -14.99350 | -56.28615 | 0.153 | 329.59 |  48.67 |    False |   False |  SPLUS-s44s44 |         |              ABELL 3950 | ACT-CL J2300.0-5617 | PSZ2 G329.53-54.73 |                 |          |                   |       |
|  68175 |  -13.96762 | -10.77910 | 0.081 |  60.68 |  29.90 |    False |   False |  SPLUS-s09s17 |         |                         |                     |                    |                 |          |                   |       |
|  91133 |  -13.58377 | -45.21692 | 0.127 | 345.29 |  47.00 |    False |   False |  SPLUS-s35s57 |         |              ABELL 3970 |                     |                    |                 |          |                   |       |
|  68200 |  -13.35291 | -13.32601 | 0.102 |  57.11 |  37.15 |    False |   False |  SPLUS-s11s16 |         |              ABELL 2529 |                     |                    |                 |          |                   |       |
|  76531 |  -13.07171 | -22.72484 | 0.203 |  37.81 |  47.58 |    False |   False |  SPLUS-s18s43 |         |              ABELL 2534 |                     |                    |                 |          |                   |       |
|  59484 |  -12.89984 |  -1.91219 | 0.301 |  74.17 |  65.86 |    False |   False |  SPLUS-s02s18 |         |                         | ACT-CL J2307.9-0155 | PSZ2 G074.08-54.68 |                 |          |                   |       |
|  59487 |  -12.89733 |  -2.19308 | 0.295 |  73.85 | 138.96 |    False |    True |  SPLUS-s03s18 |         |              ABELL 2537 | ACT-CL J2308.3-0211 | PSZ2 G073.82-54.92 |                 |          |                   |       |
|  91119 |  -12.32444 | -43.80186 | 0.088 | 346.92 |  27.11 |    False |   False |  SPLUS-s34s59 |         |                         |                     |                    |                 |          |                   |       |
|  54859 |  -12.10313 |   3.64523 | 0.307 |  81.02 | 166.01 |     True |   False |               |         |              ABELL 2552 | ACT-CL J2311.5+0338 | PSZ2 G081.00-50.93 |                 |          |                   |       |
|  76524 |  -11.92397 | -21.50315 | 0.110 |  41.53 |  74.43 |    False |    True |  SPLUS-s17s45 |         |              ABELL 2554 | ACT-CL J2312.2-2130 | PSZ2 G041.43-66.81 |           A2554 |          |                   |       |
|  54836 |  -11.75217 |   4.83804 | 0.309 |  82.56 |  62.12 |    False |   False |               |         |                         |                     |                    |                 |          |                   |       |
|  76527 |  -11.75042 | -21.63462 | 0.088 |  41.34 |  39.10 |    False |   False |  SPLUS-s17s45 |         |              ABELL 2556 |                     | PSZ2 G041.43-66.81 |           A2556 |          |                   |       |
|  63957 |  -11.10189 |  -6.77852 | 0.321 |  70.37 |  71.69 |    False |   False |  SPLUS-s06s19 |         |                         | ACT-CL J2315.5-0648 |                    |                 |          |                   |       |
|  87733 |  -11.06608 | -37.77336 | 0.179 | 359.00 | 106.41 |    False |    True |  SPLUS-s29s65 |         |              ABELL 3984 | ACT-CL J2315.7-3747 | PSZ2 G358.98-67.26 |                 |          |                   |       |
|  68252 |  -10.54233 | -12.80995 | 0.084 |  61.48 |  36.66 |    False |   False |  SPLUS-s10s19 |         |              ABELL 2569 |                     |                    |                 |          |                   |       |
|  84026 |  -10.42058 | -36.30086 | 0.204 |   2.20 |  76.54 |    False |    True |  SPLUS-s28s68 |         |             ABELL S1109 | ACT-CL J2318.4-3618 | PSZ2 G002.08-68.28 |                 |          |                   |       |
| 101526 |  -10.27231 | -67.82164 | 0.183 | 315.49 |  69.20 |    False |    True |               |         |              ABELL 3990 |                     |                    |                 |          | MCXC J2319.2-6750 |       |
|  59559 |  -10.06176 |  -1.28886 | 0.284 |  78.69 |  59.68 |    False |   False |  SPLUS-s02s20 |         |                         | ACT-CL J2319.7-0117 |                    |                 |          |                   |       |
|  68240 |   -9.98209 | -12.02046 | 0.405 |  63.66 |  80.23 |    False |    True |  SPLUS-s10s20 |         |                         | ACT-CL J2320.1-1202 |                    |                 |          |                   |       |
|  64006 |   -9.78028 |  -4.56640 | 0.189 |  75.19 |  48.30 |    False |   False |  SPLUS-s04s20 |         |              ABELL 2578 | ACT-CL J2320.8-0434 | PSZ2 G075.11-58.83 |                 |          |                   |       |
|  87769 |   -9.60835 | -41.89384 | 0.089 | 348.32 |  36.51 |    False |   False |  SPLUS-s32s63 |         |              ABELL 3998 | ACT-CL J2321.5-4153 |                    |           A3998 |          |                   |       |
| 101552 |   -9.54216 | -69.70141 | 0.181 | 313.80 |  64.38 |    False |    True |               |         |              ABELL 3995 |                     |                    |                 |          |                   |       |
|  87735 |   -9.46338 | -38.09831 | 0.373 | 356.93 | 126.24 |    False |    True |  SPLUS-s29s66 |         |                         | ACT-CL J2322.2-3805 |                    |                 |          |                   |       |
| 101487 |   -8.72781 | -65.32259 | 0.187 | 316.60 |  43.05 |    False |   False |               |         |              ABELL 4002 |                     |                    |                 |          |                   |       |
|  87763 |   -8.69647 | -41.18917 | 0.359 | 348.94 | 147.78 |    False |    True |  SPLUS-s32s63 |         |             ABELL S1121 | ACT-CL J2325.2-4111 | PSZ2 G348.90-67.37 |                 |          | PSZ2 G348.90-67.3 |       |
|  68241 |   -8.67165 | -12.12684 | 0.083 |  65.33 |  26.91 |    False |   False |  SPLUS-s10s21 |         |              ABELL 2597 |                     | PSZ2 G065.32-64.84 |           A2597 |    A2597 | MCXC J2325.3-1207 |       |
|  59557 |   -6.64867 |  -1.16003 | 0.094 |  83.89 |  35.47 |    False |   False |  SPLUS-s02s22 |         |                         |                     |                    |                 |          |                   |       |
|  59561 |   -5.84129 |  -1.47402 | 0.185 |  84.84 |  49.31 |    False |   False |  SPLUS-s02s23 |         |                         |                     | PSZ2 G084.69-58.60 |                 |          |                   |       |
