|                name |               Cluster Name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |                    CHANCES |                   Abell | CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |  m200 | c200 | r200 |  d200 |
| ACT-CL J1526.4+0157 |        ACT-CL J1526.4+0157 | 231.60166 |   1.96553 | 0.306 |   5.48 |  3.94 |    False |   False |                            |                         |       | ACT-CL J1526.4+0157 |                    |                 |          |                   |  5.68 | 4.07 | 1.57 |  5.61 |
| ACT-CL J0155.9-0859 |        ACT-CL J0155.9-0859 |  28.98494 |  -8.98840 | 0.306 | 165.99 |  2.88 |    False |   False |                            |                         |       | ACT-CL J0155.9-0859 |                    |                 |          |                   |  4.15 | 4.05 | 1.41 |  5.05 |
| ACT-CL J2311.5+0338 |                 ABELL 2552 | 347.88630 |   3.63334 | 0.307 |  80.99 |  9.34 |    False |    True |                            |              ABELL 2552 | 54859 | ACT-CL J2311.5+0338 | PSZ2 G081.00-50.93 |                 |          |                   | 13.28 | 4.34 | 2.08 |  7.43 |
| ACT-CL J0342.7-0017 |        ACT-CL J0342.7-0017 |  55.68054 |  -0.29444 | 0.307 | 187.04 |  3.12 |    False |   False |                            |                         |       | ACT-CL J0342.7-0017 |                    |                 |          |                   |  4.49 | 4.05 | 1.45 |  5.17 |
| ACT-CL J0109.8-3613 |                 ABELL 2879 |  17.47083 | -36.23333 | 0.308 | 280.80 |  2.55 |    False |   False |                            |              ABELL 2879 |       | ACT-CL J0109.8-3613 |                    |                 |          |                   |  3.67 | 4.05 | 1.36 |  4.83 |
| ACT-CL J0014.3-3022 |                  Abell2744 |   3.58394 | -30.37242 | 0.308 |   8.99 | 13.08 |     True |   False |                  Abell2744 |              ABELL 2744 | 76737 | ACT-CL J0014.3-3022 | PSZ2 G008.94-81.22 |                 |          | MCXC J0014.3-3023 | 18.44 | 4.57 | 2.32 |  8.26 |
| ACT-CL J2316.8+0443 |        ACT-CL J2316.8+0443 | 349.20010 |   4.73082 | 0.308 |  83.69 |  4.03 |    False |   False |                            |                         |       | ACT-CL J2316.8+0443 |                    |                 |          |                   |  5.80 | 4.07 | 1.58 |  5.62 |
| ACT-CL J0123.4-3108 |        ACT-CL J0123.4-3108 |  20.87107 | -31.13675 | 0.309 | 244.64 |  3.82 |    False |   False |                            |                         |       | ACT-CL J0123.4-3108 |                    |                 |          |                   |  5.51 | 4.06 | 1.55 |  5.52 |
| ACT-CL J0537.1-3034 |        ACT-CL J0537.1-3034 |  84.28161 | -30.57169 | 0.309 | 234.80 |  3.28 |    False |   False |                            |                         |       | ACT-CL J0537.1-3034 |                    |                 |          |                   |  4.72 | 4.05 | 1.47 |  5.24 |
| ACT-CL J1440.5-0137 |        ACT-CL J1440.5-0137 | 220.12628 |  -1.62422 | 0.309 | 349.71 |  4.58 |    False |   False |                            |                         |       | ACT-CL J1440.5-0137 |                    |                 |          |                   |  6.59 | 4.09 | 1.65 |  5.85 |
| ACT-CL J1004.8-0137 |        ACT-CL J1004.8-0137 | 151.21266 |  -1.62931 | 0.309 | 241.78 |  3.28 |    False |   False |                            |                         |       | ACT-CL J1004.8-0137 |                    |                 |          |                   |  4.72 | 4.05 | 1.47 |  5.23 |
| ACT-CL J1115.2+0418 |        ACT-CL J1115.2+0418 | 168.80478 |   4.30958 | 0.309 | 253.53 |  3.69 |    False |   False |                            |                         |       | ACT-CL J1115.2+0418 |                    |                 |          |                   |  5.31 | 4.06 | 1.53 |  5.44 |
| ACT-CL J0121.9-2032 |                 ABELL 2902 |  20.47649 | -20.54558 | 0.310 | 171.16 |  3.63 |    False |   False |                            |              ABELL 2902 | 72706 | ACT-CL J0121.9-2032 | PSZ2 G171.08-80.38 |                 |          |                   |  5.23 | 4.06 | 1.52 |  5.41 |
| ACT-CL J0245.9-2029 |         PSZ2 G205.05-62.95 |  41.48734 | -20.48970 | 0.310 | 204.89 |  4.00 |    False |   False |         PSZ2 G205.05-62.95 |              ABELL 3048 | 72969 | ACT-CL J0245.9-2029 | PSZ2 G205.05-62.95 |                 |          |                   |  5.76 | 4.07 | 1.57 |  5.58 |
| ACT-CL J0209.9-3548 |        ACT-CL J0209.9-3548 |  32.47925 | -35.80007 | 0.310 | 245.24 |  2.77 |    False |   False |                            |                         |       | ACT-CL J0209.9-3548 |                    |                 |          |                   |  3.98 | 4.05 | 1.39 |  4.93 |
| ACT-CL J0015.0-1515 |        ACT-CL J0015.0-1515 |   3.76120 | -15.26550 | 0.310 |  85.60 |  4.03 |    False |   False |                            |                         |       | ACT-CL J0015.0-1515 |                    |                 |          |                   |  5.81 | 4.07 | 1.58 |  5.59 |
| ACT-CL J0440.9-4743 |        ACT-CL J0440.9-4743 |  70.23778 | -47.73230 | 0.310 | 253.98 |  4.93 |    False |   False |                            |                         |       | ACT-CL J0440.9-4743 |                    |                 |          |                   |  7.09 | 4.11 | 1.69 |  5.97 |
| ACT-CL J0202.0-1703 |        ACT-CL J0202.0-1703 |  30.50388 | -17.05955 | 0.310 | 184.89 |  4.10 |    False |   False |                            |                         |       | ACT-CL J0202.0-1703 |                    |                 |          |                   |  5.90 | 4.07 | 1.59 |  5.62 |
| ACT-CL J1535.0+0120 |        ACT-CL J1535.0+0120 | 233.76500 |   1.34457 | 0.311 |   6.62 |  3.01 |    False |   False |                            |                         |       | ACT-CL J1535.0+0120 |                    |                 |          |                   |  4.34 | 4.05 | 1.43 |  5.06 |
| ACT-CL J2356.5-5056 |        ACT-CL J2356.5-5056 | 359.12502 | -50.95000 | 0.312 | 322.88 |  2.32 |    False |   False |                            |                         |       | ACT-CL J2356.5-5056 | PSZ2 G323.08-63.98 |                 |          |                   |  3.35 | 4.05 | 1.31 |  4.64 |
| ACT-CL J0521.5-5656 |        ACT-CL J0521.5-5656 |  80.39172 | -56.94582 | 0.312 | 265.18 |  2.92 |    False |   False |                            |                         |       | ACT-CL J0521.5-5656 |                    |                 |          |                   |  4.21 | 4.05 | 1.42 |  5.00 |
| ACT-CL J0255.9-4635 |        ACT-CL J0255.9-4635 |  43.98889 | -46.59444 | 0.313 | 259.74 |  2.15 |    False |   False |                            |                         |       | ACT-CL J0255.9-4635 |                    |                 |          |                   |  3.10 | 4.06 | 1.28 |  4.51 |
| ACT-CL J0052.5-5657 |        ACT-CL J0052.5-5657 |  13.13855 | -56.95761 | 0.313 | 302.63 |  3.24 |    False |   False |                            |                         |       | ACT-CL J0052.5-5657 |                    |                 |          |                   |  4.66 | 4.05 | 1.47 |  5.16 |
| ACT-CL J0214.8-4639 |                      88149 |  33.70402 | -46.65748 | 0.313 | 268.39 |  3.47 |    False |   False |                            |                         | 88149 | ACT-CL J0214.8-4639 |                    |                 |          |                   |  5.00 | 4.05 | 1.50 |  5.28 |
| ACT-CL J2140.2-2339 |          MACS J2140.2-2339 | 325.06477 | -23.65887 | 0.313 |  26.49 |  5.28 |    False |    True |          MACS J2140.2-2339 |                         |       | ACT-CL J2140.2-2339 |                    |                 |          |                   |  7.59 | 4.12 | 1.72 |  6.07 |
| ACT-CL J0209.0-2730 |        ACT-CL J0209.0-2730 |  32.27250 | -27.50868 | 0.313 | 218.67 |  4.43 |    False |   False |                            |                         |       | ACT-CL J0209.0-2730 |                    |                 |          |                   |  6.39 | 4.09 | 1.63 |  5.73 |
| ACT-CL J0139.0-0415 |        ACT-CL J0139.0-0415 |  24.76251 |  -4.25829 | 0.314 | 151.43 |  2.50 |    False |   False |                            |                         |       | ACT-CL J0139.0-0415 |                    |                 |          |                   |  3.60 | 4.05 | 1.34 |  4.72 |
| ACT-CL J0546.9-3904 |        ACT-CL J0546.9-3904 |  86.74995 | -39.07264 | 0.314 | 244.75 |  3.34 |    False |   False |                            |                         |       | ACT-CL J0546.9-3904 | PSZ2 G244.74-28.59 |                 |          |                   |  4.81 | 4.05 | 1.48 |  5.20 |
| ACT-CL J0111.1-3609 |                 ABELL 2879 |  17.78750 | -36.16667 | 0.315 | 279.29 |  2.39 |    False |   False |                            |              ABELL 2879 | 80751 | ACT-CL J0111.1-3609 |                    |                 |          |                   |  3.44 | 4.05 | 1.32 |  4.64 |
| ACT-CL J0520.4-2757 |        ACT-CL J0520.4-2757 |  80.11390 | -27.95065 | 0.315 | 230.72 |  3.73 |    False |   False |                            |                         |       | ACT-CL J0520.4-2757 |                    |                 |          |                   |  5.38 | 4.06 | 1.54 |  5.39 |
| ACT-CL J2330.2-4502 |        ACT-CL J2330.2-4502 | 352.56765 | -45.03676 | 0.315 | 339.74 |  3.89 |    False |   False |                            |                         |       | ACT-CL J2330.2-4502 |                    |                 |          |                   |  5.61 | 4.07 | 1.56 |  5.46 |
| ACT-CL J0404.8-5325 |        ACT-CL J0404.8-5325 |  61.21498 | -53.42828 | 0.315 | 263.12 |  2.59 |    False |   False |                            |                         |       | ACT-CL J0404.8-5325 |                    |                 |          |                   |  3.73 | 4.05 | 1.36 |  4.76 |
| ACT-CL J0405.9-0019 |        ACT-CL J0405.9-0019 |  61.48759 |  -0.32664 | 0.315 | 191.39 |  4.39 |    False |   False |                            |                         |       | ACT-CL J0405.9-0019 |                    |                 |          |                   |  6.33 | 4.09 | 1.62 |  5.68 |
| ACT-CL J1946.1-5148 |        ACT-CL J1946.1-5148 | 296.54484 | -51.81005 | 0.316 | 346.44 |  4.44 |    False |   False |                            |                         |       | ACT-CL J1946.1-5148 |                    |                 |          |                   |  6.40 | 4.09 | 1.63 |  5.69 |
| ACT-CL J2315.5-0648 |                      63957 | 348.89936 |  -6.80623 | 0.316 |  70.33 |  4.88 |    False |   False |                            |                         | 63957 | ACT-CL J2315.5-0648 |                    |                 |          |                   |  7.01 | 4.11 | 1.68 |  5.87 |
| ACT-CL J0422.0-1512 |        ACT-CL J0422.0-1512 |  65.51674 | -15.20830 | 0.316 | 210.44 |  4.53 |    False |   False |                            |                         |       | ACT-CL J0422.0-1512 |                    |                 |          |                   |  6.51 | 4.09 | 1.64 |  5.73 |
| ACT-CL J0440.9-4658 |        ACT-CL J0440.9-4658 |  70.22525 | -46.96797 | 0.316 | 252.96 |  4.53 |    False |   False |                            |                         |       | ACT-CL J0440.9-4658 | PSZ2 G252.95-41.35 |                 |          |                   |  6.52 | 4.09 | 1.64 |  5.73 |
| ACT-CL J0520.5-4758 |        ACT-CL J0520.5-4758 |  80.13756 | -47.98333 | 0.317 | 254.28 |  3.06 |    False |   False |                            |                         |       | ACT-CL J0520.5-4758 |                    |                 |          |                   |  4.41 | 4.05 | 1.44 |  5.02 |
| ACT-CL J2258.8-3447 |         PSZ1 G008.31-64.31 | 344.70073 | -34.79990 | 0.317 |   8.28 |  5.60 |    False |    True |         PSZ1 G008.31-64.31 |             ABELL S1077 |       | ACT-CL J2258.8-3447 | PSZ2 G008.31-64.74 |                 |          |                   |  8.04 | 4.14 | 1.75 |  6.13 |
| ACT-CL J0014.7-2024 |        ACT-CL J0014.7-2024 |   3.69324 | -20.40776 | 0.317 |  69.70 |  5.80 |    False |    True |                            |                         |       | ACT-CL J0014.7-2024 | PSZ2 G069.66-79.26 |                 |          |                   |  8.32 | 4.15 | 1.77 |  6.20 |
| ACT-CL J2003.5-2323 |        ACT-CL J2003.5-2323 | 300.87829 | -23.39213 | 0.317 |  18.54 |  9.95 |     True |   False |                            |                         |       | ACT-CL J2003.5-2323 | PSZ2 G018.54-25.69 |                 |          |                   | 14.12 | 4.38 | 2.12 |  7.39 |
| ACT-CL J1428.9+0144 |        ACT-CL J1428.9+0144 | 217.24312 |   1.74462 | 0.317 | 349.69 |  4.33 |    False |   False |                            |                         |       | ACT-CL J1428.9+0144 |                    |                 |          |                   |  6.24 | 4.08 | 1.61 |  5.63 |
| ACT-CL J0521.4-2754 |                      77637 |  80.35575 | -27.91412 | 0.317 | 230.75 |  3.41 |    False |   False |                            |                         | 77637 | ACT-CL J0521.4-2754 |                    |                 |          |                   |  4.91 | 4.05 | 1.49 |  5.19 |
| ACT-CL J0246.4-2033 |         PSZ2 G205.05-62.95 |  41.60235 | -20.55710 | 0.318 | 205.11 |  5.70 |    False |    True |         PSZ2 G205.05-62.95 |              ABELL 3048 | 72969 | ACT-CL J0246.4-2033 | PSZ2 G205.05-62.95 |                 |          |                   |  8.18 | 4.15 | 1.76 |  6.15 |
| ACT-CL J0234.3-2122 |        ACT-CL J0234.3-2122 |  38.59581 | -21.37511 | 0.318 | 204.75 |  2.93 |    False |   False |                            |                         |       | ACT-CL J0234.3-2122 |                    |                 |          |                   |  4.22 | 4.05 | 1.41 |  4.93 |
| ACT-CL J0239.9-2126 |        ACT-CL J0239.9-2126 |  39.98571 | -21.44156 | 0.318 | 205.89 |  3.45 |    False |   False |                            |                         |       | ACT-CL J0239.9-2126 |                    |                 |          |                   |  4.97 | 4.05 | 1.49 |  5.20 |
| ACT-CL J0916.1-0024 |                 ABELL 0776 | 139.04253 |  -0.40191 | 0.318 | 231.77 |  6.10 |    False |    True |                            |              ABELL 0776 | 57004 | ACT-CL J0916.1-0024 | PSZ2 G231.79+31.48 |                 |          |                   |  8.73 | 4.17 | 1.80 |  6.28 |
| ACT-CL J0144.6-4807 |        ACT-CL J0144.6-4807 |  26.16421 | -48.12852 | 0.318 | 280.20 |  2.34 |    False |   False |                            |                         |       | ACT-CL J0144.6-4807 |                    |                 |          |                   |  3.37 | 4.05 | 1.31 |  4.57 |
| ACT-CL J2354.9-5055 |        ACT-CL J2354.9-5055 | 358.73751 | -50.93333 | 0.319 | 323.38 |  2.06 |    False |   False |                            |                         |       | ACT-CL J2354.9-5055 | PSZ2 G323.08-63.98 |                 |          |                   |  2.96 | 4.06 | 1.26 |  4.37 |
| ACT-CL J2345.2-0302 |        ACT-CL J2345.2-0302 | 356.31775 |  -3.04214 | 0.319 |  86.79 |  5.09 |    False |    True |                            |                         |       | ACT-CL J2345.2-0302 | PSZ2 G086.73-61.16 |                 |          |                   |  7.31 | 4.12 | 1.70 |  5.91 |
| ACT-CL J0342.8-3931 |        ACT-CL J0342.8-3931 |  55.70276 | -39.53245 | 0.319 | 243.41 |  2.77 |    False |   False |                            |                         |       | ACT-CL J0342.8-3931 |                    |                 |          |                   |  3.99 | 4.04 | 1.39 |  4.82 |
| ACT-CL J2355.7-5055 |        ACT-CL J2355.7-5055 | 358.93625 | -50.93300 | 0.320 | 323.14 |  3.36 |    False |   False |                            |                         |       | ACT-CL J2355.7-5055 | PSZ2 G323.08-63.98 |                 |          |                   |  4.84 | 4.05 | 1.48 |  5.14 |
| ACT-CL J0922.1-0027 |        ACT-CL J0922.1-0027 | 140.53737 |  -0.45830 | 0.320 | 232.79 |  4.21 |    False |   False |                            |                         |       | ACT-CL J0922.1-0027 |                    |                 |          |                   |  6.06 | 4.08 | 1.59 |  5.54 |
| ACT-CL J0121.8-0620 |        ACT-CL J0121.8-0620 |  20.46651 |  -6.33532 | 0.320 | 143.48 |  2.69 |    False |   False |                            |                         |       | ACT-CL J0121.8-0620 |                    |                 |          |                   |  3.88 | 4.04 | 1.37 |  4.77 |
| ACT-CL J0355.5-3633 |                ABELL S0400 |  58.88238 | -36.55901 | 0.320 | 238.44 |  5.21 |    False |    True |                            |             ABELL S0400 |       | ACT-CL J0355.5-3633 |                    |                 |          |                   |  7.49 | 4.13 | 1.71 |  5.94 |
| ACT-CL J2139.0-2333 |          MACS J2140.2-2339 | 324.76245 | -23.55442 | 0.320 |  26.53 |  4.04 |    False |   False |          MACS J2140.2-2339 |                         |       | ACT-CL J2139.0-2333 |                    |                 |          |                   |  5.82 | 4.07 | 1.57 |  5.46 |
| ACT-CL J2335.7-4048 |        ACT-CL J2335.7-4048 | 353.92911 | -40.80833 | 0.320 | 346.83 |  2.24 |    False |   False |                            |                         |       | ACT-CL J2335.7-4048 |                    |                 |          |                   |  3.23 | 4.05 | 1.29 |  4.48 |
| ACT-CL J0439.2-4600 |        ACT-CL J0439.2-4600 |  69.80796 | -46.01649 | 0.321 | 251.71 |  5.30 |    False |    True |                            |                         |       | ACT-CL J0439.2-4600 |                    |                 |          |                   |  7.61 | 4.13 | 1.72 |  5.96 |
| ACT-CL J0425.5-3742 |                ABELL S0451 |  66.38479 | -37.71422 | 0.322 | 240.35 |  6.19 |    False |    True |                            |             ABELL S0451 | 84800 | ACT-CL J0425.5-3742 |                    |                 |          |                   |  8.86 | 4.18 | 1.81 |  6.26 |
| ACT-CL J0203.4-0949 |                      64565 |  30.87342 |  -9.82350 | 0.322 | 170.82 |  4.44 |    False |   False |                            |                         | 64565 | ACT-CL J0203.4-0949 |                    |                 |          |                   |  6.38 | 4.09 | 1.62 |  5.61 |
| ACT-CL J0257.7-2209 |                 ABELL 0402 |  44.42674 | -22.15370 | 0.322 | 210.07 |  8.10 |    False |    True |                            |              ABELL 0402 | 73057 | ACT-CL J0257.7-2209 | PSZ2 G210.08-60.96 |                 |          | MCXC J0257.6-2209 | 11.55 | 4.29 | 1.98 |  6.83 |
| ACT-CL J2236.2-2458 |        ACT-CL J2236.2-2458 | 339.05415 | -24.97910 | 0.323 |  29.26 |  3.34 |    False |   False |                            |                         |       | ACT-CL J2236.2-2458 |                    |                 |          |                   |  4.82 | 4.05 | 1.48 |  5.09 |
| ACT-CL J0229.6-0336 |        ACT-CL J0229.6-0336 |  37.41049 |  -3.61119 | 0.323 | 172.14 |  3.11 |    False |   False |                            |                         |       | ACT-CL J0229.6-0336 |                    |                 |          |                   |  4.48 | 4.05 | 1.44 |  4.97 |
| ACT-CL J0105.5-1242 |                      64337 |  16.37919 | -12.71667 | 0.323 | 136.51 |  3.92 |    False |   False |                            |                         | 64337 | ACT-CL J0105.5-1242 |                    |                 |          |                   |  5.64 | 4.07 | 1.55 |  5.36 |
| ACT-CL J0213.1-2758 |                ABELL S0231 |  33.29368 | -27.96985 | 0.323 | 220.33 |  3.34 |    False |   False |                            |             ABELL S0231 |       | ACT-CL J0213.1-2758 |                    |                 |          |                   |  4.82 | 4.05 | 1.48 |  5.08 |
| ACT-CL J0306.8-2643 |        ACT-CL J0306.8-2643 |  46.72223 | -26.71941 | 0.324 | 220.03 |  3.30 |    False |   False |                            |                         |       | ACT-CL J0306.8-2643 |                    |                 |          |                   |  4.76 | 4.05 | 1.47 |  5.06 |
| ACT-CL J2229.8-2755 |        ACT-CL J2229.8-2755 | 337.45151 | -27.93176 | 0.324 |  23.12 |  4.00 |    False |   False |                            |                         |       | ACT-CL J2229.8-2755 |                    |                 |          |                   |  5.77 | 4.07 | 1.57 |  5.39 |
| ACT-CL J0356.2-3416 |                ABELL S0403 |  59.07331 | -34.27653 | 0.325 | 234.89 |  3.27 |    False |   False |                            |             ABELL S0403 |       | ACT-CL J0356.2-3416 |                    |                 |          |                   |  4.71 | 4.05 | 1.46 |  5.03 |
| ACT-CL J0405.9-4915 |                      91728 |  61.49232 | -49.26269 | 0.325 | 257.22 |  5.08 |    False |    True |                            |                         | 91728 | ACT-CL J0405.9-4915 |                    |                 |          |                   |  7.30 | 4.12 | 1.69 |  5.81 |
| ACT-CL J1131.6-0107 |        ACT-CL J1131.6-0107 | 172.91175 |  -1.12325 | 0.325 | 265.52 |  3.57 |    False |   False |                            |                         |       | ACT-CL J1131.6-0107 |                    |                 |          |                   |  5.14 | 4.06 | 1.51 |  5.17 |
| ACT-CL J0251.3-2055 |        ACT-CL J0251.3-2055 |  42.83094 | -20.93236 | 0.325 | 206.70 |  3.80 |    False |   False |                            |                         |       | ACT-CL J0251.3-2055 |                    |                 |          |                   |  5.47 | 4.07 | 1.54 |  5.28 |
| ACT-CL J2049.9-3217 |        ACT-CL J2049.9-3217 | 312.47687 | -32.28448 | 0.325 |  11.75 |  8.15 |    False |    True |                            |                         |       | ACT-CL J2049.9-3217 | PSZ2 G011.72-37.96 |                 |          |                   | 11.62 | 4.29 | 1.98 |  6.79 |
| ACT-CL J1503.2+0437 |        ACT-CL J1503.2+0437 | 225.80268 |   4.62585 | 0.326 |   3.19 |  2.44 |    False |   False |                            |                         |       | ACT-CL J1503.2+0437 |                    |                 |          |                   |  3.51 | 4.05 | 1.33 |  4.55 |
| ACT-CL J0512.9-3847 |                      84983 |  78.24088 | -38.79444 | 0.326 | 242.96 |  5.32 |    False |    True |                            |                         | 84983 | ACT-CL J0512.9-3847 |                    |                 |          |                   |  7.64 | 4.13 | 1.72 |  5.89 |
| ACT-CL J0101.6+0236 |                      55206 |  15.41739 |   2.60850 | 0.326 | 128.07 |  2.92 |    False |   False |                            |                         | 55206 | ACT-CL J0101.6+0236 |                    |                 |          |                   |  4.21 | 4.05 | 1.41 |  4.83 |
| ACT-CL J1348.9-0158 |        ACT-CL J1348.9-0158 | 207.23924 |  -1.97499 | 0.326 | 330.66 |  3.14 |    False |   False |                            |                         |       | ACT-CL J1348.9-0158 |                    |                 |          |                   |  4.52 | 4.05 | 1.44 |  4.95 |
| ACT-CL J2053.2-0154 |        ACT-CL J2053.2-0154 | 313.31248 |  -1.90833 | 0.326 |  46.09 |  3.40 |    False |   False |                            |                         |       | ACT-CL J2053.2-0154 |                    |                 |          |                   |  4.90 | 4.05 | 1.48 |  5.08 |
| ACT-CL J0108.0+0251 |                      50847 |  17.00895 |   2.85806 | 0.326 | 131.18 |  2.74 |    False |   False |                            |                         | 50847 | ACT-CL J0108.0+0251 |                    |                 |          |                   |  3.95 | 4.04 | 1.38 |  4.73 |
| ACT-CL J0157.5-1247 |        ACT-CL J0157.5-1247 |  29.39582 | -12.79576 | 0.326 | 173.39 |  3.78 |    False |   False |                            |                         |       | ACT-CL J0157.5-1247 |                    |                 |          |                   |  5.45 | 4.07 | 1.54 |  5.26 |
| ACT-CL J1103.3+0427 |        ACT-CL J1103.3+0427 | 165.84642 |   4.45365 | 0.326 | 249.50 |  3.47 |    False |   False |                            |                         |       | ACT-CL J1103.3+0427 |                    |                 |          |                   |  5.00 | 4.06 | 1.49 |  5.11 |
| ACT-CL J2135.1-0103 |                      59236 | 323.79667 |  -1.05035 | 0.326 |  53.43 |  5.36 |    False |    True |                            |                         | 59236 | ACT-CL J2135.1-0103 | PSZ2 G053.44-36.25 |                 |          |                   |  7.70 | 4.14 | 1.72 |  5.90 |
| ACT-CL J2317.8-4912 |        ACT-CL J2317.8-4912 | 349.45497 | -49.21490 | 0.326 | 335.87 |  2.53 |    False |   False |                            |                         |       | ACT-CL J2317.8-4912 |                    |                 |          |                   |  3.65 | 4.05 | 1.34 |  4.60 |
| ACT-CL J0600.2-4352 |                      88730 |  90.05545 | -43.88153 | 0.327 | 250.68 |  4.32 |    False |   False |                            |                         | 88730 | ACT-CL J0600.2-4352 |                    |                 |          |                   |  6.22 | 4.09 | 1.60 |  5.49 |
| ACT-CL J0116.0+0439 |        ACT-CL J0116.0+0439 |  19.00418 |   4.65007 | 0.327 | 134.44 |  2.97 |    False |   False |                            |                         |       | ACT-CL J0116.0+0439 |                    |                 |          |                   |  4.27 | 4.05 | 1.42 |  4.84 |
| ACT-CL J0412.0-5743 |        ACT-CL J0412.0-5743 |  63.01928 | -57.73012 | 0.327 | 268.44 |  2.86 |    False |   False |                            |                         |       | ACT-CL J0412.0-5743 | PSZ2 G268.34-43.64 |                 |          |                   |  4.12 | 4.05 | 1.40 |  4.78 |
| ACT-CL J2206.4-1541 |        ACT-CL J2206.4-1541 | 331.61246 | -15.68344 | 0.327 |  40.96 |  3.85 |    False |   False |                            |                         |       | ACT-CL J2206.4-1541 |                    |                 |          |                   |  5.55 | 4.07 | 1.54 |  5.28 |
| ACT-CL J0302.8-3209 |                ABELL S0319 |  45.70421 | -32.15173 | 0.327 | 230.94 |  2.79 |    False |   False |                            |             ABELL S0319 |       | ACT-CL J0302.8-3209 |                    |                 |          |                   |  4.02 | 4.04 | 1.39 |  4.74 |
| ACT-CL J2346.6-0951 |        ACT-CL J2346.6-0951 | 356.66244 |  -9.85833 | 0.328 |  78.37 |  3.10 |    False |   False |                            |                         |       | ACT-CL J2346.6-0951 |                    |                 |          |                   |  4.46 | 4.05 | 1.44 |  4.90 |
| ACT-CL J0930.1+0401 |        ACT-CL J0930.1+0401 | 142.53333 |   4.02088 | 0.328 | 229.47 |  2.86 |    False |   False |                            |                         |       | ACT-CL J0930.1+0401 |                    |                 |          |                   |  4.12 | 4.05 | 1.40 |  4.77 |
| ACT-CL J0403.9-2601 |        ACT-CL J0403.9-2601 |  60.98896 | -26.01948 | 0.328 | 222.84 |  3.32 |    False |   False |                            |                         |       | ACT-CL J0403.9-2601 |                    |                 |          |                   |  4.79 | 4.05 | 1.47 |  5.01 |
| ACT-CL J0549.5-5135 |        ACT-CL J0549.5-5135 |  87.38745 | -51.59167 | 0.328 | 259.02 |  2.75 |    False |   False |                            |                         |       | ACT-CL J0549.5-5135 |                    |                 |          |                   |  3.96 | 4.04 | 1.38 |  4.70 |
| ACT-CL J2058.9+0122 |                      59019 | 314.72982 |   1.38169 | 0.329 |  50.09 |  7.82 |    False |    True |                            |                         | 59019 | ACT-CL J2058.9+0122 | PSZ2 G050.06-27.32 |                 |          |                   | 11.16 | 4.28 | 1.95 |  6.64 |
| ACT-CL J0007.2-3151 |                 ABELL 2724 |   1.81507 | -31.85508 | 0.329 |   4.10 |  2.75 |    False |   False |                            |              ABELL 2724 |       | ACT-CL J0007.2-3151 |                    |                 |          |                   |  3.96 | 4.04 | 1.38 |  4.70 |
| ACT-CL J0845.4+0327 |                      52342 | 131.36915 |   3.46258 | 0.329 | 223.49 |  6.69 |    False |    True |                            |                         | 52342 | ACT-CL J0845.4+0327 | PSZ2 G223.47+26.85 |                 |          |                   |  9.58 | 4.21 | 1.85 |  6.31 |
| ACT-CL J0012.8-5143 |                ABELL S0016 |   3.21249 | -51.73333 | 0.329 | 316.80 |  2.78 |    False |   False |                            |             ABELL S0016 |       | ACT-CL J0012.8-5143 |                    |                 |          |                   |  4.01 | 4.04 | 1.38 |  4.71 |
| ACT-CL J1644.9+0139 |                      58424 | 251.24772 |   1.66603 | 0.329 |  18.88 |  6.15 |    False |    True |                            |                         | 58424 | ACT-CL J1644.9+0139 |                    |                 |          |                   |  8.80 | 4.18 | 1.80 |  6.12 |
| ACT-CL J0351.8-3752 |        ACT-CL J0351.8-3752 |  57.96245 | -37.88333 | 0.330 | 240.55 |  2.53 |    False |   False |                            |                         |       | ACT-CL J0351.8-3752 |                    |                 |          |                   |  3.65 | 4.05 | 1.34 |  4.56 |
| ACT-CL J0032.5-2242 |        ACT-CL J0032.5-2242 |   8.12912 | -22.70812 | 0.330 |  77.77 |  3.86 |    False |   False |                            |                         |       | ACT-CL J0032.5-2242 | PSZ2 G078.10-83.83 |                 |          |                   |  5.56 | 4.07 | 1.54 |  5.24 |
| ACT-CL J0350.4-1631 |        ACT-CL J0350.4-1631 |  57.62403 | -16.53068 | 0.330 | 208.09 |  3.22 |    False |   False |                            |                         |       | ACT-CL J0350.4-1631 |                    |                 |          |                   |  4.63 | 4.05 | 1.45 |  4.93 |
| ACT-CL J2041.2-1324 |        ACT-CL J2041.2-1324 | 310.31337 | -13.41139 | 0.331 |  32.80 |  6.64 |    False |    True |                            |                         |       | ACT-CL J2041.2-1324 |                    |                 |          |                   |  9.51 | 4.21 | 1.85 |  6.26 |
| ACT-CL J0146.7-2156 |        ACT-CL J0146.7-2156 |  26.68192 | -21.94304 | 0.331 | 193.51 |  3.40 |    False |   False |                            |                         |       | ACT-CL J0146.7-2156 |                    |                 |          |                   |  4.90 | 4.06 | 1.48 |  5.01 |
| ACT-CL J0200.2-2134 |        ACT-CL J0200.2-2134 |  30.07500 | -21.57918 | 0.333 | 197.17 |  3.19 |    False |   False |                            |                         |       | ACT-CL J0200.2-2134 |                    |                 |          |                   |  4.60 | 4.05 | 1.45 |  4.89 |
