|                name |               Cluster Name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |                    CHANCES |                   Abell | CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |  m200 | c200 | r200 |  d200 |
| ACT-CL J1118.9-0041 |        ACT-CL J1118.9-0041 | 169.73333 |  -0.69582 | 0.240 | 260.53 |  2.67 |    False |   False |                            |                         |       | ACT-CL J1118.9-0041 |                    |                 |          |                   |  3.85 | 4.05 | 1.41 |  6.01 |
| ACT-CL J0118.6-5404 |                ABELL S0148 |  19.65319 | -54.06876 | 0.240 | 294.26 |  3.06 |    False |   False |                            |             ABELL S0148 |       | ACT-CL J0118.6-5404 |                    |                 |          |                   |  4.41 | 4.05 | 1.48 |  6.28 |
| ACT-CL J0107.9-4311 |                 ABELL 2872 |  16.99164 | -43.19169 | 0.240 | 292.21 |  2.36 |    False |   False |                            |              ABELL 2872 |       | ACT-CL J0107.9-4311 |                    |                 |          |                   |  3.41 | 4.07 | 1.36 |  5.76 |
| ACT-CL J0500.8-4549 |        ACT-CL J0500.8-4549 |  75.21318 | -45.83211 | 0.242 | 251.43 |  3.19 |    False |   False |                            |                         |       | ACT-CL J0500.8-4549 |                    |                 |          |                   |  4.59 | 4.04 | 1.50 |  6.32 |
| ACT-CL J0456.5-3416 |        ACT-CL J0456.5-3416 |  74.13335 | -34.27499 | 0.243 | 236.77 |  3.41 |    False |   False |                            |                         |       | ACT-CL J0456.5-3416 | PSZ2 G236.68-37.71 |                 |          |                   |  4.91 | 4.04 | 1.53 |  6.46 |
| ACT-CL J0153.5-0118 |                      55505 |  28.38376 |  -1.31065 | 0.244 | 155.50 |  2.50 |    False |   False |                            |                         | 55505 | ACT-CL J0153.5-0118 | PSZ2 G155.46-60.15 |                 |          |                   |  3.61 | 4.06 | 1.38 |  5.80 |
| ACT-CL J0456.0-0135 |        ACT-CL J0456.0-0135 |  74.01255 |  -1.58753 | 0.244 | 200.36 |  3.64 |    False |   False |                            |                         |       | ACT-CL J0456.0-0135 |                    |                 |          |                   |  5.25 | 4.05 | 1.56 |  6.57 |
| ACT-CL J0253.1-3328 |                 ABELL 3064 |  43.28292 | -33.47078 | 0.245 | 234.01 |  2.93 |    False |   False |                            |              ABELL 3064 |       | ACT-CL J0253.1-3328 |                    |                 |          |                   |  4.23 | 4.05 | 1.46 |  6.10 |
| ACT-CL J0007.2-4341 |        ACT-CL J0007.2-4341 |   1.81261 | -43.69729 | 0.245 | 328.37 |  1.94 |    False |   False |                            |                         |       | ACT-CL J0007.2-4341 |                    |                 |          |                   |  2.79 | 4.09 | 1.27 |  5.31 |
| ACT-CL J2249.1-0526 |                 ABELL 2489 | 342.29686 |  -5.43851 | 0.245 |  64.13 |  3.20 |    False |   False |                            |              ABELL 2489 | 63877 | ACT-CL J2249.1-0526 | PSZ2 G064.11-53.72 |                 |          |                   |  4.61 | 4.04 | 1.50 |  6.27 |
| ACT-CL J0146.3-1813 |                ABELL S0190 |  26.58995 | -18.22039 | 0.246 | 180.64 |  3.41 |    False |   False |                            |             ABELL S0190 | 68726 | ACT-CL J0146.3-1813 |                    |                 |          |                   |  4.91 | 4.04 | 1.53 |  6.39 |
| ACT-CL J1200.9-0125 |        ACT-CL J1200.9-0125 | 180.23126 |  -1.43329 | 0.246 | 277.86 |  2.86 |    False |   False |                            |                         |       | ACT-CL J1200.9-0125 |                    |                 |          |                   |  4.12 | 4.05 | 1.44 |  6.03 |
| ACT-CL J0001.4-0002 |        ACT-CL J0001.4-0002 |   0.36253 |  -0.03890 | 0.247 |  96.98 |  2.63 |    False |   False |                            |                         |       | ACT-CL J0001.4-0002 |                    |                 |          |                   |  3.79 | 4.05 | 1.40 |  5.84 |
| ACT-CL J2248.5-1606 |                 ABELL 2485 | 342.12880 | -16.10473 | 0.247 |  47.73 |  4.99 |    False |    True |                            |              ABELL 2485 |       | ACT-CL J2248.5-1606 | PSZ2 G047.71-59.47 |                 |          | MCXC J2248.5-1606 |  7.19 | 4.08 | 1.74 |  7.22 |
| ACT-CL J0214.8-3632 |                 ABELL 2993 |  33.70331 | -36.53421 | 0.248 | 246.18 |  2.87 |    False |   False |                            |              ABELL 2993 | 80999 | ACT-CL J0214.8-3632 |                    |                 |          |                   |  4.13 | 4.05 | 1.44 |  6.00 |
| ACT-CL J0230.9+0248 |                 ABELL 0359 |  37.73213 |   2.80379 | 0.248 | 165.54 |  2.71 |    False |   False |                            |              ABELL 0359 | 51083 | ACT-CL J0230.9+0248 |                    |                 |          |                   |  3.90 | 4.05 | 1.41 |  5.88 |
| ACT-CL J2351.1-1957 |        ACT-CL J2351.1-1957 | 357.78472 | -19.95906 | 0.248 |  57.17 |  3.28 |    False |   False |                            |                         |       | ACT-CL J2351.1-1957 | PSZ2 G057.08-74.45 |                 |          |  RXC J2351.0-1954 |  4.72 | 4.04 | 1.51 |  6.26 |
| ACT-CL J0030.3-3424 |                 ABELL 2783 |   7.59165 | -34.41251 | 0.249 | 333.47 |  2.29 |    False |   False |                            |              ABELL 2783 |       | ACT-CL J0030.3-3424 |                    |                 |          |                   |  3.29 | 4.07 | 1.34 |  5.54 |
| ACT-CL J0345.0-3401 |        ACT-CL J0345.0-3401 |  56.25426 | -34.03333 | 0.249 | 234.37 |  2.40 |    False |   False |                            |                         |       | ACT-CL J0345.0-3401 |                    |                 |          |                   |  3.46 | 4.06 | 1.36 |  5.63 |
| ACT-CL J0239.3-0332 |                 ABELL 0369 |  39.84166 |  -3.53602 | 0.249 | 175.18 |  3.05 |    False |   False |                            |              ABELL 0369 |       | ACT-CL J0239.3-0332 |                    |                 |          |                   |  4.39 | 4.05 | 1.47 |  6.09 |
| ACT-CL J0516.9-4937 |        ACT-CL J0516.9-4937 |  79.22925 | -49.62917 | 0.249 | 256.26 |  2.86 |    False |   False |                            |                         |       | ACT-CL J0516.9-4937 |                    |                 |          |                   |  4.12 | 4.05 | 1.44 |  5.96 |
| ACT-CL J2355.3-4029 |        ACT-CL J2355.3-4029 | 358.83118 | -40.49324 | 0.250 | 340.29 |  2.73 |    False |   False |                            |                         |       | ACT-CL J2355.3-4029 |                    |                 |          |                   |  3.93 | 4.05 | 1.42 |  5.85 |
| ACT-CL J2101.2-5541 |                 ABELL 3732 | 315.30237 | -55.69128 | 0.251 | 341.47 |  4.18 |    False |   False |                            |              ABELL 3732 |       | ACT-CL J2101.2-5541 | PSZ2 G341.44-40.19 |                 |          |                   |  6.02 | 4.06 | 1.63 |  6.73 |
| ACT-CL J0354.5-3745 |                 ABELL 3184 |  58.64916 | -37.75097 | 0.251 | 240.31 |  6.80 |    False |    True |                            |              ABELL 3184 |       | ACT-CL J0354.5-3745 | PSZ2 G240.30-50.34 |                 |          |                   |  9.77 | 4.15 | 1.92 |  7.90 |
| ACT-CL J2234.8-3033 |                 ABELL 3889 | 338.72126 | -30.56057 | 0.251 |  18.15 |  6.10 |    False |    True |                            |              ABELL 3889 |       | ACT-CL J2234.8-3033 | PSZ2 G018.18-60.00 |                 |          |                   |  8.76 | 4.12 | 1.85 |  7.62 |
| ACT-CL J2341.2-0901 |                 ABELL 2645 | 355.32318 |  -9.02028 | 0.251 |  77.18 |  5.56 |    False |    True |                            |              ABELL 2645 | 68289 | ACT-CL J2341.2-0901 | PSZ2 G077.20-65.45 |                 |          | MCXC J2341.2-0901 |  7.99 | 4.10 | 1.79 |  7.38 |
| ACT-CL J1401.0+0252 |                  Abell1835 | 210.25777 |   2.87571 | 0.252 | 340.38 | 15.23 |     True |   False |                  Abell1835 |              ABELL 1835 | 53349 | ACT-CL J1401.0+0252 | PSZ2 G340.36+60.58 |                 |          |                   | 21.40 | 4.59 | 2.49 | 10.23 |
| ACT-CL J0127.1-1625 |                 ABELL 0198 |  21.79843 | -16.42901 | 0.252 | 162.50 |  4.61 |    False |   False |                            |              ABELL 0198 | 68618 | ACT-CL J0127.1-1625 |                    |                 |          |                   |  6.64 | 4.07 | 1.69 |  6.91 |
| ACT-CL J0454.1-1013 |                  Abell0521 |  73.53731 | -10.22287 | 0.253 | 208.81 |  6.61 |    False |    True |                  Abell0521 |              ABELL 0521 | 65130 | ACT-CL J0454.1-1013 | PSZ2 G208.80-30.67 |                 |          | MCXC J0454.1-1014 |  9.50 | 4.15 | 1.90 |  7.77 |
| ACT-CL J0307.0-2840 |         PSZ2 G223.93-60.10 |  46.75820 | -28.66700 | 0.253 | 223.90 |  8.60 |    False |    True |         PSZ2 G223.93-60.10 |              ABELL 3088 | 77253 | ACT-CL J0307.0-2840 | PSZ2 G223.93-60.10 |                 |          |                   | 12.28 | 4.23 | 2.07 |  8.46 |
| ACT-CL J0106.8+0103 |        ACT-CL J0106.8+0103 |  16.70288 |   1.05371 | 0.254 | 131.03 |  3.70 |    False |   False |                            |                         |       | ACT-CL J0106.8+0103 |                    |                 |          |                   |  5.33 | 4.05 | 1.57 |  6.40 |
| ACT-CL J0209.6-1254 |                 ABELL 0314 |  32.40416 | -12.91667 | 0.254 | 178.94 |  3.40 |    False |   False |                            |              ABELL 0314 |       | ACT-CL J0209.6-1254 |                    |                 |          |                   |  4.90 | 4.05 | 1.52 |  6.22 |
| ACT-CL J0035.8+0020 |        ACT-CL J0035.8+0020 |   8.97500 |   0.34590 | 0.254 | 114.56 |  2.41 |    False |   False |                            |                         |       | ACT-CL J0035.8+0020 |                    |                 |          |                   |  3.47 | 4.06 | 1.36 |  5.54 |
| ACT-CL J2029.6-2112 |        ACT-CL J2029.6-2112 | 307.42072 | -21.21663 | 0.254 |  23.20 |  3.29 |    False |   False |                            |                         |       | ACT-CL J2029.6-2112 |                    |                 |          |                   |  4.74 | 4.04 | 1.51 |  6.15 |
| ACT-CL J2027.6-4240 |        ACT-CL J2027.6-4240 | 306.91734 | -42.67280 | 0.255 | 358.13 |  4.22 |    False |   False |                            |                         |       | ACT-CL J2027.6-4240 |                    |                 |          |                   |  6.08 | 4.06 | 1.64 |  6.67 |
| ACT-CL J0219.9+0246 |                 ABELL 0342 |  34.97903 |   2.78332 | 0.255 | 161.89 |  2.24 |    False |   False |                            |              ABELL 0342 |       | ACT-CL J0219.9+0246 |                    |                 |          |                   |  3.22 | 4.07 | 1.32 |  5.40 |
| ACT-CL J0451.2-0818 |        ACT-CL J0451.2-0818 |  72.80977 |  -8.30974 | 0.255 | 206.45 |  3.23 |    False |   False |                            |                         |       | ACT-CL J0451.2-0818 |                    |                 |          |                   |  4.65 | 4.04 | 1.50 |  6.10 |
| ACT-CL J0359.5-1339 |                 ABELL 0471 |  59.89336 | -13.65924 | 0.255 | 205.57 |  3.32 |    False |   False |                            |              ABELL 0471 | 64950 | ACT-CL J0359.5-1339 | PSZ2 G205.56-44.20 |                 |          |                   |  4.78 | 4.04 | 1.51 |  6.15 |
| ACT-CL J2350.8-3825 |                 ABELL 4048 | 357.72273 | -38.43166 | 0.255 | 347.40 |  2.96 |    False |   False |                            |              ABELL 4048 | 87799 | ACT-CL J2350.8-3825 |                    |                 |          |                   |  4.27 | 4.05 | 1.45 |  5.92 |
| ACT-CL J0339.6-2205 |        ACT-CL J0339.6-2205 |  54.91945 | -22.09079 | 0.255 | 214.87 |  2.95 |    False |   False |                            |                         |       | ACT-CL J0339.6-2205 |                    |                 |          |                   |  4.25 | 4.05 | 1.45 |  5.91 |
| ACT-CL J2329.8-2813 |        ACT-CL J2329.8-2813 | 352.45277 | -28.22776 | 0.255 |  24.71 |  3.54 |    False |   False |                            |                         |       | ACT-CL J2329.8-2813 |                    |                 |          |                   |  5.10 | 4.05 | 1.54 |  6.29 |
| ACT-CL J2319.7-2203 |                 ABELL 2575 | 349.93611 | -22.06386 | 0.255 |  41.58 |  3.15 |    False |   False |                            |              ABELL 2575 |       | ACT-CL J2319.7-2203 |                    |                 |          |                   |  4.54 | 4.04 | 1.48 |  6.04 |
| ACT-CL J0305.8-2946 |                 ABELL 3087 |  46.45417 | -29.78333 | 0.255 | 226.11 |  2.60 |    False |   False |                            |              ABELL 3087 |       | ACT-CL J0305.8-2946 |                    |                 |          |                   |  3.74 | 4.05 | 1.39 |  5.66 |
| ACT-CL J0359.8-2001 |                 ABELL 3196 |  59.96424 | -20.02499 | 0.256 | 214.03 |  3.03 |    False |   False |                            |              ABELL 3196 |       | ACT-CL J0359.8-2001 |                    |                 |          |                   |  4.37 | 4.05 | 1.47 |  5.95 |
| ACT-CL J0219.0-2152 |                 ABELL 0343 |  34.77500 | -21.87914 | 0.256 | 202.96 |  2.17 |    False |   False |                            |              ABELL 0343 |       | ACT-CL J0219.0-2152 |                    |                 |          |                   |  3.12 | 4.07 | 1.31 |  5.32 |
| ACT-CL J0259.5-2807 |        ACT-CL J0259.5-2807 |  44.89584 | -28.12087 | 0.256 | 222.47 |  3.13 |    False |   False |                            |                         |       | ACT-CL J0259.5-2807 |                    |                 |          |                   |  4.50 | 4.05 | 1.48 |  6.01 |
| ACT-CL J0045.3-2923 |        ACT-CL J0045.3-2923 |  11.34439 | -29.38894 | 0.256 | 333.13 |  3.22 |    False |   False |                            |                         |       | ACT-CL J0045.3-2923 |                    |                 |          |                   |  4.64 | 4.04 | 1.49 |  6.07 |
| ACT-CL J1325.2+0357 |        ACT-CL J1325.2+0357 | 201.31256 |   3.95835 | 0.256 | 323.61 |  2.71 |    False |   False |                            |                         |       | ACT-CL J1325.2+0357 |                    |                 |          |                   |  3.90 | 4.05 | 1.41 |  5.73 |
| ACT-CL J0336.6-2340 |                 ABELL 3139 |  54.16667 | -23.67087 | 0.256 | 217.06 |  3.19 |    False |   False |                            |              ABELL 3139 |       | ACT-CL J0336.6-2340 |                    |                 |          |                   |  4.60 | 4.04 | 1.49 |  6.04 |
| ACT-CL J1354.5+0401 |                 ABELL 1815 | 208.62921 |   4.02722 | 0.257 | 338.78 |  3.14 |    False |   False |                            |              ABELL 1815 | 53390 | ACT-CL J1354.5+0401 |                    |                 |          |                   |  4.52 | 4.04 | 1.48 |  6.00 |
| ACT-CL J0101.6-3840 |                 ABELL 2856 |  15.42469 | -38.67418 | 0.258 | 293.05 |  3.49 |    False |   False |                            |              ABELL 2856 |       | ACT-CL J0101.6-3840 |                    |                 |          |                   |  5.03 | 4.05 | 1.54 |  6.20 |
| ACT-CL J0202.0-1004 |        ACT-CL J0202.0-1004 |  30.51257 | -10.07500 | 0.259 | 170.59 |  2.90 |    False |   False |                            |                         |       | ACT-CL J0202.0-1004 |                    |                 |          |                   |  4.18 | 4.05 | 1.44 |  5.80 |
| ACT-CL J2336.8-3120 |                ABELL S1137 | 354.22310 | -31.34725 | 0.259 |  13.93 |  3.45 |    False |   False |                            |             ABELL S1137 |       | ACT-CL J2336.8-3120 |                    |                 |          |                   |  4.97 | 4.05 | 1.53 |  6.14 |
| ACT-CL J1324.3+0419 |                      53273 | 201.08594 |   4.31949 | 0.260 | 323.36 |  3.27 |    False |   False |                            |                         | 53273 | ACT-CL J1324.3+0419 |                    |                 |          |                   |  4.72 | 4.04 | 1.50 |  6.02 |
| ACT-CL J1327.0+0212 |                 ABELL 1733 | 201.75621 |   2.20383 | 0.260 | 323.31 |  6.47 |    False |    True |                            |              ABELL 1733 | 57842 | ACT-CL J1327.0+0212 | PSZ2 G323.30+63.66 |                 |          |                   |  9.30 | 4.15 | 1.88 |  7.55 |
| ACT-CL J0839.5-0140 |        ACT-CL J0839.5-0140 | 129.87647 |  -1.67662 | 0.261 | 227.60 |  3.64 |    False |   False |                            |                         |       | ACT-CL J0839.5-0140 | PSZ2 G227.59+22.98 |                 |          |                   |  5.25 | 4.05 | 1.55 |  6.23 |
| ACT-CL J0147.4-0318 |                 ABELL 0254 |  26.87346 |  -3.30982 | 0.261 | 154.71 |  2.03 |    False |   False |                            |              ABELL 0254 |       | ACT-CL J0147.4-0318 |                    |                 |          |                   |  2.93 | 4.08 | 1.28 |  5.12 |
| ACT-CL J2300.6-5331 |                ABELL S1079 | 345.17435 | -53.52437 | 0.262 | 333.08 |  4.52 |    False |   False |                            |             ABELL S1079 |       | ACT-CL J2300.6-5331 |                    |                 |          |                   |  6.51 | 4.07 | 1.67 |  6.66 |
| ACT-CL J2312.9-1600 |                 ABELL 2560 | 348.23159 | -16.00876 | 0.262 |  53.84 |  7.61 |    False |    True |                            |              ABELL 2560 |       | ACT-CL J2312.9-1600 | PSZ2 G053.88-64.60 |                 |          |                   | 10.89 | 4.20 | 1.98 |  7.91 |
| ACT-CL J2120.5-4016 |                      87493 | 320.13750 | -40.27500 | 0.262 |   1.94 |  3.58 |    False |   False |                            |                         | 87493 | ACT-CL J2120.5-4016 |                    |                 |          |                   |  5.16 | 4.05 | 1.54 |  6.16 |
| ACT-CL J0026.6+0442 |        ACT-CL J0026.6+0442 |   6.66193 |   4.70597 | 0.262 | 111.35 |  3.32 |    False |   False |                            |                         |       | ACT-CL J0026.6+0442 |                    |                 |          |                   |  4.78 | 4.05 | 1.51 |  6.00 |
| ACT-CL J2347.8-3535 |                ABELL S1150 | 356.95933 | -35.59041 | 0.263 | 357.02 |  2.46 |    False |   False |                            |             ABELL S1150 |       | ACT-CL J2347.8-3535 |                    |                 |          |                   |  3.55 | 4.06 | 1.36 |  5.43 |
| ACT-CL J0139.2-0740 |        ACT-CL J0139.2-0740 |  24.81726 |  -7.66770 | 0.263 | 155.35 |  3.72 |    False |   False |                            |                         |       | ACT-CL J0139.2-0740 |                    |                 |          |                   |  5.35 | 4.05 | 1.56 |  6.23 |
| ACT-CL J1355.9+0210 |        ACT-CL J1355.9+0210 | 208.99595 |   2.18333 | 0.263 | 337.45 |  2.78 |    False |   False |                            |                         |       | ACT-CL J1355.9+0210 |                    |                 |          |                   |  4.01 | 4.05 | 1.42 |  5.66 |
| ACT-CL J2150.5-1622 |        ACT-CL J2150.5-1622 | 327.64771 | -16.37509 | 0.263 |  37.74 |  4.71 |    False |   False |                            |                         |       | ACT-CL J2150.5-1622 | PSZ2 G037.69-46.87 |                 |          |                   |  6.78 | 4.08 | 1.69 |  6.73 |
| ACT-CL J1914.6-5928 |                      99041 | 288.65932 | -59.46727 | 0.264 | 337.15 |  7.83 |    False |    True |                            |                         | 99041 | ACT-CL J1914.6-5928 | PSZ2 G337.14-25.98 |                 |          |                   | 11.21 | 4.21 | 2.00 |  7.94 |
| ACT-CL J0137.4-1956 |    2MASS J01372980-1956465 |  24.37457 | -19.93974 | 0.264 | 181.10 |  5.69 |    False |    True |                            | 2MASS J01372980-1956465 | 72778 | ACT-CL J0137.4-1956 |                    |                 |          |                   |  8.17 | 4.11 | 1.80 |  7.14 |
| ACT-CL J0106.0-3700 |        ACT-CL J0106.0-3700 |  16.52497 | -37.01069 | 0.264 | 286.43 |  2.43 |    False |   False |                            |                         |       | ACT-CL J0106.0-3700 |                    |                 |          |                   |  3.50 | 4.06 | 1.36 |  5.38 |
| ACT-CL J0916.8-0059 |        ACT-CL J0916.8-0059 | 139.21937 |  -0.99449 | 0.264 | 232.47 |  2.42 |    False |   False |                            |                         |       | ACT-CL J0916.8-0059 |                    |                 |          |                   |  3.48 | 4.06 | 1.35 |  5.37 |
| ACT-CL J2223.4-5228 |                 ABELL 3872 | 335.85838 | -52.46869 | 0.264 | 340.08 |  2.95 |    False |   False |                            |              ABELL 3872 | 94096 | ACT-CL J2223.4-5228 |                    |                 |          |                   |  4.25 | 4.05 | 1.45 |  5.74 |
| ACT-CL J2242.5-1330 |                 ABELL 2473 | 340.63092 | -13.50830 | 0.265 |  50.80 |  3.71 |    False |   False |                            |              ABELL 2473 |       | ACT-CL J2242.5-1330 |                    |                 |          |                   |  5.35 | 4.05 | 1.56 |  6.18 |
| ACT-CL J2024.4-4001 |        ACT-CL J2024.4-4001 | 306.12330 | -40.02168 | 0.265 |   1.24 |  3.78 |    False |   False |                            |                         |       | ACT-CL J2024.4-4001 |                    |                 |          |                   |  5.44 | 4.05 | 1.57 |  6.22 |
| ACT-CL J0258.9-1938 |                 ABELL 0406 |  44.74062 | -19.64620 | 0.265 | 205.44 |  3.96 |    False |   False |                            |              ABELL 0406 |       | ACT-CL J0258.9-1938 |                    |                 |          |                   |  5.70 | 4.05 | 1.60 |  6.32 |
| ACT-CL J2236.9-4809 |                ABELL S1044 | 339.23342 | -48.16037 | 0.265 | 344.96 |  2.35 |    False |   False |                            |             ABELL S1044 |       | ACT-CL J2236.9-4809 |                    |                 |          |                   |  3.39 | 4.06 | 1.34 |  5.31 |
| ACT-CL J1322.4+0408 |        ACT-CL J1322.4+0408 | 200.60819 |   4.14225 | 0.265 | 322.12 |  3.17 |    False |   False |                            |                         |       | ACT-CL J1322.4+0408 |                    |                 |          |                   |  4.56 | 4.04 | 1.48 |  5.86 |
| ACT-CL J0141.5-2024 |                      72783 |  25.38093 | -20.41238 | 0.266 | 185.21 |  3.71 |    False |   False |                            |                         | 72783 | ACT-CL J0141.5-2024 |                    |                 |          |                   |  5.35 | 4.05 | 1.56 |  6.17 |
| ACT-CL J0204.4-4802 |        ACT-CL J0204.4-4802 |  31.12422 | -48.04382 | 0.266 | 273.56 |  2.77 |    False |   False |                            |                         |       | ACT-CL J0204.4-4802 |                    |                 |          |                   |  4.00 | 4.05 | 1.42 |  5.59 |
| ACT-CL J0019.6+0336 |                      50690 |   4.91052 |   3.60856 | 0.266 | 107.70 | 10.19 |     True |   False |                            |                         | 50690 | ACT-CL J0019.6+0336 | PSZ2 G107.66-58.32 |                 |          |                   | 14.50 | 4.33 | 2.18 |  8.59 |
| ACT-CL J0536.1-3946 |                ABELL S0539 |  84.04686 | -39.77500 | 0.266 | 245.03 |  3.84 |    False |   False |                            |             ABELL S0539 | 85124 | ACT-CL J0536.1-3946 |                    |                 |          |                   |  5.54 | 4.05 | 1.58 |  6.23 |
| ACT-CL J0524.8-2703 |                 ABELL 3339 |  81.21390 | -27.05259 | 0.267 | 230.05 |  3.25 |    False |   False |                            |              ABELL 3339 |       | ACT-CL J0524.8-2703 |                    |                 |          |                   |  4.68 | 4.05 | 1.49 |  5.87 |
| ACT-CL J0350.5-3611 |        ACT-CL J0350.5-3611 |  57.63747 | -36.20000 | 0.267 | 237.88 |  2.48 |    False |   False |                            |                         |       | ACT-CL J0350.5-3611 |                    |                 |          |                   |  3.57 | 4.06 | 1.36 |  5.36 |
| ACT-CL J0123.3-0936 |        ACT-CL J0123.3-0936 |  20.83506 |  -9.61666 | 0.267 | 147.70 |  3.30 |    False |   False |                            |                         |       | ACT-CL J0123.3-0936 |                    |                 |          |                   |  4.75 | 4.05 | 1.50 |  5.90 |
| ACT-CL J1112.8+0229 |                 ABELL 1205 | 168.20244 |   2.49654 | 0.268 | 254.93 |  3.72 |    False |   False |                            |              ABELL 1205 | 57368 | ACT-CL J1112.8+0229 | PSZ2 G254.96+55.88 |           A1205 |          |                   |  5.36 | 4.05 | 1.56 |  6.13 |
| ACT-CL J0139.3-1122 |                 ABELL 0230 |  24.84913 | -11.37407 | 0.268 | 160.82 |  5.32 |    False |    True |                            |              ABELL 0230 | 64495 | ACT-CL J0139.3-1122 | PSZ2 G160.83-70.63 |                 |          |                   |  7.63 | 4.10 | 1.76 |  6.89 |
| ACT-CL J2332.6-3045 |        ACT-CL J2332.6-3045 | 353.15004 | -30.76247 | 0.268 |  16.34 |  2.39 |    False |   False |                            |                         |       | ACT-CL J2332.6-3045 |                    |                 |          |                   |  3.44 | 4.06 | 1.35 |  5.28 |
| ACT-CL J0303.3-2736 |                 ABELL 3082 |  45.82507 | -27.60824 | 0.269 | 221.59 |  3.96 |    False |   False |                            |              ABELL 3082 | 77240 | ACT-CL J0303.3-2736 |                    |                 |          |                   |  5.70 | 4.06 | 1.59 |  6.24 |
| ACT-CL J2244.8-1659 |        ACT-CL J2244.8-1659 | 341.21253 | -16.99169 | 0.269 |  45.42 |  4.29 |    False |   False |                            |                         |       | ACT-CL J2244.8-1659 |                    |                 |          |                   |  6.19 | 4.07 | 1.64 |  6.41 |
| ACT-CL J1459.4+0321 |        ACT-CL J1459.4+0321 | 224.86644 |   3.35167 | 0.269 |   0.67 |  5.07 |    False |    True |                            |                         |       | ACT-CL J1459.4+0321 |                    |                 |          |                   |  7.29 | 4.09 | 1.73 |  6.76 |
| ACT-CL J0404.6-2422 |                ABELL S0414 |  61.16059 | -24.36933 | 0.269 | 220.55 |  5.82 |    False |    True |                            |             ABELL S0414 | 73273 | ACT-CL J0404.6-2422 |                    |                 |          |                   |  8.35 | 4.12 | 1.81 |  7.07 |
| ACT-CL J2336.1-0110 |        ACT-CL J2336.1-0110 | 354.03748 |  -1.18333 | 0.270 |  84.95 |  1.91 |    False |   False |                            |                         |       | ACT-CL J2336.1-0110 |                    |                 |          |                   |  2.76 | 4.09 | 1.25 |  4.89 |
| ACT-CL J2344.5-4224 |        ACT-CL J2344.5-4224 | 356.14953 | -42.40998 | 0.270 | 340.32 |  2.45 |    False |   False |                            |                         |       | ACT-CL J2344.5-4224 |                    |                 |          |                   |  3.53 | 4.06 | 1.36 |  5.31 |
| ACT-CL J0436.9-2434 |        ACT-CL J0436.9-2434 |  69.23143 | -24.57368 | 0.270 | 223.44 |  3.22 |    False |   False |                            |                         |       | ACT-CL J0436.9-2434 |                    |                 |          |                   |  4.63 | 4.05 | 1.49 |  5.81 |
| ACT-CL J0218.3-3142 |                      80919 |  34.58501 | -31.70339 | 0.270 | 231.75 |  6.08 |    False |    True |                            |                         | 80919 | ACT-CL J0218.3-3142 | PSZ2 G231.74-70.59 |                 |          |                   |  8.74 | 4.14 | 1.84 |  7.17 |
| ACT-CL J2343.7+0016 |                      59607 | 355.93333 |   0.27914 | 0.270 |  89.47 |  2.30 |    False |   False |                            |                         | 59607 | ACT-CL J2343.7+0016 | PSZ2 G089.46-58.09 |                 |          |                   |  3.31 | 4.06 | 1.33 |  5.19 |
| ACT-CL J0611.0-2735 |        ACT-CL J0611.0-2735 |  92.75894 | -27.59087 | 0.270 | 234.30 |  5.74 |    False |    True |                            |                         |       | ACT-CL J0611.0-2735 |                    |                 |          |                   |  8.24 | 4.12 | 1.80 |  7.03 |
| ACT-CL J2254.3-4620 |                 ABELL 3937 | 343.58744 | -46.34565 | 0.270 | 345.35 |  4.91 |    False |    True |                            |              ABELL 3937 | 91084 | ACT-CL J2254.3-4620 | PSZ2 G345.32-59.97 |                 |          |                   |  7.08 | 4.09 | 1.71 |  6.68 |
| ACT-CL J0922.1+0346 |                      52413 | 140.53381 |   3.77329 | 0.270 | 228.46 |  2.62 |    False |   False |                            |                         | 52413 | ACT-CL J0922.1+0346 | PSZ2 G228.50+34.95 |                 |          |                   |  3.77 | 4.05 | 1.39 |  5.41 |
| ACT-CL J0047.9-3826 |                 ABELL 2822 |  11.99578 | -38.44578 | 0.271 | 306.37 |  2.49 |    False |   False |                            |              ABELL 2822 |       | ACT-CL J0047.9-3826 |                    |                 |          |                   |  3.59 | 4.05 | 1.36 |  5.31 |
| ACT-CL J0059.4+0343 |        ACT-CL J0059.4+0343 |  14.86501 |   3.72495 | 0.272 | 126.83 |  2.16 |    False |   False |                            |                         |       | ACT-CL J0059.4+0343 |                    |                 |          |                   |  3.11 | 4.07 | 1.30 |  5.06 |
| ACT-CL J2124.1-4500 |        ACT-CL J2124.1-4500 | 321.04870 | -45.00134 | 0.272 | 355.20 |  3.72 |    False |   False |                            |                         |       | ACT-CL J2124.1-4500 |                    |                 |          |                   |  5.36 | 4.05 | 1.56 |  6.06 |
| ACT-CL J0326.9-5004 |        ACT-CL J0326.9-5004 |  51.72994 | -50.06831 | 0.272 | 261.39 |  2.45 |    False |   False |                            |                         |       | ACT-CL J0326.9-5004 |                    |                 |          |                   |  3.52 | 4.06 | 1.36 |  5.27 |
