|                name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |            CHANCES |                   Abell |               PSZ2 |
| ACT-CL J2310.8-3019 |  -12.28188 | -30.33194 | 0.369 |  18.68 |  3.43 |    False |   False |  SPLUS-s24s69 |                    |                         |                    |
| ACT-CL J2311.0-1259 |  -12.23656 | -12.98656 | 0.428 |  59.02 |  4.50 |    False |   False |  SPLUS-s11s17 |                    |                         |                    |
| ACT-CL J2311.2-2045 |  -12.17920 | -20.75833 | 0.135 |  43.09 |  2.94 |    False |   False |  SPLUS-s16s45 |                    |                         |                    |
| ACT-CL J2311.5+0338 |  -12.11370 |   3.63334 | 0.307 |  80.99 |  9.34 |    False |    True |               |                    |              ABELL 2552 | PSZ2 G081.00-50.93 |
| ACT-CL J2312.2-2130 |  -11.92601 | -21.50402 | 0.109 |  41.52 |  4.87 |    False |    True |  SPLUS-s17s45 |                    |              ABELL 2554 | PSZ2 G041.43-66.81 |
| ACT-CL J2312.9-1600 |  -11.76841 | -16.00876 | 0.262 |  53.84 |  7.61 |    False |    True |  SPLUS-s13s47 |                    |              ABELL 2560 | PSZ2 G053.88-64.60 |
| ACT-CL J2314.1-4847 |  -11.45111 | -48.79551 | 0.371 | 337.35 |  3.78 |    False |   False |  SPLUS-s38s54 |                    |                         |                    |
| ACT-CL J2315.5-0648 |  -11.10064 |  -6.80623 | 0.316 |  70.33 |  4.88 |    False |   False |  SPLUS-s06s19 |                    |                         |                    |
| ACT-CL J2315.7-3747 |  -11.06555 | -37.78346 | 0.181 | 358.97 |  4.95 |    False |    True |  SPLUS-s29s65 |                    |              ABELL 3984 | PSZ2 G358.98-67.26 |
| ACT-CL J2316.0-2004 |  -10.97904 | -20.06675 | 0.233 |  45.75 |  3.58 |    False |   False |  SPLUS-s16s45 |                    |                         |                    |
| ACT-CL J2316.2-0609 |  -10.94175 |  -6.16460 | 0.280 |  71.44 |  3.49 |    False |   False |  SPLUS-s06s19 |                    |              ABELL 2567 |                    |
| ACT-CL J2316.8+0443 |  -10.79990 |   4.73082 | 0.308 |  83.69 |  4.03 |    False |   False |               |                    |                         |                    |
| ACT-CL J2316.9-5454 |  -10.76951 | -54.90411 | 0.371 | 328.21 |  3.63 |    False |   False |  SPLUS-s42s48 |                    |                         |                    |
| ACT-CL J2317.3-5357 |  -10.66669 | -53.96248 | 0.385 | 329.30 |  3.09 |    False |   False |  SPLUS-s42s48 |                    |                         |                    |
| ACT-CL J2317.5-3712 |  -10.60422 | -37.20833 | 0.182 |   0.04 |  2.22 |    False |   False |  SPLUS-s29s66 |                    |                         |                    |
| ACT-CL J2317.8-4912 |  -10.54503 | -49.21490 | 0.326 | 335.87 |  2.53 |    False |   False |  SPLUS-s38s55 |                    |                         |                    |
| ACT-CL J2318.1-3537 |  -10.47295 | -35.62019 | 0.204 |   4.00 |  3.63 |    False |   False |  SPLUS-s28s68 |                    |              ABELL 3989 |                    |
| ACT-CL J2318.3-1857 |  -10.41587 | -18.95217 | 0.211 |  48.93 |  4.99 |    False |    True |  SPLUS-s15s47 |                    |                         |                    |
| ACT-CL J2318.4-3618 |  -10.39767 | -36.31108 | 0.140 |   2.16 |  3.59 |    False |    True |  SPLUS-s28s68 |                    |             ABELL S1109 | PSZ2 G002.08-68.28 |
| ACT-CL J2319.0-0845 |  -10.24886 |  -8.75105 | 0.337 |  68.67 |  2.73 |    False |   False |  SPLUS-s07s20 |                    |                         |                    |
| ACT-CL J2319.2-5843 |  -10.17917 | -58.72500 | 0.299 | 323.45 |  2.12 |    False |   False |  SPLUS-s45s44 |                    |                         |                    |
| ACT-CL J2319.7-2203 |  -10.06389 | -22.06386 | 0.255 |  41.58 |  3.15 |    False |   False |  SPLUS-s17s46 |                    |              ABELL 2575 |                    |
| ACT-CL J2319.7-0117 |  -10.05906 |  -1.29715 | 0.284 |  78.69 |  3.52 |    False |   False |  SPLUS-s02s20 |                    |                         |                    |
| ACT-CL J2319.9-4716 |  -10.02367 | -47.27512 | 0.417 | 338.51 |  3.43 |    False |   False |  SPLUS-s36s58 |                    |                         |                    |
| ACT-CL J2320.1-1202 |   -9.96840 | -12.03361 | 0.408 |  63.65 |  5.32 |    False |    True |  SPLUS-s10s20 |                    |                         |                    |
| ACT-CL J2320.8-0648 |   -9.78333 |  -6.80417 | 0.447 |  72.19 |  2.67 |    False |   False |  SPLUS-s06s20 |                    |                         |                    |
| ACT-CL J2320.8-0434 |   -9.77912 |  -4.56672 | 0.189 |  75.19 |  2.79 |    False |   False |  SPLUS-s04s20 |                    |              ABELL 2578 | PSZ2 G075.11-58.83 |
| ACT-CL J2321.5-4153 |   -9.61250 | -41.90000 | 0.107 | 348.31 |  2.14 |    False |   False |  SPLUS-s32s63 |                    |              ABELL 3998 |                    |
| ACT-CL J2322.2-3805 |   -9.43752 | -38.09196 | 0.360 | 356.92 |  6.77 |    False |    True |  SPLUS-s29s66 |                    |                         |                    |
| ACT-CL J2322.9-0549 |   -9.26660 |  -5.82351 | 0.407 |  74.30 |  2.78 |    False |   False |  SPLUS-s05s20 |                    |                         |                    |
| ACT-CL J2323.0-3259 |   -9.23932 | -32.99642 | 0.184 |  10.49 |  2.09 |    False |   False |  SPLUS-s26s69 |                    |                         |                    |
| ACT-CL J2323.4-4431 |   -9.13774 | -44.53153 | 0.434 | 342.53 |  2.85 |    False |   False |  SPLUS-s34s61 |                    |                         |                    |
| ACT-CL J2323.6-4102 |   -9.08166 | -41.03833 | 0.368 | 349.66 |  2.56 |    False |   False |  SPLUS-s32s63 |                    |                         |                    |
| ACT-CL J2325.1-1228 |   -8.71248 | -12.46674 | 0.408 |  64.65 |  4.34 |    False |   False |  SPLUS-s10s21 |                    |                         |                    |
| ACT-CL J2325.2-4111 |   -8.69875 | -41.19596 | 0.358 | 348.92 |  7.62 |    False |    True |  SPLUS-s32s63 | PSZ2 G348.90-67.37 |             ABELL S1121 | PSZ2 G348.90-67.37 |
| ACT-CL J2326.8+0108 |   -8.29891 |   1.13609 | 0.281 |  83.75 |  2.68 |    False |   False | STRIPE82_0160 |                    |                         |                    |
| ACT-CL J2328.5-4303 |   -7.87075 | -43.05105 | 0.378 | 344.09 |  3.01 |    False |   False |  SPLUS-s33s63 |                    |                         |                    |
| ACT-CL J2329.1-1317 |   -7.71325 | -13.29830 | 0.397 |  64.58 |  5.70 |    False |    True |  SPLUS-s11s20 |                    |                         |                    |
| ACT-CL J2329.8-2813 |   -7.54723 | -28.22776 | 0.255 |  24.71 |  3.54 |    False |   False |  SPLUS-s22s45 |                    |                         |                    |
| ACT-CL J2330.2-4502 |   -7.43235 | -45.03676 | 0.315 | 339.74 |  3.89 |    False |   False |  SPLUS-s35s60 |                    |                         |                    |
| ACT-CL J2330.5-0419 |   -7.36880 |  -4.31683 | 0.398 |  79.14 |  3.05 |    False |   False |  SPLUS-s04s22 |                    |                         |                    |
| ACT-CL J2331.2-3630 |   -7.19165 | -36.50633 | 0.096 | 359.04 |  2.48 |    False |    True |  SPLUS-s28s70 |                    |              ABELL 4010 | PSZ2 G358.94-70.57 |
| ACT-CL J2331.7-5737 |   -7.06962 | -57.61785 | 0.294 | 322.21 |  2.34 |    False |   False |  SPLUS-s44s47 |                    |                         |                    |
| ACT-CL J2332.4-5358 |   -6.89488 | -53.97436 | 0.402 | 325.97 |  5.65 |    False |    True |  SPLUS-s42s50 |                    |                         | PSZ2 G325.99-59.48 |
| ACT-CL J2332.6-3045 |   -6.84996 | -30.76247 | 0.268 |  16.34 |  2.39 |    False |   False |  SPLUS-s24s73 |                    |                         |                    |
| ACT-CL J2332.6-4625 |   -6.84586 | -46.43333 | 0.379 | 336.59 |  1.96 |    False |   False |  SPLUS-s36s60 |                    |                         |                    |
| ACT-CL J2333.7-4631 |   -6.56866 | -46.52283 | 0.388 | 336.12 |  2.73 |    False |   False |  SPLUS-s36s60 |                    |                         |                    |
| ACT-CL J2333.9-0237 |   -6.52485 |  -2.62082 | 0.415 |  82.49 |  3.95 |    False |   False |  SPLUS-s03s22 |                    |                         |                    |
| ACT-CL J2334.0-0335 |   -6.48395 |  -3.59724 | 0.280 |  81.42 |  4.18 |    False |   False |  SPLUS-s04s22 |                    |                         |                    |
| ACT-CL J2335.7-4048 |   -6.07089 | -40.80833 | 0.320 | 346.83 |  2.24 |    False |   False |  SPLUS-s32s65 |                    |                         |                    |
| ACT-CL J2336.1-0110 |   -5.96252 |  -1.18333 | 0.270 |  84.95 |  1.91 |    False |   False |  SPLUS-s02s23 |                    |                         |                    |
| ACT-CL J2336.1-0912 |   -5.95571 |  -9.20560 | 0.355 |  74.63 |  2.74 |    False |   False |  SPLUS-s08s23 |                    |                         |                    |
| ACT-CL J2336.8-3120 |   -5.77690 | -31.34725 | 0.259 |  13.93 |  3.45 |    False |   False |  SPLUS-s24s73 |                    |             ABELL S1137 |                    |
| ACT-CL J2337.3-3442 |   -5.66236 | -34.71667 | 0.200 |   2.81 |  2.28 |    False |   False |  SPLUS-s27s71 |                    |                         |                    |
| ACT-CL J2337.3-0639 |   -5.65274 |  -6.66398 | 0.407 |  78.90 |  2.65 |    False |   False |  SPLUS-s06s23 |                    |                         |                    |
| ACT-CL J2337.6+0016 |   -5.58745 |   0.27272 | 0.277 |  87.01 |  7.71 |    False |    True | STRIPE82_0164 |                    |              ABELL 2631 | PSZ2 G087.03-57.37 |
| ACT-CL J2339.7-3514 |   -5.05402 | -35.24163 | 0.418 |   0.57 |  2.89 |    False |   False |  SPLUS-s27s71 |                    |                         |                    |
| ACT-CL J2339.9+0244 |   -5.01667 |   2.74996 | 0.238 |  90.15 |  1.73 |    False |   False |               |                    |                         |                    |
| ACT-CL J2340.0-3537 |   -4.98752 | -35.62076 | 0.168 | 359.33 |  2.20 |    False |   False |  SPLUS-s28s71 |                    |                         |                    |
| ACT-CL J2340.2+0308 |   -4.95000 |   3.14598 | 0.428 |  90.59 |  2.13 |    False |   False |               |                    |                         |                    |
| ACT-CL J2341.2-0901 |   -4.67682 |  -9.02028 | 0.251 |  77.18 |  5.56 |    False |    True |  SPLUS-s08s24 |                    |              ABELL 2645 | PSZ2 G077.20-65.45 |
| ACT-CL J2341.8-0744 |   -4.53849 |  -7.73360 | 0.404 |  79.36 |  4.23 |    False |   False |  SPLUS-s07s24 |                    |                         |                    |
| ACT-CL J2342.0-3736 |   -4.49413 | -37.61614 | 0.336 | 352.90 |  2.33 |    False |   False |  SPLUS-s29s69 |                    |                         |                    |
| ACT-CL J2342.5-4652 |   -4.35209 | -46.87460 | 0.279 | 332.83 |  2.62 |    False |   False |  SPLUS-s36s61 |                    |                         |                    |
| ACT-CL J2342.9-4714 |   -4.25026 | -47.24485 | 0.392 | 332.11 |  3.45 |    False |   False |  SPLUS-s36s61 |                    |                         |                    |
| ACT-CL J2343.7+0018 |   -4.07180 |   0.30679 | 0.272 |  89.49 |  2.59 |    False |   False | STRIPE82_0166 |                    |                         | PSZ2 G089.46-58.09 |
| ACT-CL J2343.7+0016 |   -4.06667 |   0.27914 | 0.270 |  89.47 |  2.30 |    False |   False | STRIPE82_0166 |                    |                         | PSZ2 G089.46-58.09 |
| ACT-CL J2344.0-3311 |   -3.98337 | -33.19796 | 0.196 |   6.20 |  2.32 |    False |   False |  SPLUS-s26s73 |                    |                         |                    |
| ACT-CL J2344.3-0422 |   -3.92203 |  -4.37711 | 0.079 |  84.85 |  3.25 |    False |    True |  SPLUS-s04s24 |                    |                         | PSZ2 G084.81-62.18 |
| ACT-CL J2344.5-4224 |   -3.85047 | -42.40998 | 0.270 | 340.32 |  2.45 |    False |   False |  SPLUS-s33s65 |                    |                         |                    |
| ACT-CL J2344.6+0305 |   -3.84356 |   3.08416 | 0.349 |  92.27 |  4.11 |    False |   False |               |                    |                         | PSZ2 G092.30-55.75 |
| ACT-CL J2344.7-1216 |   -3.81463 | -12.28056 | 0.172 |  73.20 |  3.83 |    False |   False |  SPLUS-s10s24 |                    |              ABELL 2658 |                    |
| ACT-CL J2345.1-3628 |   -3.71657 | -36.46871 | 0.275 | 355.20 |  2.31 |    False |   False |  SPLUS-s28s72 |                    |                         |                    |
| ACT-CL J2345.2-0302 |   -3.68225 |  -3.04214 | 0.319 |  86.79 |  5.09 |    False |   False |  SPLUS-s03s24 |                    |                         | PSZ2 G086.73-61.16 |
| ACT-CL J2346.4-2020 |   -3.38761 | -20.35000 | 0.195 |  53.98 |  2.94 |    False |   False |  SPLUS-s16s51 |                    |                         |                    |
| ACT-CL J2346.6-0951 |   -3.33756 |  -9.85833 | 0.328 |  78.37 |  3.10 |    False |   False |  SPLUS-s08s25 |                    |                         |                    |
| ACT-CL J2347.5-3109 |   -3.11667 | -31.15003 | 0.421 |  13.04 |  3.56 |    False |   False |  SPLUS-s24s75 |                    |                         | PSZ2 G013.06-75.46 |
| ACT-CL J2347.8-3535 |   -3.04067 | -35.59041 | 0.263 | 357.02 |  2.46 |    False |   False |  SPLUS-s28s72 |                    |             ABELL S1150 |                    |
| ACT-CL J2348.2-2853 |   -2.93087 | -28.89989 | 0.223 |  22.01 |  3.90 |    False |   False |  SPLUS-s22s48 |                    |             ABELL S1151 |                    |
| ACT-CL J2350.8-3825 |   -2.27727 | -38.43166 | 0.255 | 347.40 |  2.96 |    False |   False |  SPLUS-s30s70 |                    |              ABELL 4048 |                    |
| ACT-CL J2351.1-1957 |   -2.21528 | -19.95906 | 0.248 |  57.17 |  3.28 |    False |   False |  SPLUS-s16s51 |                    |                         | PSZ2 G057.08-74.45 |
| ACT-CL J2351.4+0047 |   -2.12761 |   0.78436 | 0.415 |  93.19 |  2.28 |    False |   False | STRIPE82_0168 |                    |                         |                    |
| ACT-CL J2351.6-5452 |   -2.09830 | -54.88094 | 0.384 | 320.31 |  4.32 |    False |   False |  SPLUS-s42s52 |                    |                         |                    |
| ACT-CL J2351.6-2604 |   -2.08575 | -26.08315 | 0.230 |  34.02 |  8.78 |    False |    True |  SPLUS-s20s51 |                    |              ABELL 2667 | PSZ2 G033.97-76.61 |
| ACT-CL J2351.8-0900 |   -2.03315 |  -9.00844 | 0.402 |  82.31 |  3.51 |    False |   False |  SPLUS-s08s26 |                    |                         | PSZ2 G082.31-67.00 |
| ACT-CL J2352.3-2525 |   -1.91110 | -25.42220 | 0.424 |  36.95 |  3.14 |    False |   False |  SPLUS-s20s51 |                    |                         |                    |
| ACT-CL J2353.3-1624 |   -1.66192 | -16.40132 | 0.379 |  68.52 |  5.39 |    False |    True |  SPLUS-s13s54 |                    |                         |                    |
| ACT-CL J2353.5-0717 |   -1.61976 |  -7.29098 | 0.442 |  85.58 |  3.31 |    False |   False |  SPLUS-s06s26 |                    |                         |                    |
