zbin,name,Cluster Name,ra,dec,z,gal_l,mass,complete,lowmass,CHANCES,Abell,CODEX,ACT-DR5,PSZ2,LoVoCCS,HIFLUGCS,MeerKAT,m200,c200,r200,d200
2,PSZ2 G212.25-53.20,73103,52.77565,-21.0276,0.188,212.25,5.86,False,True,,,73103,ACT-CL J0331.1-2100,PSZ2 G212.25-53.20,,,,8.44,4.08,1.87,9.61
2,PSZ2 G312.94+55.38,ABELL 1698,198.5684,-7.0412,0.189,312.94,5.17,False,True,,ABELL 1698,62425,,PSZ2 G312.94+55.38,,,,7.45,4.06,1.79,9.16
2,PSZ2 G260.85-62.19,ABELL 3036,39.27204,-45.35554,0.19,260.86,5.07,False,True,,ABELL 3036,88234,ACT-CL J0236.6-4516,PSZ2 G260.85-62.19,,,,7.3,4.06,1.78,9.07
2,PSZ2 G223.04-20.27,ABELL 0551,88.67915,-17.73825,0.19,223.05,5.3,False,True,,ABELL 0551,69545,,PSZ2 G223.04-20.27,,,,7.64,4.06,1.81,9.21
2,PSZ2 G269.03+44.22,ABELL 1211,168.72467,-12.20323,0.191,269.04,5.68,False,True,,ABELL 1211,66445,,PSZ2 G269.03+44.22,,,,8.18,4.08,1.85,9.37
2,PSZ2 G253.48-33.72,ABELL 3343,81.46259,-47.26231,0.191,253.49,6.3,False,True,,ABELL 3343,88679,ACT-CL J0525.8-4715,PSZ2 G253.48-33.72,,,MCXC J0525.8-4715,9.06,4.09,1.91,9.69
2,PSZ2 G233.05+23.67,61501,133.08726,-5.58344,0.192,233.05,5.01,False,True,,,61501,,PSZ2 G233.05+23.67,,,,7.22,4.06,1.77,8.96
2,PSZ2 G313.55+41.93,ABELL 1732,201.26656,-20.24106,0.193,313.56,5.45,False,True,,ABELL 1732,,,PSZ2 G313.55+41.93,,,,7.86,4.07,1.82,9.19
2,PSZ2 G288.27+39.97,Abell1451,180.82543,-21.52479,0.199,288.27,9.66,False,True,Abell1451,ABELL 1451,74869,,PSZ2 G288.27+39.97,,,,13.81,4.23,2.2,10.77
2,PSZ2 G234.06-30.74,ABELL 3342,81.49206,-30.58751,0.199,234.06,5.81,False,True,,ABELL 3342,77779,ACT-CL J0525.8-3035,PSZ2 G234.06-30.74,,,,8.37,4.08,1.86,9.11
2,PSZ2 G358.34-47.31,ABELL 3783,323.48568,-42.66643,0.2,358.34,5.67,False,True,,ABELL 3783,90911,ACT-CL J2134.0-4238,PSZ2 G358.34-47.31,,,,8.18,4.08,1.84,9.01
2,PSZ2 G224.53-30.27,ABELL S0519,79.26717,-22.6129,0.2,224.54,5.01,False,True,,ABELL S0519,73520,ACT-CL J0516.9-2237,PSZ2 G224.53-30.27,,,,7.22,4.06,1.77,8.64
2,PSZ2 G250.89-36.24,ABELL 3322,77.5981,-45.32916,0.2,250.9,7.74,False,True,,ABELL 3322,88650,ACT-CL J0510.3-4519,PSZ2 G250.89-36.24,,,MCXC J0510.2-4519,11.12,4.15,2.04,9.99
2,PSZ2 G026.73-38.94,ABELL 2336,316.84284,-21.18401,0.202,26.73,7.3,False,True,,ABELL 2336,,ACT-CL J2107.4-2110,PSZ2 G026.73-38.94,,,,10.48,4.14,2.0,9.71
2,PSZ2 G326.71+50.30,ABELL 1807,208.00817,-9.74826,0.202,326.71,5.45,False,True,,ABELL 1807,66817,,PSZ2 G326.71+50.30,,,,7.86,4.07,1.82,8.82
2,PSZ2 G257.32-22.19,ABELL 3399,99.32565,-48.484,0.203,257.33,7.16,False,True,,ABELL 3399,92119,ACT-CL J0637.3-4829,PSZ2 G257.32-22.19,,,MCXC J0637.3-4828,10.28,4.13,1.99,9.62
2,PSZ2 G225.48+29.41,ABELL 0732,134.4753,3.17442,0.203,225.49,6.2,False,True,,ABELL 0732,52344,ACT-CL J0857.8+0310,PSZ2 G225.48+29.41,,,,8.91,4.1,1.89,9.16
2,PSZ2 G286.62-31.24,PSZ2 G286.62-31.24,82.84024,-75.1931,0.21,286.62,7.67,False,True,,,,,PSZ2 G286.62-31.24,,,,11.0,4.16,2.03,9.54
2,PSZ2 G262.23+34.48,70405,158.59145,-17.34417,0.21,262.24,5.07,False,True,,,70405,,PSZ2 G262.23+34.48,,,,7.31,4.07,1.77,8.33
2,PSZ2 G162.49-71.98,ABELL 0223,24.50997,-12.79744,0.211,162.49,6.26,False,True,,ABELL 0223,64520,,PSZ2 G162.49-71.98,,,,9.0,4.1,1.9,8.9
2,PSZ2 G322.63-49.15,99356,343.53061,-63.24521,0.211,322.63,6.27,False,True,,,99356,,PSZ2 G322.63-49.15,,,,9.01,4.1,1.9,8.89
2,PSZ2 G285.87-74.93,84277,18.69567,-41.41344,0.213,285.87,6.06,False,True,,,84277,ACT-CL J0114.7-4123,PSZ2 G285.87-74.93,,,,8.71,4.1,1.87,8.73
2,PSZ2 G223.16-68.81,77089,36.8096,-28.83774,0.214,223.17,5.58,False,True,,,77089,ACT-CL J0227.1-2851,PSZ2 G223.16-68.81,,,,8.05,4.08,1.82,8.47
2,PSZ2 G355.07+46.20,RXC J1504.1-0248,226.02267,-2.79844,0.215,355.07,8.99,False,True,RXC J1504.1-0248,,58190,ACT-CL J1504.1-0248,PSZ2 G355.07+46.20,,,,12.88,4.22,2.13,9.85
2,PSZ2 G318.14-29.57,PSZ2 G318.14-29.57,296.77571,-76.40337,0.217,318.14,7.94,False,True,,,,,PSZ2 G318.14-29.57,,,,11.37,4.17,2.04,9.39
2,PSZ2 G295.19-56.99,ABELL S0157,21.20583,-59.6325,0.217,295.19,5.19,False,True,,ABELL S0157,96952,ACT-CL J0124.7-5937,PSZ2 G295.19-56.99,,,,7.48,4.07,1.78,8.17
2,PSZ2 G240.61-60.40,ABELL 3084,46.01923,-36.91938,0.219,240.62,5.75,False,True,,ABELL 3084,,ACT-CL J0304.0-3656,PSZ2 G240.61-60.40,,,,8.27,4.09,1.84,8.37
2,PSZ2 G355.07+55.32,ABELL 1942,219.61402,3.6809,0.219,355.07,5.77,False,True,,ABELL 1942,53527,,PSZ2 G355.07+55.32,,,,8.31,4.09,1.84,8.38
2,PSZ2 G256.53-65.70,ABELL 3017,36.46238,-41.92138,0.22,256.53,8.2,False,True,,ABELL 3017,84568,ACT-CL J0225.8-4154,PSZ2 G256.53-65.70,,,MCXC J0225.9-4154,11.75,4.18,2.07,9.4
2,PSZ2 G318.62+58.55,ABELL 1729,200.98189,-3.31892,0.22,318.62,5.96,False,True,,ABELL 1729,62393,ACT-CL J1324.2-0319,PSZ2 G318.62+58.55,,,,8.56,4.1,1.86,8.45
2,PSZ2 G200.95-28.16,ACT-CL J0450.3-0256,72.58349,-3.00734,0.22,200.96,7.15,False,True,,,,ACT-CL J0450.3-0256,PSZ2 G200.95-28.16,,,PLCK G200.9-28.2,10.27,4.14,1.97,8.97
2,PSZ2 G350.12+45.29,ABELL 1994,224.11256,-5.81764,0.22,350.13,7.17,False,True,,ABELL 1994,62687,,PSZ2 G350.12+45.29,,,,10.3,4.15,1.98,8.98
2,PSZ2 G347.58-35.35,ABELL S0871,306.45449,-51.27715,0.22,347.59,5.84,False,True,,ABELL S0871,93831,ACT-CL J2025.9-5117,PSZ2 G347.58-35.35,,,,8.39,4.09,1.85,8.39
2,PSZ2 G303.54+36.49,ABELL 1633,193.41076,-26.36936,0.221,303.55,5.68,False,True,,ABELL 1633,79014,,PSZ2 G303.54+36.49,,,,8.17,4.09,1.83,8.27
2,PSZ2 G306.02+34.47,PSZ2 G306.02+34.47,195.75176,-28.32998,0.221,306.02,6.74,False,True,,,,,PSZ2 G306.02+34.47,,,,9.68,4.13,1.93,8.75
2,PSZ2 G014.09+38.38,53709,240.85614,3.32237,0.222,14.1,6.37,False,True,,,53709,ACT-CL J1603.3+0317,PSZ2 G014.09+38.38,,,,9.16,4.11,1.9,8.56
2,PSZ2 G059.81-39.09,ABELL 2397,329.03827,1.421,0.224,59.82,6.73,False,True,,ABELL 2397,59289,ACT-CL J2156.1+0123,PSZ2 G059.81-39.09,,,,9.67,4.13,1.93,8.66
2,PSZ2 G011.06-63.84,ABELL 3934,343.38622,-33.73886,0.224,11.07,5.49,False,True,,ABELL 3934,,ACT-CL J2253.5-3343,PSZ2 G011.06-63.84,,,,7.91,4.09,1.81,8.1
2,PSZ2 G220.11+22.91,52264,126.44772,4.30362,0.225,220.11,6.58,False,True,,,52264,ACT-CL J0825.9+0414,PSZ2 G220.11+22.91,,,,9.44,4.12,1.92,8.57
2,PSZ2 G263.14-23.41,PSZ2 G263.14-23.41,99.72452,-53.9814,0.227,263.15,9.21,False,True,PSZ2 G263.14-23.41,ABELL S0592,95047,ACT-CL J0638.7-5358,PSZ2 G263.14-23.41,,,MCXC J0638.7-5358,13.14,4.23,2.14,9.5
2,PSZ2 G153.00-58.26,ABELL 0267,28.14512,0.99034,0.227,153.01,6.81,False,True,,ABELL 0267,55475,ACT-CL J0152.6+0100,PSZ2 G153.00-58.26,,,,9.77,4.14,1.94,8.59
2,PSZ2 G212.82-84.04,ABELL 2895,19.5485,-26.95876,0.228,212.83,7.66,False,True,,ABELL 2895,76905,ACT-CL J0118.2-2658,PSZ2 G212.82-84.04,,,MCXC J0118.1-2658,10.97,4.17,2.01,8.91
2,PSZ2 G286.39+64.06,ABELL 1530,185.70321,2.11578,0.229,286.39,5.53,False,True,,ABELL 1530,57654,,PSZ2 G286.39+64.06,,,,7.96,4.09,1.81,7.97
2,PSZ2 G253.13+57.49,ABELL 1208,168.55488,4.35088,0.229,253.14,6.53,False,True,,ABELL 1208,52787,ACT-CL J1114.1+0420,PSZ2 G253.13+57.49,,,,9.37,4.13,1.91,8.4
2,PSZ2 G175.69-85.98,ABELL 0141,16.37598,-24.65484,0.23,175.69,7.65,False,True,,ABELL 0141,72680,ACT-CL J0105.5-2438,PSZ2 G175.69-85.98,,,,10.96,4.17,2.01,8.83
2,PSZ2 G055.95-34.89,ABELL 2355,323.826,1.41045,0.231,55.95,9.08,False,True,,ABELL 2355,59207,ACT-CL J2135.2+0125,PSZ2 G055.95-34.89,,,,12.96,4.23,2.12,9.3
2,PSZ2 G342.33-34.93,PSZ2 G342.33-34.93,305.85326,-55.57511,0.232,342.34,9.01,False,True,PSZ2 G342.33-34.93,,96552,ACT-CL J2023.3-5535,PSZ2 G342.33-34.93,,,MCXC J2023.4-5535,12.86,4.23,2.12,9.24
2,PSZ2 G092.16-66.01,ABELL 2697,0.78784,-6.07221,0.232,92.16,8.04,False,True,,ABELL 2697,59697,ACT-CL J0003.2-0605,PSZ2 G092.16-66.01,,,,11.51,4.19,2.04,8.91
2,PSZ2 G222.99-65.70,ABELL 3041,40.35443,-28.65943,0.232,223.0,8.34,False,True,,ABELL 3041,77178,ACT-CL J0241.3-2838,PSZ2 G222.99-65.70,,,,11.94,4.2,2.07,9.01
2,PSZ2 G315.56-37.04,PSZ2 G315.56-37.04,328.91193,-75.43091,0.233,315.57,7.68,False,True,,,,,PSZ2 G315.56-37.04,,,,10.99,4.17,2.01,8.74
2,PSZ2 G219.88+22.83,ABELL 0664,126.2813,4.45637,0.233,219.88,6.84,False,True,,ABELL 0664,52258,ACT-CL J0824.9+0426,PSZ2 G219.88+22.83,,,,9.82,4.14,1.94,8.43
2,PSZ2 G053.64-34.48,59226,322.41014,0.0733,0.235,53.64,5.85,False,True,,,59226,ACT-CL J2129.6+0005,PSZ2 G053.64-34.48,,,,8.41,4.1,1.84,7.95
2,PSZ2 G176.25-52.57,ABELL 0384,42.05598,-2.2374,0.236,176.26,8.18,False,True,,ABELL 0384,,ACT-CL J0248.2-0216,PSZ2 G176.25-52.57,,,,11.72,4.2,2.05,8.84
2,PSZ2 G243.34-50.92,ACT-CL J0351.1-3937,57.75945,-39.63819,0.237,243.34,5.55,False,True,,,,ACT-CL J0351.1-3937,PSZ2 G243.34-50.92,,,,7.98,4.09,1.8,7.75
2,PSZ2 G347.17-27.36,PSZ2 G347.17-27.36,293.72297,-50.878,0.237,347.18,9.69,False,True,PSZ2 G347.17-27.36,ABELL S0821,93773,ACT-CL J1934.9-5050,PSZ2 G347.17-27.36,,,,13.84,4.27,2.17,9.3
2,PSZ2 G215.19-49.65,ABELL 3168,57.0011,-21.73505,0.24,215.2,8.08,False,True,,ABELL 3168,73166,ACT-CL J0347.9-2144,PSZ2 G215.19-49.65,,,,11.58,4.2,2.04,8.68
2,PSZ2 G039.21-75.96,ABELL 2663,357.46532,-24.75525,0.244,39.22,5.26,False,True,,ABELL 2663,,,PSZ2 G039.21-75.96,,,,7.57,4.09,1.77,7.44
2,PSZ2 G155.46-60.15,ABELL 0268,28.38664,-1.26598,0.244,155.46,5.75,False,True,,ABELL 0268,55505,ACT-CL J0153.5-0118,PSZ2 G155.46-60.15,,,,8.26,4.1,1.82,7.65
2,PSZ2 G309.49+37.31,RXC J1314.4-2515,198.63127,-25.26572,0.244,309.5,9.06,False,True,RXC J1314.4-2515,,75021,,PSZ2 G309.49+37.31,,,MCXC J1314.4-2515,12.93,4.25,2.11,8.88
2,PSZ2 G064.11-53.72,ABELL 2489,342.29576,-5.44675,0.245,64.12,6.04,False,True,,ABELL 2489,63877,ACT-CL J2249.1-0526,PSZ2 G064.11-53.72,,,,8.67,4.12,1.85,7.74
2,PSZ2 G047.71-59.47,ABELL 2485,342.1206,-16.10844,0.247,47.72,6.22,False,True,,ABELL 2485,,ACT-CL J2248.5-1606,PSZ2 G047.71-59.47,,,MCXC J2248.5-1606,8.93,4.13,1.87,7.77
2,PSZ2 G208.80-30.67,Abell0521,73.52095,-10.22628,0.248,208.81,9.79,False,True,Abell0521,ABELL 0521,65130,ACT-CL J0454.1-1013,PSZ2 G208.80-30.67,,,MCXC J0454.1-1014,13.95,4.29,2.16,9.0
2,PSZ2 G057.08-74.45,ACT-CL J2351.1-1957,357.7826,-19.9825,0.248,57.09,6.35,False,True,,,,ACT-CL J2351.1-1957,PSZ2 G057.08-74.45,,,RXC J2351.0-1954,9.12,4.13,1.88,7.8
3,PSZ2 G287.96-32.99,101808,74.84916,-75.80179,0.25,287.97,8.34,False,True,,,101808,,PSZ2 G287.96-32.99,,,,11.92,4.22,2.05,8.47
3,PSZ2 G348.43-25.50,93718,291.24051,-49.40846,0.25,348.43,7.84,False,True,,,93718,,PSZ2 G348.43-25.50,,,,11.23,4.2,2.01,8.3
3,PSZ2 G341.44-40.19,ABELL 3732,315.2556,-55.71662,0.25,341.44,6.43,False,True,,ABELL 3732,,ACT-CL J2101.2-5541,PSZ2 G341.44-40.19,,,,9.23,4.14,1.88,7.78
3,PSZ2 G077.20-65.45,ABELL 2645,355.3344,-9.01862,0.251,77.2,5.54,False,True,,ABELL 2645,68289,ACT-CL J2341.2-0901,PSZ2 G077.20-65.45,,,MCXC J2341.2-0901,7.96,4.1,1.79,7.38
3,PSZ2 G240.30-50.34,ABELL 3184,58.64051,-37.75112,0.251,240.31,6.96,False,True,,ABELL 3184,,ACT-CL J0354.5-3745,PSZ2 G240.30-50.34,,,,9.98,4.16,1.93,7.96
3,PSZ2 G018.18-60.00,ABELL 3889,338.71215,-30.54186,0.252,18.19,6.57,False,True,,ABELL 3889,,ACT-CL J2234.8-3033,PSZ2 G018.18-60.00,,,,9.43,4.14,1.9,7.8
3,PSZ2 G006.05+29.43,PSZ2 G006.05+29.43,244.40612,-7.26247,0.252,6.05,7.44,False,True,,,,,PSZ2 G006.05+29.43,,,,10.65,4.18,1.97,8.1
3,PSZ2 G266.83+25.08,PSZ2 G266.83+25.08,155.97147,-27.25218,0.254,266.83,9.94,False,True,PSZ2 G266.83+25.08,ABELL 3444,78664,,PSZ2 G266.83+25.08,,,,14.14,4.3,2.17,8.84
3,PSZ2 G250.68+40.76,ABELL 1001,155.78638,-6.60545,0.254,250.69,5.51,False,True,,ABELL 1001,61854,,PSZ2 G250.68+40.76,,,,7.92,4.1,1.79,7.29
3,PSZ2 G223.93-60.10,PSZ2 G223.93-60.10,46.75288,-28.68437,0.254,223.94,9.39,False,True,PSZ2 G223.93-60.10,ABELL 3088,77253,ACT-CL J0307.0-2840,PSZ2 G223.93-60.10,,,,13.4,4.28,2.13,8.7
3,PSZ2 G308.44+24.24,86325,199.27799,-38.35577,0.255,308.45,8.48,False,True,,,86325,,PSZ2 G308.44+24.24,,,,12.1,4.23,2.06,8.37
3,PSZ2 G323.30+63.66,ABELL 1733,201.74777,2.21185,0.259,323.3,8.67,False,True,,ABELL 1733,57842,ACT-CL J1327.0+0212,PSZ2 G323.30+63.66,,,,12.37,4.24,2.07,8.33
3,PSZ2 G337.14-25.98,99041,288.61938,-59.47221,0.26,337.14,8.88,False,True,,,99041,ACT-CL J1914.6-5928,PSZ2 G337.14-25.98,,,,12.68,4.26,2.09,8.37
3,PSZ2 G053.88-64.60,ABELL 2560,348.23667,-15.98752,0.262,53.88,6.71,False,True,,ABELL 2560,,ACT-CL J2312.9-1600,PSZ2 G053.88-64.60,,,,9.62,4.16,1.9,7.59
3,PSZ2 G037.69-46.87,ACT-CL J2150.5-1622,327.61754,-16.39916,0.263,37.69,6.98,False,True,,,,ACT-CL J2150.5-1622,PSZ2 G037.69-46.87,,,,9.99,4.17,1.93,7.66
3,PSZ2 G052.35-31.98,59135,319.73752,0.54388,0.265,52.36,6.19,False,True,,,59135,,PSZ2 G052.35-31.98,,,,8.89,4.14,1.85,7.32
3,PSZ2 G107.66-58.32,50690,4.89494,3.59648,0.267,107.66,8.39,False,True,,,50690,ACT-CL J0019.6+0336,PSZ2 G107.66-58.32,,,,11.97,4.24,2.04,8.03
3,PSZ2 G089.46-58.09,59607,355.91725,0.30208,0.27,89.47,6.99,False,True,,,59607,ACT-CL J2343.7+0018,PSZ2 G089.46-58.09,,,,10.01,4.18,1.92,7.5
3,PSZ2 G345.32-59.97,ABELL 3937,343.59407,-46.35833,0.27,345.33,6.87,False,True,,ABELL 3937,91084,ACT-CL J2254.3-4620,PSZ2 G345.32-59.97,,,,9.84,4.17,1.91,7.46
3,PSZ2 G228.50+34.95,52413,140.56057,3.75289,0.27,228.5,7.8,False,True,,,52413,ACT-CL J0922.1+0346,PSZ2 G228.50+34.95,,,,11.17,4.22,1.99,7.78
3,PSZ2 G241.76-30.88,PSZ2 G241.76-30.88,83.23167,-37.03963,0.271,241.76,9.45,False,True,PSZ2 G241.76-30.88,,84952,ACT-CL J0532.9-3701,PSZ2 G241.76-30.88,,,,13.45,4.3,2.12,8.26
3,PSZ2 G294.68-37.01,PSZ2 G294.68-37.01,45.99101,-77.90321,0.274,294.68,9.43,False,True,,,,,PSZ2 G294.68-37.01,,,MCXC J0303.7-7752,13.42,4.3,2.12,8.17
3,PSZ2 G254.51-27.32,88948,90.99444,-47.23034,0.274,254.52,6.59,False,True,,,88948,ACT-CL J0603.9-4714,PSZ2 G254.51-27.32,,,,9.43,4.16,1.88,7.26
3,PSZ2 G044.58-20.46,ACT-CL J2025.2+0031,306.28121,0.51884,0.275,44.59,7.62,False,True,,,,ACT-CL J2025.2+0031,PSZ2 G044.58-20.46,,,,10.92,4.21,1.97,7.61
3,PSZ2 G130.21-62.60,55241,16.20291,0.07432,0.277,130.21,7.7,False,True,,,55241,ACT-CL J0104.9+0003,PSZ2 G130.21-62.60,,,,11.03,4.22,1.98,7.59
3,PSZ2 G073.38-80.01,ABELL S0026,4.76352,-20.42016,0.277,73.39,7.56,False,True,,ABELL S0026,72468,ACT-CL J0019.1-2026,PSZ2 G073.38-80.01,,,,10.83,4.21,1.97,7.53
3,PSZ2 G087.03-57.37,ABELL 2631,354.43188,0.26824,0.278,87.04,9.89,False,True,,ABELL 2631,59533,ACT-CL J2337.6+0016,PSZ2 G087.03-57.37,,,,14.07,4.33,2.15,8.21
3,PSZ2 G270.93-58.78,91463,38.94684,-51.36232,0.278,270.94,8.03,False,True,,,91463,ACT-CL J0235.7-5120,PSZ2 G270.93-58.78,,,,11.46,4.23,2.0,7.66
3,PSZ2 G019.12+31.23,53826,249.12273,3.14764,0.28,19.13,8.97,False,True,,,53826,ACT-CL J1636.4+0308,PSZ2 G019.12+31.23,,,,12.8,4.29,2.08,7.9
3,PSZ2 G227.59+22.98,ACT-CL J0839.5-0140,129.86034,-1.67893,0.281,227.59,6.43,False,True,,,,ACT-CL J0839.5-0140,PSZ2 G227.59+22.98,,,,9.22,4.16,1.86,7.07
3,PSZ2 G195.39-29.08,55947,69.30034,0.72715,0.284,195.39,7.5,False,True,,,55947,ACT-CL J0437.1+0043,PSZ2 G195.39-29.08,,,,10.74,4.22,1.96,7.37
3,PSZ2 G281.26-46.90,97180,47.84878,-63.90666,0.284,281.27,5.87,False,True,,,97180,,PSZ2 G281.26-46.90,,,,8.44,4.14,1.81,6.8
3,PSZ2 G244.37-32.15,PSZ2 G244.37-32.15,82.20119,-39.47749,0.284,244.38,9.99,False,True,PSZ2 G244.37-32.15,,85000,ACT-CL J0528.8-3927,PSZ2 G244.37-32.15,,,MCXC J0528.9-3927,14.22,4.34,2.15,8.09
3,PSZ2 G259.98-63.43,PSZ2 G259.98-63.43,38.07817,-44.36122,0.284,259.99,10.17,False,True,PSZ2 G259.98-63.43,,88216,ACT-CL J0232.2-4421,PSZ2 G259.98-63.43,,,MCXC J0232.2-4420,14.47,4.35,2.16,8.15
3,PSZ2 G341.19-36.12,ABELL 3685,308.06559,-56.43517,0.284,341.2,7.75,False,True,,ABELL 3685,96561,ACT-CL J2032.3-5627,PSZ2 G341.19-36.12,,,,11.08,4.23,1.98,7.45
3,PSZ2 G239.43+47.95,ZwCl 1021.0+0426,155.92402,4.16626,0.285,239.43,8.8,False,True,ZwCl 1021.0+0426,,52661,ACT-CL J1023.6+0411,PSZ2 G239.43+47.95,,,,12.56,4.28,2.06,7.74
3,PSZ2 G279.79+39.09,74780,173.87955,-20.34029,0.29,279.79,8.25,False,True,,,74780,,PSZ2 G279.79+39.09,,,,11.78,4.26,2.01,7.47
3,PSZ2 G230.73+27.70,57017,135.37264,-1.6582,0.294,230.74,6.69,False,True,,,57017,ACT-CL J0901.5-0139,PSZ2 G230.73+27.70,,,,9.58,4.18,1.88,6.89
3,PSZ2 G073.82-54.92,ABELL 2537,347.09088,-2.19562,0.297,73.83,7.45,False,True,,ABELL 2537,59487,ACT-CL J2308.3-0211,PSZ2 G073.82-54.92,,,,10.64,4.22,1.94,7.09
3,PSZ2 G331.10+40.81,71021,214.82952,-17.20447,0.299,331.11,8.08,False,True,,,71021,,PSZ2 G331.10+40.81,,,,11.53,4.26,1.99,7.23
3,PSZ2 G286.68+23.18,86128,173.99956,-37.29209,0.3,286.69,6.8,False,True,,,86128,,PSZ2 G286.68+23.18,,,,9.74,4.19,1.88,6.82
3,PSZ2 G263.24-33.18,94822,82.95368,-55.35893,0.3,263.24,5.41,False,True,,,94822,,PSZ2 G263.24-33.18,,,,7.78,4.12,1.75,6.33
3,PSZ2 G081.00-50.93,ABELL 2552,347.89825,3.62869,0.3,81.0,10.1,False,True,,ABELL 2552,54859,ACT-CL J2311.5+0338,PSZ2 G081.00-50.93,,,,14.32,4.37,2.14,7.76
3,PSZ2 G305.88-44.56,PSZ2 G305.88-44.56,5.88655,-72.40409,0.3,305.88,7.67,False,True,,,,,PSZ2 G305.88-44.56,,,,10.95,4.24,1.96,7.1
3,PSZ2 G271.53-56.57,PSZ2 G271.53-56.57,41.3687,-53.04224,0.3,271.54,9.14,False,True,PSZ2 G271.53-56.57,ABELL S0295,91486,ACT-CL J0245.5-5302,PSZ2 G271.53-56.57,,,PSZ1 G271.48-56.5,13.0,4.32,2.07,7.51
3,PSZ2 G083.85-55.43,ACT-CL J2327.7+0058,351.90626,0.94191,0.302,83.86,6.63,False,True,,,,ACT-CL J2327.7+0058,PSZ2 G083.85-55.43,,,,9.5,4.18,1.86,6.73
3,PSZ2 G327.53+25.88,PSZ2 G327.53+25.88,219.0463,-31.93316,0.304,327.53,7.44,False,True,,,,,PSZ2 G327.53+25.88,,,,10.62,4.23,1.93,6.95
3,PSZ2 G251.13-78.15,ACT-CL J0136.2-3359,24.07704,-34.00304,0.304,251.13,5.62,False,True,,,,ACT-CL J0136.2-3359,PSZ2 G251.13-78.15,,,,8.07,4.14,1.77,6.34
3,PSZ2 G109.99-70.28,ABELL 0056,8.48654,-7.85282,0.304,109.99,7.58,False,True,,ABELL 0056,59790,ACT-CL J0033.8-0751,PSZ2 G109.99-70.28,,,,10.83,4.24,1.95,6.98
3,PSZ2 G074.08-54.68,59484,347.04601,-1.92133,0.305,74.09,7.28,False,True,,,59484,ACT-CL J2307.9-0155,PSZ2 G074.08-54.68,,,,10.41,4.22,1.92,6.89
3,PSZ2 G287.54+58.63,62201,184.90696,-3.28409,0.305,287.54,5.7,False,True,,,62201,ACT-CL J1219.6-0318,PSZ2 G287.54+58.63,,,,8.19,4.14,1.77,6.35
3,PSZ2 G253.21+34.25,66237,152.60279,-12.644,0.306,253.21,6.67,False,True,,,66237,,PSZ2 G253.21+34.25,,,,9.55,4.19,1.87,6.67
3,PSZ2 G286.28-38.36,101752,59.80473,-72.0971,0.307,286.28,8.01,False,True,,,101752,,PSZ2 G286.28-38.36,,,,11.44,4.26,1.98,7.07
3,PSZ2 G270.63-35.67,PSZ2 G270.63-35.67,77.48085,-61.28753,0.313,270.63,7.21,False,True,,,,,PSZ2 G270.63-35.67,,,,10.3,4.23,1.91,6.72
3,PSZ2 G317.52+59.94,PSZ2 G317.52+59.94,200.1132,-2.09961,0.316,317.53,6.86,False,True,,,,,PSZ2 G317.52+59.94,,,,9.82,4.21,1.88,6.57
3,PSZ2 G069.66-79.26,ACT-CL J0014.7-2024,3.69232,-20.41487,0.317,69.67,7.98,False,True,,,,ACT-CL J0014.7-2024,PSZ2 G069.66-79.26,,,,11.39,4.27,1.97,6.88
3,PSZ2 G333.89-43.60,99159,324.45711,-60.12007,0.318,333.9,8.98,False,True,,,99159,,PSZ2 G333.89-43.60,,,,12.78,4.33,2.05,7.13
3,PSZ2 G244.74-28.59,ACT-CL J0546.9-3904,86.79434,-39.06452,0.319,244.75,6.68,False,True,,,,ACT-CL J0546.9-3904,PSZ2 G244.74-28.59,,,,9.56,4.2,1.86,6.46
3,PSZ2 G323.08-63.98,ACT-CL J2355.7-5055,358.99553,-50.91413,0.32,323.08,6.16,False,True,,,,ACT-CL J2355.7-5055,PSZ2 G323.08-63.98,,,,8.83,4.17,1.81,6.28
3,PSZ2 G049.80-25.16,59012,312.77128,2.28447,0.321,49.8,8.62,False,True,,,59012,ACT-CL J2051.1+0215,PSZ2 G049.80-25.16,,,,12.27,4.31,2.02,6.98
3,PSZ2 G210.08-60.96,ABELL 0402,44.41812,-22.1627,0.322,210.09,8.17,False,True,,ABELL 0402,73057,ACT-CL J0257.7-2209,PSZ2 G210.08-60.96,,,MCXC J0257.6-2209,11.64,4.29,1.98,6.84
3,PSZ2 G013.74-45.53,ABELL S0946,321.56634,-32.02545,0.323,13.75,6.49,False,True,,ABELL S0946,,ACT-CL J2126.1-3202,PSZ2 G013.74-45.53,,,,9.29,4.2,1.84,6.33
3,PSZ2 G011.72-37.96,ACT-CL J2049.9-3217,312.45047,-32.29987,0.323,11.72,7.25,False,True,,,,ACT-CL J2049.9-3217,PSZ2 G011.72-37.96,,,,10.35,4.24,1.9,6.56
3,PSZ2 G296.27-52.05,96941,22.41213,-64.57923,0.326,296.28,7.16,False,True,,,96941,,PSZ2 G296.27-52.05,,,,10.23,4.23,1.89,6.48
3,PSZ2 G223.47+26.85,52342,131.37058,3.4754,0.327,223.48,7.11,False,True,,,52342,ACT-CL J0845.4+0327,PSZ2 G223.47+26.85,,,,10.15,4.23,1.89,6.46
3,PSZ2 G282.14+38.29,PSZ2 G282.14+38.29,175.40513,-21.74557,0.327,282.14,6.53,False,True,,,,,PSZ2 G282.14+38.29,,,,9.36,4.2,1.84,6.28
