|               name |      ra |     dec |     z |   MSZ |                                 coords | PSZ2_idx |               PSZ2 | ACT-DR5_idx |             ACT-DR5 | SPT-SZ_idx |            SPT-SZ | CODEX_idx |  CODEX | DECam | MCXC_idx |         MCXC | S-PLUS | CODEX-DECALS_idx | CODEX-DECALS | MeerKAT_idx |           MeerKAT | MKDiffuse_idx |          MKDiffuse | XMM_idx |    XMM | HIFLUGCS_idx | HIFLUGCS | MENeaCS_idx | MENeaCS | LoVoCCS_idx | LoVoCCS | CLASH-VLT_idx |    CLASH-VLT | m500_PSZ2 | m500_PSZ2_corr | m500_ACT | m500_SPT | m500_MCXC | m500_MCXC_corr | m500_CODEX |  m500 |  m200 | c200 | r200 |  d200 | N_first | N_tgss | N_spec | N_spec_z | 5d200 |
| PSZ2 G069.66-79.26 |   3.692 | -20.415 | 0.317 |  5.92 |   3.692323143266202,-20.41487485046159 |       81 | PSZ2 G069.66-79.26 |          29 | ACT-CL J0014.7-2024 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.92 |           7.98 |     5.80 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  5.80 |  8.32 | 4.15 | 1.77 |  6.20 |       0 |     11 |    510 |       95 |  0.52 |
| PSZ2 G073.38-80.01 |   4.764 | -20.420 | 0.277 |  5.61 | 4.7635197569286625,-20.420161971184665 |       83 | PSZ2 G073.38-80.01 |          36 | ACT-CL J0019.1-2026 |        -99 |                   |       -99 |        |  DR10 |       10 | J0019.0-2026 |    YES |             1258 |       124785 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.61 |           7.56 |     6.64 |    -1.00 |      4.76 |           7.21 |       8.62 |  6.64 |  9.51 | 4.16 | 1.88 |  7.21 |       0 |     31 |    969 |      376 |  0.60 |
| PSZ2 G073.82-54.92 | 347.091 |  -2.196 | 0.297 |  5.52 | 347.09088367464295,-2.1956241116766235 |       84 | PSZ2 G073.82-54.92 |        1005 | ACT-CL J2308.3-0211 |        -99 |                   |      1219 | 247137 |  DR10 |      525 | J2308.3-0211 |    YES |              908 |       113393 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |          92 |   A2537 |         -99 |         |           -99 |              |      5.52 |           7.45 |     8.61 |    -1.00 |      6.44 |           9.75 |      10.49 |  8.61 | 12.29 | 4.29 | 2.04 |  7.44 |      88 |     20 |   2222 |      841 |  0.62 |
| PSZ2 G074.08-54.68 | 347.046 |  -1.921 | 0.305 |  5.40 | 347.04601246314155,-1.9213273468393568 |       85 | PSZ2 G074.08-54.68 |        1004 | ACT-CL J2307.9-0155 |        -99 |                   |      1061 |  59484 |  DR10 |      -99 |              |    YES |              909 |       113390 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.40 |           7.28 |     3.12 |    -1.00 |     -1.00 |          -1.00 |       7.12 |  3.12 |  4.49 | 4.05 | 1.45 |  5.21 |      52 |     11 |   1657 |      692 |  0.43 |
| PSZ2 G081.00-50.93 | 347.898 |   3.629 | 0.300 |  7.48 |    347.898249459139,3.6286919562918767 |       88 | PSZ2 G081.00-50.93 |        1012 | ACT-CL J2311.5+0338 |        -99 |                   |      1265 | 243374 |  DR10 |      526 | J2311.5+0338 |     NO |              736 |       109285 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.48 |          10.10 |     9.34 |    -1.00 |      6.86 |          10.38 |      13.18 |  9.34 | 13.28 | 4.33 | 2.09 |  7.57 |      78 |      6 |   1818 |      388 |  0.63 |
| PSZ2 G082.31-67.00 | 357.940 |  -8.967 | 0.394 |  5.90 |   357.9402496747136,-8.966737898928235 |       90 | PSZ2 G082.31-67.00 |        1093 | ACT-CL J2351.8-0900 |        -99 |                   |       940 |  68290 |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.90 |           7.96 |     3.51 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  3.51 |  5.06 | 4.08 | 1.46 |  4.43 |      42 |      6 |    757 |       61 |  0.37 |
| PSZ2 G082.88-75.10 |   2.982 | -15.399 | 0.378 |  5.06 |    2.98229966827044,-15.39867946517026 |       91 | PSZ2 G082.88-75.10 |          17 | ACT-CL J0011.7-1523 |        -99 |                   |       -99 |        |  DR10 |        4 | J0011.7-1523 |    YES |             1201 |       121229 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.06 |           6.83 |     8.47 |    -1.00 |      7.20 |          10.90 |      12.21 |  8.47 | 12.01 | 4.37 | 1.96 |  6.10 |       0 |     12 |    513 |       22 |  0.51 |
| PSZ2 G083.85-55.43 | 351.906 |   0.942 | 0.302 |  4.92 |   351.9062561000725,0.9419075087176724 |       92 | PSZ2 G083.85-55.43 |         -99 |                     |        -99 |                   |       930 |  59526 |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.92 |           6.63 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  6.63 |  9.50 | 4.18 | 1.86 |  6.73 |     110 |     24 |   2278 |      251 |  0.56 |
| PSZ2 G087.03-57.37 | 354.432 |   0.268 | 0.278 |  7.33 |   354.4318766155165,0.2682359490124721 |       95 | PSZ2 G087.03-57.37 |        1064 | ACT-CL J2337.6+0016 |        -99 |                   |      1228 | 247170 |  DR10 |      543 | J2337.6+0016 |    YES |              810 |       113432 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.33 |           9.89 |     7.71 |    -1.00 |      5.42 |           8.21 |       9.27 |  7.71 | 11.03 | 4.22 | 1.98 |  7.57 |     132 |     13 |   3720 |      756 |  0.63 |
| PSZ2 G089.46-58.09 | 355.917 |   0.302 | 0.270 |  5.18 |   355.9172488700218,0.3020789424451429 |       96 | PSZ2 G089.46-58.09 |        1075 | ACT-CL J2343.7+0018 |        -99 |                   |       765 |  59607 |  DR10 |      -99 |              |    YES |              840 |       113497 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.18 |           6.99 |     2.59 |    -1.00 |     -1.00 |          -1.00 |       4.94 |  2.59 |  3.73 | 4.05 | 1.38 |  5.40 |      57 |      6 |   1970 |      500 |  0.45 |
| PSZ2 G092.16-66.01 |   0.788 |  -6.072 | 0.232 |  5.96 |  0.7878387434768469,-6.072208445774302 |       97 | PSZ2 G092.16-66.01 |           8 | ACT-CL J0003.2-0605 |        -99 |                   |      1217 | 247305 |  DR10 |        1 | J0003.1-0605 |     NO |              961 |       113583 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.96 |           8.04 |     9.09 |    -1.00 |      5.22 |           7.90 |       9.46 |  9.09 | 12.98 | 4.23 | 2.13 |  9.27 |     141 |     22 |   1889 |      422 |  0.77 |
| PSZ2 G092.30-55.75 | 356.176 |   3.094 | 0.349 |  5.14 |  356.17579813811693,3.0935927334527333 |       98 | PSZ2 G092.30-55.75 |        1079 | ACT-CL J2344.6+0305 |        -99 |                   |       518 |  55030 |  DR10 |      -99 |              |     NO |              772 |       109444 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.14 |           6.93 |     4.11 |    -1.00 |     -1.00 |          -1.00 |       3.18 |  4.11 |  5.92 | 4.09 | 1.56 |  5.13 |      47 |      7 |    877 |       90 |  0.43 |
| PSZ2 G093.93-82.22 |   8.850 | -20.271 | 0.352 |  7.01 |   8.850112713326197,-20.27083765828011 |       99 | PSZ2 G093.93-82.22 |          73 | ACT-CL J0035.4-2015 |        -99 |                   |       -99 |        |  DR10 |       21 | J0035.4-2015 |    YES |             1260 |       124852 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.01 |           9.45 |     9.98 |    -1.00 |     10.20 |          15.44 |      12.19 |  9.98 | 14.11 | 4.43 | 2.09 |  6.80 |       0 |     15 |    729 |       72 |  0.57 |
| PSZ2 G094.46-69.65 |   3.203 |  -8.951 | 0.352 |  5.45 |   3.202984451799367,-8.950523613622568 |      100 | PSZ2 G094.46-69.65 |          19 | ACT-CL J0012.8-0855 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.45 |           7.35 |     3.52 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  3.52 |  5.07 | 4.06 | 1.48 |  4.83 |      69 |     13 |    500 |      106 |  0.40 |
| PSZ2 G101.55-59.03 |   2.042 |   2.030 | 0.369 |  5.72 |   2.042178390669706,2.0303798843921657 |      102 | PSZ2 G101.55-59.03 |          14 | ACT-CL J0008.1+0201 |        -99 |                   |       988 |  55040 |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.72 |           7.72 |     6.41 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  6.41 |  9.16 | 4.23 | 1.79 |  5.67 |      44 |     12 |   1292 |       97 |  0.47 |
| PSZ2 G106.87-83.23 |  10.866 | -20.617 | 0.292 |  8.13 |  10.866175509346801,-20.61702265082168 |      103 | PSZ2 G106.87-83.23 |          85 | ACT-CL J0043.3-2037 |        -99 |                   |       -99 |        |  DR10 |       25 | J0043.4-2037 |    YES |             1261 |       124858 |          19 | MCXC J0043.4-2037 |            18 | Abell2813          |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      8.13 |          10.96 |    10.20 |    -1.00 |      5.37 |           8.12 |       9.92 | 10.20 | 14.47 | 4.36 | 2.15 |  7.95 |       0 |     33 |   1124 |      247 |  0.66 |
| PSZ2 G107.66-58.32 |   4.895 |   3.596 | 0.267 |  6.22 |   4.894937597640887,3.5964757075454705 |      104 | PSZ2 G107.66-58.32 |          37 | ACT-CL J0019.6+0336 |        -99 |                   |      1236 |  50690 |  DR10 |      -99 |              |     NO |              701 |       105554 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.22 |           8.39 |    10.19 |    -1.00 |     -1.00 |          -1.00 |      10.46 | 10.19 | 14.50 | 4.33 | 2.18 |  8.56 |     114 |     41 |   2669 |      464 |  0.71 |
| PSZ2 G109.99-70.28 |   8.487 |  -7.853 | 0.304 |  5.62 |   8.486538526953721,-7.852818955943348 |      105 | PSZ2 G109.99-70.28 |          64 | ACT-CL J0033.8-0751 |        -99 |                   |      1031 | 247384 |  DR10 |      -99 |              |     NO |             1024 |       113670 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.62 |           7.58 |     5.45 |    -1.00 |     -1.00 |          -1.00 |       7.87 |  5.45 |  7.83 | 4.13 | 1.75 |  6.27 |      66 |     14 |    818 |      139 |  0.52 |
| PSZ2 G114.39-60.16 |   8.622 |   2.423 | 0.368 |  5.78 |   8.622170747171788,2.4226259523986475 |      107 | PSZ2 G114.39-60.16 |          67 | ACT-CL J0034.5+0225 |        -99 |                   |      1260 |  55117 |  DR10 |      -99 |              |     NO |              739 |       109524 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.78 |           7.79 |     8.12 |    -1.00 |     -1.00 |          -1.00 |      11.80 |  8.12 | 11.56 | 4.34 | 1.94 |  6.14 |      66 |     17 |   1576 |      159 |  0.51 |
| PSZ2 G130.21-62.60 |  16.203 |   0.074 | 0.277 |  5.71 | 16.202905451898168,0.07431689120764481 |      109 | PSZ2 G130.21-62.60 |         116 | ACT-CL J0104.9+0003 |        -99 |                   |       694 | 243694 |  DR10 |      -99 |              |    YES |              812 |       109633 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.71 |           7.70 |     3.65 |    -1.00 |     -1.00 |          -1.00 |       4.82 |  3.65 |  5.25 | 4.05 | 1.55 |  5.93 |      75 |      9 |   2486 |      535 |  0.49 |
| PSZ2 G153.00-58.26 |  28.145 |   0.990 | 0.227 |  5.04 |     28.14511998200719,0.99033591950781 |      110 | PSZ2 G153.00-58.26 |         221 | ACT-CL J0152.6+0100 |        -99 |                   |      1069 | 243826 |  DR10 |       72 | J0152.7+0100 |    YES |              781 |       109842 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |          50 |    A267 |         -99 |         |           -99 |              |      5.04 |           6.81 |     8.28 |    -1.00 |      4.93 |           7.46 |       8.34 |  8.28 | 11.86 | 4.20 | 2.07 |  9.16 |     176 |     38 |   5556 |     1113 |  0.76 |
|         Abell 0209 |  22.981 | -13.614 | 0.206 |  8.46 |  22.98087729338289,-13.613994668718622 |      112 | PSZ2 G159.91-73.50 |         177 | ACT-CL J0131.8-1336 |        -99 |                   |       -99 |        |  DR10 |       58 | J0131.8-1336 |     NO |             1148 |       117857 |           7 | MCXC J0131.8-1336 |             5 | Abell209           |     -99 |        |          -99 |          |          49 |    A209 |         -99 |         |             1 |    Abell 209 |      8.46 |          11.42 |     7.62 |    -1.00 |      5.11 |           7.73 |      10.36 |  7.62 | 10.95 | 4.15 | 2.03 |  9.69 |       0 |     44 |   1808 |      801 |  0.81 |
| PSZ2 G162.49-71.98 |  24.510 | -12.797 | 0.211 |  4.64 |  24.509965122454297,-12.79743796990907 |      113 | PSZ2 G162.49-71.98 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |       63 | J0137.9-1248 |     NO |             1149 |       117845 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |          72 |   A223S |         -99 |         |           -99 |              |      4.64 |           6.26 |    -1.00 |    -1.00 |      3.03 |           4.59 |       5.39 |  6.26 |  9.00 | 4.10 | 1.90 |  8.90 |       0 |     31 |   1611 |      727 |  0.74 |
| PSZ2 G167.66-65.59 |  29.978 |  -8.859 | 0.405 |  7.20 |     29.9775537652131,-8.85888993385138 |      114 | PSZ2 G167.66-65.59 |         243 | ACT-CL J0159.8-0849 |        -99 |                   |      1279 |  64550 |  DR10 |       78 | J0159.8-0850 |     NO |             1058 |       117873 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.20 |           9.72 |     9.41 |    -1.00 |      9.15 |          13.85 |      12.52 |  9.41 | 13.30 | 4.47 | 2.00 |  5.98 |      80 |     16 |    807 |       97 |  0.50 |
|          Abell0370 |  39.965 |  -1.568 | 0.373 |  7.65 |  39.96505125350528,-1.5680820346543665 |      116 | PSZ2 G172.98-53.55 |         341 | ACT-CL J0239.8-0134 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |           8 |  ZwCl 0237.2-0146 |             6 | Abell370           |     -99 |        |          -99 |          |          51 |    A370 |         -99 |         |           -99 |              |      7.65 |          10.31 |     9.24 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  9.24 | 13.11 | 4.42 | 2.02 |  6.34 |      88 |     12 |   2373 |      358 |  0.53 |
| PSZ2 G175.69-85.98 |  16.376 | -24.655 | 0.230 |  5.67 |  16.375975977421486,-24.65484180658763 |      119 | PSZ2 G175.69-85.98 |         119 | ACT-CL J0105.5-2438 |        -99 |                   |       -99 |        |  DR10 |       39 | J0105.5-2439 |    YES |             1353 |       124980 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.67 |           7.65 |     8.17 |    -1.00 |      4.72 |           7.14 |       9.59 |  8.17 | 11.69 | 4.19 | 2.05 |  9.02 |       0 |     30 |   1398 |      526 |  0.75 |
| PSZ2 G176.25-52.57 |  42.056 |  -2.237 | 0.236 |  6.07 |   42.05598019343738,-2.237401937409474 |      120 | PSZ2 G176.25-52.57 |         361 | ACT-CL J0248.2-0216 |        -99 |                   |      1212 |  55619 |  DR10 |      109 | J0248.2-0216 |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.07 |           8.18 |     9.85 |    -1.00 |      5.23 |           7.92 |      -1.00 |  9.85 | 14.06 | 4.28 | 2.18 |  9.39 |     138 |     35 |   2999 |      689 |  0.78 |
| PSZ2 G181.44-44.76 |  50.126 |   0.511 | 0.394 |  5.14 |   50.12634534207478,0.5114655725280708 |      121 | PSZ2 G181.44-44.76 |         416 | ACT-CL J0320.5+0032 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.14 |           6.93 |     4.05 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  4.05 |  5.82 | 4.10 | 1.53 |  4.64 |      40 |     24 |   1103 |      107 |  0.39 |
| PSZ2 G185.16-53.63 |  44.769 |  -6.971 | 0.423 |  6.35 |   44.76947986604144,-6.971138765191213 |      123 | PSZ2 G185.16-53.63 |         381 | ACT-CL J0259.0-0659 |        -99 |                   |      1242 |  60241 |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.35 |           8.57 |     8.07 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  8.07 | 11.45 | 4.40 | 1.89 |  5.51 |      71 |      8 |    577 |       64 |  0.46 |
| PSZ2 G195.39-29.08 |  69.300 |   0.727 | 0.284 |  5.56 |   69.30034165747578,0.7271490732417888 |      125 | PSZ2 G195.39-29.08 |         532 | ACT-CL J0437.1+0043 |        -99 |                   |       -99 |        |  DR10 |      171 | J0437.1+0043 |     NO |              821 |       110266 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.56 |           7.50 |     7.71 |    -1.00 |      5.95 |           9.01 |      10.87 |  7.71 | 11.03 | 4.22 | 1.97 |  7.43 |       0 |     20 |   1327 |      245 |  0.62 |
| PSZ2 G195.75-24.32 |  73.527 |   2.962 | 0.203 |  7.80 |   73.52666381873586,2.9622519739188786 |      126 | PSZ2 G195.75-24.32 |         553 | ACT-CL J0454.1+0255 |        -99 |                   |       -99 |        |  DR10 |      179 | J0454.1+0255 |     NO |              709 |       106276 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |          73 |    A520 |         -99 |         |           -99 |              |      7.80 |          10.52 |     9.04 |    -1.00 |      6.44 |           9.74 |      10.96 |  9.04 | 12.95 | 4.20 | 2.15 | 10.37 |       0 |     41 |   3211 |     1062 |  0.86 |
| PSZ2 G200.95-28.16 |  72.583 |  -3.007 | 0.220 |  5.30 |  72.58348636716879,-3.0073370835716404 |      130 | PSZ2 G200.95-28.16 |         546 | ACT-CL J0450.3-0256 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |          35 |  PLCK G200.9-28.2 |            39 | PLCK G200.9-28.2   |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.30 |           7.15 |     3.83 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  3.83 |  5.51 | 4.04 | 1.60 |  7.29 |       0 |     26 |   1284 |      274 |  0.61 |
| PSZ2 G205.05-62.95 |  41.608 | -20.527 | 0.310 |  7.64 |   41.6076281656616,-20.526873715610645 |      131 | PSZ2 G205.05-62.95 |         356 | ACT-CL J0246.4-2033 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1265 |       125297 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.64 |          10.30 |     5.70 |    -1.00 |     -1.00 |          -1.00 |       5.58 |  5.70 |  8.18 | 4.14 | 1.77 |  6.27 |       0 |     11 |     45 |        3 |  0.52 |
| PSZ2 G205.93-39.46 |  64.406 | -11.896 | 0.443 | 12.25 |  64.40636388923292,-11.895872002608227 |      132 | PSZ2 G205.93-39.46 |         507 | ACT-CL J0417.5-1154 |        -99 |                   |       -99 |        |  DR10 |      162 | J0417.5-1154 |     NO |             1123 |       118246 |          34 | MCXC J0417.5-1154 |            44 | MACS J0417.5-1154  |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |     12.25 |          16.53 |    15.77 |    -1.00 |     22.10 |          33.45 |      16.72 | 15.77 | 21.81 | 5.03 | 2.33 |  6.59 |       0 |     20 |    690 |       23 |  0.55 |
| PSZ2 G208.60-26.00 |  77.687 |  -8.020 | 0.220 |  7.74 |   77.68686412105885,-8.020196577202528 |      133 | PSZ2 G208.60-26.00 |         571 | ACT-CL J0510.7-0801 |        -99 |                   |       -99 |        |  DR10 |      189 | J0510.7-0801 |     NO |             1002 |       114478 |          37 | MCXC J0510.7-0801 |            47 | RXC J0510.7-0801   |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.74 |          10.45 |     9.10 |    -1.00 |      6.08 |           9.21 |      10.26 |  9.10 | 13.01 | 4.22 | 2.14 |  9.72 |       0 |     48 |   1889 |      623 |  0.81 |
|          Abell0521 |  73.521 | -10.226 | 0.248 |  7.26 |  73.52095480558327,-10.226279474006798 |      134 | PSZ2 G208.80-30.67 |         554 | ACT-CL J0454.1-1013 |        -99 |                   |       -99 |        |  DR10 |      178 | J0454.1-1014 |     NO |             1094 |       118364 |           9 | MCXC J0454.1-1014 |             7 | Abell521           |     -99 |        |          -99 |          |          74 |    A521 |         -99 |         |           -99 |              |      7.26 |           9.79 |     6.61 |    -1.00 |      5.82 |           8.81 |      10.87 |  6.61 |  9.50 | 4.14 | 1.90 |  7.92 |       0 |     26 |   1430 |      612 |  0.66 |
| PSZ2 G210.08-60.96 |  44.418 | -22.163 | 0.322 |  6.05 |     44.4181156403693,-22.1627027893817 |      136 | PSZ2 G210.08-60.96 |         377 | ACT-CL J0257.7-2209 |        -99 |                   |       -99 |        |  DR10 |      114 | J0257.6-2209 |     NO |             1300 |       125318 |          33 | MCXC J0257.6-2209 |            42 | MACS J0257.6-2209c |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.05 |           8.17 |     8.10 |    -1.00 |      5.88 |           8.90 |      10.43 |  8.10 | 11.55 | 4.29 | 1.98 |  6.83 |       0 |     14 |    321 |       97 |  0.57 |
| PSZ2 G212.82-84.04 |  19.548 | -26.959 | 0.228 |  5.68 |   19.54849827396033,-26.95876172970966 |      138 | PSZ2 G212.82-84.04 |         149 | ACT-CL J0118.2-2658 |        -99 |                   |       -99 |        |  DR10 |       49 | J0118.1-2658 |    YES |             1384 |       128677 |          20 | MCXC J0118.1-2658 |            19 | Abell2895          |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.68 |           7.66 |     7.49 |    -1.00 |      4.62 |           7.00 |       7.50 |  7.49 | 10.73 | 4.16 | 2.00 |  8.85 |       0 |     20 |   1085 |      157 |  0.74 |
| PSZ2 G214.61-22.70 |  83.102 | -11.543 | 0.154 |  5.39 |  83.10172976916327,-11.543077658167197 |      139 | PSZ2 G214.61-22.70 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      201 | J0532.3-1131 |     NO |              -99 |              |          10 | MCXC J0532.3-1131 |            10 | Abell545b          |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.39 |           7.28 |    -1.00 |    -1.00 |      4.90 |           7.42 |      -1.00 |  7.28 | 10.45 | 4.10 | 2.03 | 12.28 |       0 |     63 |   2911 |      879 |  1.02 |
| PSZ2 G215.19-49.65 |  57.001 | -21.735 | 0.240 |  5.99 |  57.00109536434602,-21.735052349546454 |      140 | PSZ2 G215.19-49.65 |         452 | ACT-CL J0347.9-2144 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1301 |       125403 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.99 |           8.08 |     6.85 |    -1.00 |     -1.00 |          -1.00 |       9.83 |  6.85 |  9.84 | 4.15 | 1.93 |  8.22 |       0 |     34 |    134 |       12 |  0.69 |
| PSZ2 G215.24-26.10 |  80.176 | -13.469 | 0.336 |  6.24 |  80.17579595824992,-13.469012269614414 |      141 | PSZ2 G215.24-26.10 |         581 | ACT-CL J0520.7-1328 |        -99 |                   |       -99 |        |  DR10 |      192 | J0520.7-1328 |     NO |             1188 |       118502 |          38 | PSZ1 G215.29-26.0 |            49 | RXC J0520.7-1328d  |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.24 |           8.42 |     8.24 |    -1.00 |      6.30 |           9.54 |       9.85 |  8.24 | 11.73 | 4.31 | 1.97 |  6.63 |       0 |     14 |    713 |       63 |  0.55 |
| PSZ2 G219.88+22.83 | 126.281 |   4.456 | 0.233 |  5.07 |   126.28130066972338,4.456367352016752 |      147 | PSZ2 G219.88+22.83 |         643 | ACT-CL J0824.9+0426 |        -99 |                   |      1054 |  52258 |  DR10 |      -99 |              |     NO |              712 |       106954 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.07 |           6.84 |     1.95 |    -1.00 |     -1.00 |          -1.00 |       7.01 |  1.95 |  2.81 | 4.10 | 1.27 |  5.55 |      60 |     19 |   1599 |      312 |  0.46 |
| PSZ2 G220.11+22.91 | 126.448 |   4.304 | 0.225 |  4.87 |    126.4477195169535,4.303618246083366 |      148 | PSZ2 G220.11+22.91 |         644 | ACT-CL J0825.9+0414 |        -99 |                   |       903 |  52264 |  DR10 |      245 | J0825.9+0415 |     NO |              711 |       106960 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.87 |           6.58 |     4.15 |    -1.00 |      4.12 |           6.23 |       5.59 |  4.15 |  5.97 | 4.05 | 1.64 |  7.35 |     100 |     28 |   2515 |      513 |  0.61 |
| PSZ2 G222.99-65.70 |  40.354 | -28.659 | 0.232 |  6.18 |   40.35443316387752,-28.65943127839002 |      151 | PSZ2 G222.99-65.70 |         344 | ACT-CL J0241.3-2838 |        -99 |                   |       -99 |        |  DR10 |      104 | J0241.3-2839 |     NO |             1438 |       128927 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.18 |           8.34 |     4.68 |    -1.00 |      3.65 |           5.53 |       7.51 |  4.68 |  6.74 | 4.06 | 1.71 |  7.45 |       0 |     19 |    777 |       81 |  0.62 |
| PSZ2 G223.47+26.85 | 131.371 |   3.475 | 0.327 |  5.27 |  131.37057853184433,3.4753991919372593 |      154 | PSZ2 G223.47+26.85 |         648 | ACT-CL J0845.4+0327 |        -99 |                   |      1052 |  52342 |  DR10 |      -99 |              |     NO |              713 |       107025 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.27 |           7.11 |     6.69 |    -1.00 |     -1.00 |          -1.00 |       5.98 |  6.69 |  9.58 | 4.21 | 1.85 |  6.34 |      71 |     19 |   1718 |      105 |  0.53 |
