|               name |      ra |     dec |     z |   MSZ |                                 coords | PSZ2_idx |               PSZ2 | ACT-DR5_idx |             ACT-DR5 | SPT-SZ_idx |            SPT-SZ | CODEX_idx |  CODEX | DECam | MCXC_idx |         MCXC | S-PLUS | CODEX-DECALS_idx | CODEX-DECALS | MeerKAT_idx |           MeerKAT | MKDiffuse_idx |          MKDiffuse | XMM_idx |    XMM | HIFLUGCS_idx | HIFLUGCS | MENeaCS_idx | MENeaCS | LoVoCCS_idx | LoVoCCS | CLASH-VLT_idx |    CLASH-VLT | m500_PSZ2 | m500_PSZ2_corr | m500_ACT | m500_SPT | m500_MCXC | m500_MCXC_corr | m500_CODEX |  m500 |  m200 | c200 | r200 |  d200 | N_first | N_tgss | N_spec | N_spec_z | 5d200 |
| PSZ2 G223.93-60.10 |  46.753 | -28.684 | 0.254 |  6.96 |  46.75287889382373,-28.684370319692512 |      155 | PSZ2 G223.93-60.10 |         399 | ACT-CL J0307.0-2840 |        -99 |                   |       -99 |        |  DR10 |      124 | J0307.0-2840 |     NO |             1439 |       128993 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.96 |           9.39 |     8.60 |    -1.00 |      5.21 |           7.88 |       9.70 |  8.60 | 12.28 | 4.23 | 2.07 |  8.45 |       0 |     19 |    654 |       73 |  0.70 |
| PSZ2 G224.03-76.42 |  28.113 | -28.913 | 0.413 |  5.93 |  28.11274279918203,-28.913240908398407 |      156 | PSZ2 G224.03-76.42 |         220 | ACT-CL J0152.5-2853 |        -99 |                   |       -99 |        |  DR10 |       71 | J0152.5-2853 |    YES |             1433 |       128774 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.93 |           8.00 |     7.74 |    -1.00 |      7.90 |          11.96 |      10.43 |  7.74 | 10.98 | 4.37 | 1.87 |  5.53 |       0 |      9 |    412 |        8 |  0.46 |
| PSZ2 G224.40-76.54 |  27.968 | -28.990 | 0.413 |  5.82 |   27.96797839583467,-28.98980238904981 |      158 | PSZ2 G224.40-76.54 |         217 | ACT-CL J0151.6-2859 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |             1434 |       128776 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.82 |           7.84 |     5.92 |    -1.00 |     -1.00 |          -1.00 |       9.26 |  5.92 |  8.45 | 4.24 | 1.72 |  5.07 |       0 |      8 |    354 |        8 |  0.42 |
| PSZ2 G225.48+29.41 | 134.475 |   3.174 | 0.203 |  4.60 |   134.47530026341082,3.174423336745564 |      161 | PSZ2 G225.48+29.41 |         653 | ACT-CL J0857.8+0310 |        -99 |                   |       857 |  52344 |  DR10 |      -99 |              |     NO |              715 |       107027 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.60 |           6.20 |     6.45 |    -1.00 |     -1.00 |          -1.00 |       5.90 |  6.45 |  9.27 | 4.10 | 1.92 |  9.28 |     164 |     52 |   4529 |     1025 |  0.77 |
| PSZ2 G227.59+22.98 | 129.860 |  -1.679 | 0.281 |  4.77 | 129.86034186135126,-1.6789274135970775 |      164 | PSZ2 G227.59+22.98 |         645 | ACT-CL J0839.5-0140 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.77 |           6.43 |     3.64 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  3.64 |  5.25 | 4.05 | 1.54 |  5.86 |      81 |     26 |   1315 |      234 |  0.49 |
| PSZ2 G228.30-49.02 |  59.706 | -29.935 | 0.425 |  7.20 |   59.7057547054195,-29.934706484702414 |      166 | PSZ2 G228.30-49.02 |         482 | ACT-CL J0358.9-2955 |        -99 |                   |       -99 |        |  DR10 |      157 | J0358.9-2955 |    YES |             1466 |       129099 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.20 |           9.72 |    10.98 |    -1.00 |      8.90 |          13.47 |      13.49 | 10.98 | 15.43 | 4.62 | 2.09 |  6.06 |       0 |     19 |    265 |        8 |  0.51 |
| PSZ2 G228.50+34.95 | 140.561 |   3.753 | 0.270 |  5.78 |    140.560565614675,3.7528930889083165 |      167 | PSZ2 G228.50+34.95 |         663 | ACT-CL J0922.1+0346 |        -99 |                   |      1188 |  52413 |  DR10 |      -99 |              |     NO |              718 |       107089 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.78 |           7.80 |     2.62 |    -1.00 |     -1.00 |          -1.00 |       8.60 |  2.62 |  3.77 | 4.05 | 1.39 |  5.42 |      41 |     13 |   1140 |       79 |  0.45 |
| PSZ2 G230.73+27.70 | 135.373 |  -1.658 | 0.294 |  4.96 | 135.37263558757144,-1.6582023102879047 |      170 | PSZ2 G230.73+27.70 |         656 | ACT-CL J0901.5-0139 |        -99 |                   |       865 |  57017 |  DR10 |      -99 |              |     NO |              855 |       111214 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.96 |           6.69 |     3.41 |    -1.00 |     -1.00 |          -1.00 |       4.91 |  3.41 |  4.91 | 4.05 | 1.50 |  5.52 |      67 |     15 |    551 |      153 |  0.46 |
| PSZ2 G231.79+31.48 | 139.058 |  -0.412 | 0.332 |  4.87 | 139.05799570727885,-0.4118023143070445 |      173 | PSZ2 G231.79+31.48 |         659 | ACT-CL J0916.1-0024 |        -99 |                   |      1091 |  57004 |  DR10 |      -99 |              |     NO |              824 |       111201 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.87 |           6.57 |     6.10 |    -1.00 |     -1.00 |          -1.00 |       6.72 |  6.10 |  8.73 | 4.18 | 1.79 |  6.06 |      81 |     22 |   1785 |      253 |  0.51 |
| PSZ2 G233.68+36.14 | 143.820 |   0.818 | 0.357 |  5.48 |  143.81963002536966,0.8184450300110904 |      178 | PSZ2 G233.68+36.14 |         667 | ACT-CL J0935.2+0048 |        -99 |                   |       967 |  57070 |  DR10 |      -99 |              |     NO |              792 |       111264 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.48 |           7.39 |     7.48 |    -1.00 |     -1.00 |          -1.00 |       5.68 |  7.48 | 10.66 | 4.29 | 1.90 |  6.13 |      58 |     14 |    664 |       84 |  0.51 |
| PSZ2 G235.56+23.29 | 134.045 |  -7.712 | 0.374 |  6.77 |  134.0452027094497,-7.7117910373643666 |      180 | PSZ2 G235.56+23.29 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1004 |       115216 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.77 |           9.14 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       6.31 |  9.14 | 12.96 | 4.41 | 2.01 |  6.31 |       0 |     20 |    113 |        2 |  0.53 |
| PSZ2 G236.92-26.65 |  86.901 | -31.873 | 0.148 |  4.89 |   86.9007302754301,-31.872970684863876 |      182 | PSZ2 G236.92-26.65 |         607 | ACT-CL J0547.6-3152 |        -99 |                   |       -99 |        |  DR10 |      213 | J0547.6-3152 |     NO |             1486 |       132704 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.89 |           6.60 |     6.00 |    -1.00 |      4.50 |           6.82 |       8.97 |  6.00 |  8.64 | 4.06 | 1.91 | 11.91 |       0 |     72 |   2995 |      895 |  0.99 |
|  MACS J0553.4-3342 |  88.349 | -33.702 | 0.430 |  8.77 |   88.34853222772013,-33.70195045168814 |      184 | PSZ2 G239.27-26.01 |         617 | ACT-CL J0553.4-3342 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1507 |       132747 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      8.77 |          11.83 |    15.40 |    -1.00 |     -1.00 |          -1.00 |      14.07 | 15.40 | 21.37 | 4.97 | 2.32 |  6.70 |       0 |     14 |    769 |        9 |  0.56 |
|   ZwCl 1021.0+0426 | 155.924 |   4.166 | 0.285 |  6.53 |    155.9240151854139,4.166261081999045 |      185 | PSZ2 G239.43+47.95 |         682 | ACT-CL J1023.6+0411 |        -99 |                   |      1289 |  52661 |  DR10 |      264 | J1023.6+0411 |    YES |              679 |       107310 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.53 |           8.80 |    12.01 |    -1.00 |      9.71 |          14.70 |      20.36 | 12.01 | 16.98 | 4.46 | 2.28 |  8.56 |     159 |     38 |   1993 |       94 |  0.71 |
| PSZ2 G240.30-50.34 |  58.641 | -37.751 | 0.251 |  5.16 |   58.64050713914719,-37.75111994838491 |      187 | PSZ2 G240.30-50.34 |         474 | ACT-CL J0354.5-3745 |        -99 |                   |       -99 |        |  DR10 |      155 | J0354.5-3745 |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.16 |           6.96 |     6.80 |    -1.00 |      4.46 |           6.75 |      -1.00 |  6.80 |  9.77 | 4.15 | 1.92 |  7.90 |       0 |     20 |    193 |       21 |  0.66 |
| PSZ2 G241.11-28.68 |  85.738 | -35.984 | 0.420 |  7.36 |   85.73781353655829,-35.98425770010478 |      190 | PSZ2 G241.11-28.68 |         602 | ACT-CL J0542.9-3559 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1548 |       132802 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.36 |           9.93 |     7.12 |    -1.00 |     -1.00 |          -1.00 |       8.88 |  7.12 | 10.13 | 4.33 | 1.82 |  5.32 |       0 |     20 |    364 |        3 |  0.44 |
| PSZ2 G241.76-30.88 |  83.232 | -37.040 | 0.271 |  7.00 |   83.23167483195384,-37.03963251184342 |      191 | PSZ2 G241.76-30.88 |         596 | ACT-CL J0532.9-3701 |        -99 |                   |       -99 |        |  DR10 |      203 | J0532.9-3701 |     NO |             1571 |       135682 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.00 |           9.45 |    10.49 |    -1.00 |      5.11 |           7.73 |      10.41 | 10.49 | 14.90 | 4.35 | 2.19 |  8.54 |       0 |     24 |    209 |       25 |  0.71 |
| PSZ2 G241.79-24.01 |  91.470 | -35.309 | 0.139 |  5.59 |   91.46955143750066,-35.30911134412506 |      192 | PSZ2 G241.79-24.01 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      217 | J0605.8-3518 |     NO |             1549 |       132785 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.59 |           7.54 |    -1.00 |    -1.00 |      4.48 |           6.77 |      11.76 |  7.54 | 10.83 | 4.10 | 2.07 | 13.59 |       0 |     84 |   3383 |      963 |  1.13 |
| PSZ2 G243.15-73.84 |  29.763 | -34.235 | 0.410 |  8.09 |  29.76292404830987,-34.235114646192045 |      196 | PSZ2 G243.15-73.84 |         239 | ACT-CL J0159.0-3413 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |             1518 |       132118 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      8.09 |          10.91 |     9.06 |    -1.00 |     -1.00 |          -1.00 |       9.33 |  9.06 | 12.82 | 4.46 | 1.98 |  5.85 |       0 |     14 |    388 |        4 |  0.49 |
| PSZ2 G244.37-32.15 |  82.201 | -39.477 | 0.284 |  7.41 |  82.20118692535306,-39.477493624355404 |      199 | PSZ2 G244.37-32.15 |         593 | ACT-CL J0528.8-3927 |        -99 |                   |       -99 |        |  DR10 |      198 | J0528.9-3927 |     NO |             1608 |       135723 |          68 | MCXC J0528.9-3927 |            81 | J0528.9-3927       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.41 |           9.99 |     8.98 |    -1.00 |      7.55 |          11.42 |      15.43 |  8.98 | 12.79 | 4.29 | 2.07 |  7.81 |       0 |     36 |    373 |      243 |  0.65 |
| PSZ2 G244.71+32.50 | 146.382 |  -8.641 | 0.154 |  5.23 |  146.38222887339631,-8.641060239629537 |      201 | PSZ2 G244.71+32.50 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      252 | J0945.4-0839 |     NO |             1029 |       119154 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.23 |           7.05 |    -1.00 |    -1.00 |      3.37 |           5.10 |       6.47 |  7.05 | 10.15 | 4.09 | 2.01 | 12.19 |      27 |     72 |    447 |       82 |  1.02 |
| PSZ2 G244.74-28.59 |  86.794 | -39.065 | 0.319 |  4.95 |   86.79434464688485,-39.06451514088685 |      202 | PSZ2 G244.74-28.59 |         606 | ACT-CL J0546.9-3904 |        -99 |                   |       -99 |        |  DR10 |      212 | J0547.0-3904 |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.95 |           6.68 |     3.34 |    -1.00 |      4.30 |           6.51 |      -1.00 |  3.34 |  4.81 | 4.05 | 1.48 |  5.14 |       0 |     13 |     45 |        4 |  0.43 |
|          Abell0907 | 149.602 | -11.069 | 0.167 |  5.41 | 149.60178123847325,-11.069007492348074 |      211 | PSZ2 G249.38+33.26 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      256 | J0958.3-1103 |    YES |             1098 |       119260 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.41 |           7.29 |    -1.00 |    -1.00 |      5.03 |           7.61 |      11.55 |  7.29 | 10.47 | 4.11 | 2.03 | 11.45 |       0 |     65 |    132 |       44 |  0.95 |
| PSZ2 G250.04+24.14 | 143.065 | -17.671 | 0.400 |  6.65 | 143.06493361671943,-17.671430656232815 |      216 | PSZ2 G250.04+24.14 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1238 |       122800 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.65 |           8.97 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       8.33 |  8.97 | 12.68 | 4.43 | 1.98 |  5.95 |       0 |      9 |     30 |        0 |  0.50 |
| PSZ2 G250.89-36.24 |  77.598 | -45.329 | 0.200 |  5.74 |   77.59809896606608,-45.32916052060332 |      220 | PSZ2 G250.89-36.24 |         570 | ACT-CL J0510.3-4519 |         96 | SPT-CL J0510-4519 |       -99 |        |  DR10 |      188 | J0510.2-4519 |     NO |             1681 |       138794 |          65 | MCXC J0510.2-4519 |            77 | J0510.2-4519       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.74 |           7.74 |     5.59 |     6.83 |      4.65 |           7.04 |       8.76 |  5.59 |  8.05 | 4.08 | 1.83 |  8.97 |       0 |      5 |    192 |       41 |  0.75 |
| PSZ2 G252.23-50.62 |  57.066 | -45.245 | 0.358 |  4.56 |  57.066457249140605,-45.24520819686302 |      222 | PSZ2 G252.23-50.62 |         454 | ACT-CL J0348.2-4514 |         63 | SPT-CL J0348-4515 |       -99 |        |  DR10 |      -99 |              |    YES |             1699 |       138581 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.56 |           6.15 |     4.95 |     6.17 |     -1.00 |          -1.00 |       6.79 |  4.95 |  7.11 | 4.13 | 1.66 |  5.34 |       0 |      3 |    177 |       33 |  0.44 |
| PSZ2 G253.13+57.49 | 168.555 |   4.351 | 0.229 |  4.84 |     168.554884749412,4.350876829290659 |      225 | PSZ2 G253.13+57.49 |         695 | ACT-CL J1114.1+0420 |        -99 |                   |       677 |  52787 |  DR10 |      -99 |              |    YES |              724 |       107428 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.84 |           6.53 |     3.60 |    -1.00 |     -1.00 |          -1.00 |       4.52 |  3.60 |  5.18 | 4.04 | 1.57 |  6.90 |      71 |     22 |   1192 |       61 |  0.57 |
| PSZ2 G253.21+34.25 | 152.603 | -12.644 | 0.306 |  4.94 | 152.60278583701407,-12.643998387414948 |      226 | PSZ2 G253.21+34.25 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      260 | J1010.5-1239 |    YES |             1131 |       119348 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |          95 |  MS1008 |         -99 |         |           -99 |              |      4.94 |           6.67 |    -1.00 |    -1.00 |      2.84 |           4.30 |       5.93 |  6.67 |  9.55 | 4.19 | 1.87 |  6.67 |       0 |     13 |    418 |      205 |  0.56 |
| PSZ2 G253.48-33.72 |  81.463 | -47.262 | 0.191 |  4.67 |  81.46258521991967,-47.262305684845735 |      227 | PSZ2 G253.48-33.72 |         591 | ACT-CL J0525.8-4715 |        101 | SPT-CL J0525-4715 |       -99 |        |  DR10 |      194 | J0525.8-4715 |     NO |             1719 |       138820 |          67 | MCXC J0525.8-4715 |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.67 |           6.30 |     6.82 |     7.20 |      3.80 |           5.75 |       7.10 |  6.82 |  9.79 | 4.11 | 1.96 |  9.94 |       0 |     14 |    278 |       89 |  0.83 |
| PSZ2 G254.51-27.32 |  90.994 | -47.230 | 0.274 |  4.88 |    90.994435838156,-47.230342178420194 |      228 | PSZ2 G254.51-27.32 |         621 | ACT-CL J0603.9-4714 |        111 | SPT-CL J0603-4714 |       -99 |        |  DR10 |      -99 |              |     NO |             1703 |       139050 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.88 |           6.59 |     4.85 |     5.26 |     -1.00 |          -1.00 |       6.28 |  4.85 |  6.98 | 4.09 | 1.70 |  6.56 |       0 |     10 |     87 |        3 |  0.55 |
| PSZ2 G255.51+49.96 | 164.570 |  -2.191 | 0.340 |  4.99 |   164.5697088033522,-2.190553803629491 |      235 | PSZ2 G255.51+49.96 |         687 | ACT-CL J1058.3-0210 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.99 |           6.73 |     6.19 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  6.19 |  8.87 | 4.19 | 1.80 |  5.98 |      70 |     10 |   1050 |       34 |  0.50 |
| PSZ2 G255.60-46.18 |  62.789 | -48.303 | 0.424 |  6.32 |   62.78921685652456,-48.30301801833711 |      237 | PSZ2 G255.60-46.18 |         500 | ACT-CL J0411.2-4819 |         70 | SPT-CL J0411-4819 |       -99 |        |  DR10 |      -99 |              |    YES |             1716 |       141337 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.32 |           8.53 |     8.16 |     8.18 |     -1.00 |          -1.00 |      11.20 |  8.16 | 11.58 | 4.41 | 1.90 |  5.52 |       0 |      7 |    111 |       49 |  0.46 |
| PSZ2 G256.53-65.70 |  36.462 | -41.921 | 0.220 |  6.08 |  36.46237769036141,-41.921382255783705 |      241 | PSZ2 G256.53-65.70 |         309 | ACT-CL J0225.8-4154 |         39 | SPT-CL J0225-4155 |       -99 |        |  DR10 |       93 | J0225.9-4154 |    YES |             1648 |       135362 |          51 | MCXC J0225.9-4154 |            62 | J0225.9-4154       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.08 |           8.20 |     3.33 |     4.85 |      5.25 |           7.95 |       9.72 |  3.33 |  4.80 | 4.04 | 1.53 |  6.98 |       0 |     14 |    396 |      286 |  0.58 |
|  MACS J1115.9+0129 | 168.949 |   1.496 | 0.350 |  6.86 |  168.94929758006333,1.4961154898819748 |      242 | PSZ2 G257.09+55.61 |         697 | ACT-CL J1115.8+0129 |        -99 |                   |       -99 |        |  DR10 |      278 | J1115.8+0129 |    YES |              795 |       111630 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |             5 | MACSJ1115+01 |      6.86 |           9.26 |     9.80 |    -1.00 |      7.27 |          11.00 |      14.63 |  9.80 | 13.90 | 4.42 | 2.08 |  6.80 |      96 |     23 |   1840 |      208 |  0.57 |
| PSZ2 G257.32-22.19 |  99.326 | -48.484 | 0.203 |  5.31 |   99.32564706191475,-48.48399933291458 |      243 | PSZ2 G257.32-22.19 |         633 | ACT-CL J0637.3-4829 |        117 | SPT-CL J0637-4829 |       -99 |        |  DR10 |      227 | J0637.3-4828 |     NO |             1738 |       141674 |          82 | MCXC J0637.3-4828 |            84 | J0637.3-4828       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.31 |           7.16 |     5.40 |     6.76 |      3.82 |           5.78 |       7.71 |  5.40 |  7.78 | 4.07 | 1.81 |  8.77 |       0 |     30 |    216 |       69 |  0.73 |
| PSZ2 G259.98-63.43 |  38.078 | -44.361 | 0.284 |  7.54 |   38.07817144198056,-44.36121795149542 |      247 | PSZ2 G259.98-63.43 |         319 | ACT-CL J0232.2-4421 |         40 | SPT-CL J0232-4421 |       -99 |        |  DR10 |       99 | J0232.2-4420 |    YES |             1669 |       138425 |          52 | MCXC J0232.2-4420 |            63 | J0232.2-4420       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.54 |          10.17 |    12.30 |    12.01 |      6.13 |           9.28 |      14.60 | 12.30 | 17.39 | 4.48 | 2.30 |  8.66 |       0 |     21 |    195 |       26 |  0.72 |
| PSZ2 G262.27-35.38 |  79.147 | -54.534 | 0.295 |  8.76 |   79.14696750446483,-54.53433253999211 |      253 | PSZ2 G262.27-35.38 |         574 | ACT-CL J0516.6-5430 |         98 | SPT-CL J0516-5430 |       -99 |        |  DR10 |      191 | J0516.6-5430 |     NO |             1789 |       143963 |          66 | MCXC J0516.6-5430 |            78 | J0516.6-5430       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      8.76 |          11.82 |     6.16 |     7.10 |      7.72 |          11.69 |      11.38 |  6.16 |  8.83 | 4.16 | 1.83 |  6.69 |       0 |      0 |    602 |      355 |  0.56 |
| PSZ2 G262.73-40.92 |  69.595 | -54.321 | 0.421 |  7.46 |    69.595390019151,-54.320835817929485 |      254 | PSZ2 G262.73-40.92 |         535 | ACT-CL J0438.2-5419 |         79 | SPT-CL J0438-5419 |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.46 |          10.07 |    10.65 |    10.80 |     -1.00 |          -1.00 |      -1.00 | 10.65 | 14.97 | 4.59 | 2.07 |  6.04 |       0 |      0 |    174 |       95 |  0.50 |
| PSZ2 G263.03-56.19 |  46.085 | -49.356 | 0.392 |  4.70 | 46.085244121261326,-49.355699862361426 |      257 | PSZ2 G263.03-56.19 |         394 | ACT-CL J0304.2-4921 |         54 | SPT-CL J0304-4921 |       -99 |        |  DR10 |      -99 |              |    YES |             1732 |       141165 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.70 |           6.34 |     6.91 |     7.57 |     -1.00 |          -1.00 |       6.61 |  6.91 |  9.85 | 4.29 | 1.82 |  5.55 |       0 |     13 |    168 |       82 |  0.46 |
| PSZ2 G263.14-23.41 |  99.725 | -53.981 | 0.227 |  6.83 |   99.72451937206493,-53.98140154601108 |      258 | PSZ2 G263.14-23.41 |         635 | ACT-CL J0638.7-5358 |        119 | SPT-CL J0638-5358 |       -99 |        |  DR10 |      228 | J0638.7-5358 |     NO |             1792 |       144174 |          83 | MCXC J0638.7-5358 |            86 | J0638.7-5358       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.83 |           9.21 |    12.54 |    12.01 |      6.88 |          10.41 |      13.10 | 12.54 | 17.79 | 4.40 | 2.37 | 10.51 |       0 |      0 |    223 |       50 |  0.88 |
| PSZ2 G263.68-22.55 | 101.369 | -54.229 | 0.164 |  7.96 | 101.36935991648195,-54.229403138310005 |      260 | PSZ2 G263.68-22.55 |         636 | ACT-CL J0645.4-5413 |        121 | SPT-CL J0645-5413 |       -99 |        |  DR10 |      230 | J0645.4-5413 |     NO |             1774 |       144181 |          84 | MCXC J0645.4-5413 |            87 | J0645.4-5413       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.96 |          10.74 |    11.18 |    10.55 |      5.82 |           8.80 |      10.85 | 11.18 | 15.96 | 4.25 | 2.33 | 13.35 |       0 |      0 |    336 |      118 |  1.11 |
| PSZ2 G264.60-51.07 |  52.662 | -52.502 | 0.440 |  6.93 |   52.66215244550914,-52.50243996303851 |      262 | PSZ2 G264.60-51.07 |         426 | ACT-CL J0330.9-5228 |         59 | SPT-CL J0330-5228 |       -99 |        |  DR10 |      -99 |              |    YES |             1768 |       141319 |         -99 |                   |           -99 |                    |      20 | A 3128 |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.93 |           9.35 |     5.81 |     6.67 |     -1.00 |          -1.00 |       2.20 |  5.81 |  8.30 | 4.26 | 1.69 |  4.80 |       0 |      4 |   1110 |       99 |  0.40 |
| ClG 0657-56 Bullet | 104.632 | -55.962 | 0.296 | 13.10 |  104.6318793890037,-55.961722878673925 |      265 | PSZ2 G266.04-21.25 |         640 | ACT-CL J0658.5-5557 |        128 | SPT-CL J0658-5556 |       -99 |        |  DR10 |      231 | J0658.5-5556 |     NO |             1808 |       144305 |          85 | MCXC J0658.5-5556 |            33 | Bullet             |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |     13.10 |          17.67 |    16.06 |    16.86 |     10.36 |          15.68 |      19.97 | 16.06 | 22.47 | 4.73 | 2.49 |  9.10 |       0 |      0 |    574 |      329 |  0.76 |
| PSZ2 G266.83+25.08 | 155.971 | -27.252 | 0.254 |  7.37 | 155.97147479858506,-27.252177935828417 |      266 | PSZ2 G266.83+25.08 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      265 | J1023.8-2715 |    YES |             1415 |       130222 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.37 |           9.94 |    -1.00 |    -1.00 |      7.71 |          11.67 |      17.32 |  9.94 | 14.14 | 4.30 | 2.17 |  8.84 |       0 |     40 |    158 |       17 |  0.74 |
| PSZ2 G269.02+22.27 | 155.957 | -30.706 | 0.357 |  5.08 | 155.95668664580288,-30.705812252125558 |      270 | PSZ2 G269.02+22.27 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |             1469 |       130258 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.08 |           6.86 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       6.25 |  6.86 |  9.79 | 4.25 | 1.84 |  5.95 |       0 |     12 |     37 |        6 |  0.50 |
