|               name |      ra |     dec |     z |  MSZ |                                 coords | PSZ2_idx |               PSZ2 | ACT-DR5_idx |             ACT-DR5 | SPT-SZ_idx |            SPT-SZ | CODEX_idx |  CODEX | DECam | MCXC_idx |         MCXC | S-PLUS | CODEX-DECALS_idx | CODEX-DECALS | MeerKAT_idx |           MeerKAT | MKDiffuse_idx |          MKDiffuse | XMM_idx |                  XMM | HIFLUGCS_idx | HIFLUGCS | MENeaCS_idx | MENeaCS | LoVoCCS_idx |         LoVoCCS | CLASH-VLT_idx | CLASH-VLT | m500_PSZ2 | m500_PSZ2_corr | m500_ACT | m500_SPT | m500_MCXC | m500_MCXC_corr | m500_CODEX | m500 |  m200 | c200 | r200 |  d200 | N_first | N_tgss | N_spec | N_spec_z | 5d200 |
|              A3558 | 201.993 | -31.513 | 0.048 | 4.79 |   201.9931995052464,-31.51251471712728 |       48 | PSZ2 G311.98+30.71 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      135 | J1327.9-3130 |     NO |             1496 |       133721 |          23 | MCXC J1327.9-3130 |            24 | Abell3558          |     -99 |                      |           36 |    A3558 |         -99 |         |          15 |           A3558 |           -99 |           |      4.79 |           6.46 |    -1.00 |    -1.00 |      3.97 |           6.02 |      11.16 | 6.46 |  9.32 | 4.03 | 2.03 | 34.77 |       0 |    352 |  10250 |     4572 |  2.90 |
|              A1736 | 201.770 | -27.150 | 0.046 | 2.89 | 201.77007207502018,-27.149757034989722 |       49 | PSZ2 G312.62+35.05 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      134 | J1326.9-2710 |     NO |             1422 |       130590 |         -99 |                   |           -99 |                    |     -99 |                      |           35 |    A1736 |         -99 |         |          48 |           A1736 |           -99 |           |      2.89 |           3.90 |    -1.00 |    -1.00 |      2.71 |           4.10 |       3.01 | 3.90 |  5.61 | 4.05 | 1.72 | 30.72 |       0 |    288 |   3298 |     1523 |  2.56 |
|              A3562 | 203.418 | -31.718 | 0.049 | 2.44 |   203.4175225099904,-31.71786854038838 |       50 | PSZ2 G313.33+30.29 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      140 | J1333.6-3139 |     NO |             1495 |       133776 |         -99 |                   |           -99 |                    |     -99 |                      |           37 |    A3562 |         -99 |         |         -99 |                 |           -99 |           |      2.44 |           3.30 |    -1.00 |    -1.00 |      2.37 |           3.59 |       5.34 | 3.30 |  4.75 | 4.07 | 1.62 | 27.23 |       0 |    206 |   6909 |     3552 |  2.27 |
|              A3571 | 206.872 | -32.875 | 0.039 | 4.63 | 206.87247562735382,-32.874710162619614 |       51 | PSZ2 G316.31+28.53 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      146 | J1347.4-3250 |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |                      |           38 |    A3571 |         -99 |         |           8 |           A3571 |           -99 |           |      4.63 |           6.24 |    -1.00 |    -1.00 |      4.51 |           6.82 |      -1.00 | 6.24 |  9.02 | 4.03 | 2.01 | 41.91 |       0 |    529 |   5583 |     2919 |  3.49 |
| PSZ2 G332.29-23.57 | 281.798 | -63.290 | 0.015 | 0.79 |   281.7983946943265,-63.28982984641044 |       58 | PSZ2 G332.29-23.57 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      175 | J1847.3-6320 |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |                      |          -99 |          |         -99 |         |         -99 |                 |           -99 |           |      0.79 |           1.06 |    -1.00 |    -1.00 |      0.26 |           0.39 |      -1.00 | 1.06 |  1.50 | 4.48 | 1.12 | 60.35 |       0 |      0 |   6926 |      986 |  5.03 |
|              A3667 | 303.084 | -56.815 | 0.056 | 7.04 | 303.08392178016885,-56.814788998543186 |       59 | PSZ2 G340.88-33.36 |           5 | ACT-CL J2012.4-5649 |         29 | SPT-CL J2012-5649 |       -99 |        |  DR10 |      183 | J2012.5-5649 |     NO |              -99 |              |          25 | MCXC J2012.5-5649 |            27 | Abell 3667         |     -99 |                      |           55 |    A3667 |         -99 |         |           3 |           A3667 |           -99 |           |      7.04 |           9.49 |     5.67 |     4.46 |      5.17 |           7.82 |      -1.00 | 5.67 |  8.18 | 4.03 | 1.94 | 28.93 |       0 |      0 |   2970 |     1411 |  2.41 |
|              A3651 | 298.050 | -55.064 | 0.060 | 3.24 |   298.0496412673382,-55.06350625940399 |       60 | PSZ2 G342.82-30.48 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      179 | J1952.2-5503 |     NO |             1795 |       145370 |         -99 |                   |           -99 |                    |     -99 |                      |          -99 |          |         -99 |         |         -99 |                 |           -99 |           |      3.24 |           4.38 |    -1.00 |    -1.00 |      1.47 |           2.23 |       3.26 | 4.38 |  6.31 | 4.03 | 1.77 | 24.68 |       0 |      0 |   1362 |      735 |  2.06 |
|              S0041 |   6.381 | -33.006 | 0.049 | 1.45 |   6.381311107161007,-33.00588533131345 |       61 | PSZ2 G344.99-81.88 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |        5 | J0025.5-3302 |    YES |             1500 |       131855 |         -99 |                   |           -99 |                    |      21 | 2PI0.050J0024.8-3309 |          -99 |          |         -99 |         |         -99 |                 |           -99 |           |      1.45 |           1.96 |    -1.00 |    -1.00 |      1.29 |           1.95 |       3.97 | 1.96 |  2.81 | 4.20 | 1.36 | 22.82 |       0 |    202 |  11875 |     1446 |  1.90 |
| PSZ2 G345.38-39.32 | 313.055 | -52.837 | 0.045 | 1.81 |   313.0548144349542,-52.83662831587897 |       62 | PSZ2 G345.38-39.32 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |                      |          -99 |          |         -99 |         |         -99 |                 |           -99 |           |      1.81 |           2.44 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 | 2.44 |  3.50 | 4.14 | 1.47 | 26.80 |       0 |    113 |   2702 |     1344 |  2.23 |
| PSZ2 G345.82-34.29 | 304.704 | -52.715 | 0.051 | 1.84 |  304.70420135775873,-52.71520442140114 |       63 | PSZ2 G345.82-34.29 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      185 | J2018.7-5242 |     NO |             1779 |       143157 |         -99 |                   |           -99 |                    |     -99 |                      |          -99 |          |         -99 |         |         -99 |                 |           -99 |           |      1.84 |           2.48 |    -1.00 |    -1.00 |      1.58 |           2.39 |       4.24 | 2.48 |  3.57 | 4.13 | 1.47 | 24.05 |       0 |     91 |   1786 |      710 |  2.00 |
|        Abell S1101 | 348.478 | -42.673 | 0.056 | 1.46 |  348.47812404499507,-42.67264267577884 |       64 | PSZ2 G348.46-64.83 |           6 | ACT-CL J2313.9-4243 |         30 | SPT-CL J2313-4243 |       -99 |        |  DR10 |      220 | J2313.9-4244 |    YES |              -99 |              |         -99 |                   |           -99 |                    |      17 |             A S 1101 |           56 |    S1101 |         -99 |         |          41 | RXCJ2313.9-4244 |           -99 |           |      1.46 |           1.98 |     3.39 |     4.06 |      2.83 |           4.28 |      -1.00 | 3.39 |  4.88 | 4.07 | 1.63 | 24.03 |       0 |    220 |   2382 |      810 |  2.00 |
|               MKW8 | 220.212 |   3.435 | 0.026 | 1.10 |  220.21225078196056,3.4347226780501803 |       65 | PSZ2 G355.50+54.72 |         -99 |                     |        -99 |                   |        58 |  53529 |  DR10 |      155 | J1440.6+0328 |    YES |              731 |       108093 |         -99 |                   |           -99 |                    |       4 |                 MKW8 |           41 |     MKW8 |         -99 |         |         -99 |                 |           -99 |           |      1.10 |           1.49 |    -1.00 |    -1.00 |      0.74 |           1.11 |       1.55 | 1.49 |  2.12 | 4.32 | 1.25 | 38.00 |    2656 |    464 |  60601 |    11859 |  3.17 |
|              A3809 | 326.712 | -43.924 | 0.062 | 1.67 |   326.7122598765903,-43.92394398963773 |       66 | PSZ2 G356.04-49.50 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      202 | J2146.9-4354 |    YES |             1663 |       140639 |         -99 |                   |           -99 |                    |     -99 |                      |          -99 |          |         -99 |         |         -99 |                 |           -99 |           |      1.67 |           2.25 |    -1.00 |    -1.00 |      1.73 |           2.61 |       3.87 | 2.25 |  3.22 | 4.15 | 1.42 | 19.13 |       0 |     71 |   2388 |      794 |  1.59 |
|              A4059 | 359.264 | -34.788 | 0.047 | 2.47 |  359.2638109035361,-34.788302279712646 |       67 | PSZ2 G356.25-76.07 |           7 | ACT-CL J2357.0-3445 |        -99 |                   |       -99 |        |  DR10 |      227 | J2357.0-3445 |    YES |             1517 |       134924 |         -99 |                   |           -99 |                    |     -99 |                      |           62 |    A4059 |         -99 |         |          50 |           A4059 |           -99 |           |      2.47 |           3.33 |     4.26 |    -1.00 |      2.67 |           4.03 |       8.76 | 4.26 |  6.14 | 4.04 | 1.77 | 30.57 |       0 |    221 |  13773 |     2277 |  2.55 |
| PSZ2 G357.75-41.77 | 315.929 | -43.326 | 0.049 | 1.55 |   315.9294935690439,-43.32586195359591 |       68 | PSZ2 G357.75-41.77 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      192 | J2103.4-4319 |    YES |             1658 |       140577 |         -99 |                   |           -99 |                    |     -99 |                      |          -99 |          |         -99 |         |         -99 |                 |           -99 |           |      1.55 |           2.09 |    -1.00 |    -1.00 |      0.84 |           1.27 |       3.91 | 2.09 |  2.99 | 4.18 | 1.39 | 23.47 |       0 |    220 |   2132 |      659 |  1.96 |
